,Company number:,NZBN:,Incorporation Date:,Company Status:,Entity type:,Constitution filed:,Ultimate holding company,Directors,Company record link:,company_id,address.Registered office address,address.Registered Office,address.Address for service,FRA Reporting Month:,Country of Origin:,address.Principal place of business in NZ,address.Address of person authorised to accept service in NZ,ACN Number:,Receiver:,Organisation:,Phone:,Email:,Appointed:,Brief description of propertyin receivership:,Reports
487,3173828,9429031339810,27 Oct 2010,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco3173828,3173828,,"45 Weldene Avenue, Glenfield, North Shore City, 0629
, New Zealand","45 Weldene Avenue, Glenfield, North Shore City, 0629
, New Zealand",,,,,,,,,,,,
488,31090,9429040838779,27 Jun 1975,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco31090,31090,,"Wilson Elliott & Partners, 11-13 Falcon St, Parnell, Auckland 1
, New Zealand",,,,,,,,,,,,,
489,134019,9429031871600,13 Nov 1972,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco134019,134019,,"332 Durham St, Christchurch
, New Zealand",,,,,,,,,,,,,
490,135024,9429031860598,07 Nov 1973,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco135024,135024,,"Harvie Green Wyatt, 229 Moray Place, Dunedin
, New Zealand","Harvie Green Wyatt, 229 Moray Place, Dunedin
, New Zealand",,,,,,,,,,,,
491,3357691,9429031134088,15 Apr 2011,Removed,NZ Limited Company,Yes,Not specified,Showing 2 of 5 directors,httpsapp.companiesoffice.govt.nzco3357691,3357691,,"Taurus Group Limited, Level 1, 22 Foster Street, Addington,, Christchurch, 8011
, New Zealand","Taurus Group Limited, Level 1, 22 Foster Street, Addington,, Christchurch, 8011
, New Zealand",,,,,,,,,,,,
492,129739,9429031920834,13 Mar 1967,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco129739,129739,,"Williams & Batchelor, 54 Mandeville Street, Christchurch
, New Zealand",,,,,,,,,,,,,
493,6774873,9429046671035,20 Mar 2018,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco6774873,6774873,,"Taryn Rorke, 120 Mangati Road, Bell Block, New Plymouth, 4312
, New Zealand","Taryn Rorke, 120 Mangati Road, Bell Block, New Plymouth, 4312
, New Zealand",,,,,,,,,,,,
494,1935726,9429033439006,01 May 2007,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1935726,1935726,,"40 Derwent St, Island Bay, Wellington
, New Zealand","40 Derwent St, Island Bay, Wellington
, New Zealand",,,,,,,,,,,,
495,3002160,9429031480475,29 Jun 2010,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco3002160,3002160,,"Jackson Valentine Ltd, Level 3, 258 Stuart Street, Dunedin, 9016
, New Zealand","Jackson Valentine Ltd, Level 3, 258 Stuart Street, Dunedin, 9016
, New Zealand",,,,,,,,,,,,
496,19752,9429040898162,07 Apr 1967,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco19752,19752,,"9 Raroa Road, Lower Hutt
, New Zealand",,,,,,,,,,,,,
497,641915,9429038633171,09 Aug 1994,Removed,NZ Limited Company,Yes,Not specified,Showing 2 of 3 directors,httpsapp.companiesoffice.govt.nzco641915,641915,,"Unit 31, 88 Cook Street, Auckland
, New Zealand","77a Victoria Street West, Auckland
, New Zealand",March,,,,,,,,,,,
498,1158424,9429036792542,04 Sep 2001,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1158424,1158424,,"4 Cambrian Lane,, Flagstaff, Hamilton
, New Zealand","4 Cambrian Lane,, Flagstaff, Hamilton
, New Zealand",,,,,,,,,,,,
499,383098,9429039482884,03 May 1988,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco383098,383098,,"47a Buick Street, Petone
, New Zealand","47a Buick Street, Petone
, New Zealand",,,,,,,,,,,,
500,806489,9429038332777,10 May 1996,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco806489,806489,,"106 Felton Road, Bannockburn, Cromwell
, New Zealand","106 Felton Road, Bannockburn, Cromwell
, New Zealand",,,,,,,,,,,,
501,1059275,9429037164379,23 Aug 2000,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1059275,1059275,,"39 Anzac Road, Browns Bay, Auckland
, New Zealand","39 Anzac Road, Browns Bay, Auckland
, New Zealand",,,,,,,,,,,,
502,10770,9429040940304,08 Aug 1957,Removed,NZ Limited Company,No,Not specified,Showing 2 of 3 directors,httpsapp.companiesoffice.govt.nzco10770,10770,,"13th Floor, Barclays House, 36 Customhouse Quay, Wellington
, New Zealand",,,,,,,,,,,,,
503,1544335,9429035237105,06 Sep 2004,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1544335,1544335,,"437 Kaipaki Rd, Rd 1, Ohaupo
, New Zealand","437 Kaipaki Rd, Rd 1, Ohaupo
, New Zealand",,,,,,,,,,,,
504,714635,9429038367533,22 Feb 1996,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco714635,714635,,"Bellingham Wallace Limited, 470 Parnell Road, Parnell, Auckland, 1052
, New Zealand","Bellingham Wallace Limited, 470 Parnell Road, Parnell, Auckland, 1052
, New Zealand",,,,,,,,,,,,
505,1682553,9429034587461,22 Aug 2005,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1682553,1682553,,"Flat 3, 43 Bay Road, St Heliers, Auckland, 1071
, New Zealand","Flat 3, 43 Bay Road, St Heliers, Auckland, 1071
, New Zealand",,,,,,,,,,,,
506,159768,9429040240008,26 Mar 1953,Removed,NZ Limited Company,Yes,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco159768,159768,,"Denis Hames & Associates, Chartered Accountants, Northumberland Street, Waipukurau
, New Zealand","Denis Hames & Associates, Chartered Accountants, Northumberland Street, Waipukurau
, New Zealand",,,,,,,,,,,,
507,664633,9429038532955,26 Jan 1995,Removed,NZ Limited Company,Yes,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco664633,664633,,"Unit 31, 88 Cook Street, Auckland
, New Zealand","Unit 31, 88 Cook Street, Auckland
, New Zealand",,,,,,,,,,,,
508,6517913,9429046426413,25 Oct 2017,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco6517913,6517913,,"Z Global mall, 63 Kaniere Avenue, Hei Hei, Christchurch, 8042
, New Zealand","Z Global mall, 63 Kaniere Avenue, Hei Hei, Christchurch, 8042
, New Zealand",,,,,,,,,,,,
509,108943,9429032168334,11 Jul 1978,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco108943,108943,,"230 Great South Road, Papatoetoe
, New Zealand",,,,,,,,,,,,,
510,5497927,9429041490259,17 Nov 2014,Removed,NZ Limited Company,No,No,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco5497927,5497927,,"46 Kuripaka Crescent, The Gardens, Auckland, 2105
, New Zealand","46 Kuripaka Crescent, The Gardens, Auckland, 2105
, New Zealand",,,,,,,,,,,,
511,1067685,9429037145958,27 Sep 2000,Removed,NZ Limited Company,Yes,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1067685,1067685,,"47 Croad Pl, Tokoroa
, New Zealand","47 Croad Pl, Tokoroa
, New Zealand",,,,,,,,,,,,
512,168412,9429040185576,19 May 1970,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco168412,168412,,"3 Morrison Street, Nelson
, New Zealand",,,,,,,,,,,,,
513,94462,9429040486802,19 May 1975,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco94462,94462,,"42 Whitney Street, Avondale, Auckland
, New Zealand","42 Whitney Street, Avondale, Auckland
, New Zealand",,,,,,,,,,,,
514,1394090,9429035780403,06 Oct 2003,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1394090,1394090,,"703 Peak Road, Rd2, Helensville
, New Zealand","703 Peak Road, Rd2, Helensville
, New Zealand",,,,,,,,,,,,
515,44318,9429040743790,24 Aug 1938,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco44318,44318,,"Christmas Gouwland Limited, Level 12 Citibank Building, 23 Customs Street, Auckland
, New Zealand","Christmas Gouwland Limited, Level 1 Citibank Building, 23 Customs Street, Auckland
, New Zealand",,,,,,,,,,,,
516,38196,9429040779522,01 Sep 1981,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco38196,38196,,"C/o Spackman Mansell & Co, Coastlands Shopping Town, Paraparaumu
, New Zealand",,,,,,,,,,,,,
517,853938,9429038103971,16 Apr 1997,Removed,NZ Limited Company,Yes,No,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco853938,853938,,"50 Riccarton Road, Christchurch
, New Zealand","Grant Cameron & Co, Level 6, Forsyth Barr House, Cnr Colombo & Armagh Streets, Christchurch
, New Zealand",,,,,,,,,,,,
518,2226265,9429032317411,01 Apr 2009,Removed,NZ Limited Company,No,WISELEY ENDEAVOURS LIMITED,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco2226265,2226265,,"McCulloch & Partners, Chartered Accountants, Level 2, 11-17 Church Street, Queenstown, 9300
, New Zealand","McCulloch & Partners, Chartered Accountants, Level 2, 11-17 Church Street, Queenstown, 9300
, New Zealand",,,,,,,,,,,,
519,867192,9429038039973,16 Jul 1997,Removed,NZ Limited Company,Yes,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco867192,867192,,"Simpson Grierson, 88 Shortland Street, Auckland
, New Zealand","Simpson Grierson, 88 Shortland Street, Auckland
, New Zealand",,,,,,,,,,,,
520,934653,9429037716097,10 Dec 1998,Removed,NZ Limited Company,Yes,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco934653,934653,,"Second Floor, Realty House, 60 Durham Street, Tauranga
, New Zealand","Second Floor, Realty House, 60 Durham Street, Tauranga
, New Zealand",,,,,,,,,,,,
521,1425996,9429035710325,23 Oct 2003,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1425996,1425996,,"13 Formby Ave, Pt Chevaliar, Auckland
, New Zealand","13 Formby Ave, Pt Chevaliar, Auckland
, New Zealand",,,,,,,,,,,,
522,75637,9429040614977,27 Nov 1968,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco75637,75637,,"17 Hall St, Pukekohe
, New Zealand",,,,,,,,,,,,,
523,884631,9429037959708,27 Nov 1997,Removed,NZ Limited Company,Yes,No,Showing 2 of 3 directors,httpsapp.companiesoffice.govt.nzco884631,884631,,"Unit D, 388 Chruch Street, Penrose, Auckland, 1061
, New Zealand","Sothertons Limited, Level 1, 10 Heather Street, Parnell, Auckland, 1052
, New Zealand",,,,,,,,,,,,
524,2019806,9429033075846,19 Oct 2007,Removed,NZ Limited Company,No,No,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco2019806,2019806,,"327 East Tamaki Road, East Tamaki, Auckland, 2013
, New Zealand","327 East Tamaki Road, East Tamaki, Auckland, 2013
, New Zealand",,,,,,,,,,,,
525,1208,9429040972923,28 Jan 1920,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco1208,1208,,"C/o Gault Mitchell & Wilson, 38-42 Waring-taylor St, Wellington
, New Zealand",,,,,,,,,,,,,
526,272833,9429039844583,21 May 1985,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco272833,272833,,"59 Hikurangi Street, Upper Hutt
, New Zealand",,,,,,,,,,,,,
527,5102481,9429041172605,03 Apr 2014,Removed,NZ Limited Company,No,No,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco5102481,5102481,,"YOUNG & SUCCESS LIMITED, 9a Sir Gil Simpson Drive, Burnside, Christchurch, 8053
, New Zealand","YOUNG & SUCCESS LIMITED, 9a Sir Gil Simpson Drive, Burnside, Christchurch, 8053
, New Zealand",,,,,,,,,,,,
528,3947179,9429030558816,07 Aug 2012,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco3947179,3947179,,"7 Caughley Grove, Karori, Wellington, 6012
, New Zealand","7 Caughley Grove, Karori, Wellington, 6012
, New Zealand",,,,,,,,,,,,
529,1777372,9429034270165,07 Mar 2006,Removed,NZ Limited Company,No,No,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1777372,1777372,,"65 Birchwood Lane, Tamahere, Hamilton, 3283
, New Zealand","65 Birchwood Lane, Tamahere, Hamilton, 3283
, New Zealand",,,,,,,,,,,,
530,172013,9429040166360,19 Dec 1972,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco172013,172013,,"Rosemont Road, Waihi
, New Zealand","-
, New Zealand",,,,,,,,,,,,
531,3063925,9429031419628,16 Aug 2010,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco3063925,3063925,,"7th Floor, Southern Cross Building, 59 High Street, Auckland, 1010
, New Zealand","7th Floor, Southern Cross Building, 59 High Street, Auckland, 1010
, New Zealand",,,,,,,,,,,,
532,93130,9429040497563,26 Nov 1974,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco93130,93130,,"C/o Official Assignee, 2nd Floor Lorne Towers, 10-14 Lorne St, Auckland 1
, New Zealand",,,,,,,,,,,,,
533,1624678,9429034815045,21 Apr 2005,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1624678,1624678,,"130a Felton Matthew Avenue, St Johns, Auckland, 1072
, New Zealand","130a Felton Matthew Avenue, St Johns, Auckland, 1072
, New Zealand",,,,,,,,,,,,
534,1255615,9429036247158,18 Nov 2002,Removed,NZ Limited Company,No,No,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1255615,1255615,,"13 Fairfield Lane, East Tamaki Heights, Auckland, 2016
, New Zealand","13 Fairfield Lane, East Tamaki Heights, Auckland, 2016
, New Zealand",,,,,,,,,,,,
535,165698,9429040206257,21 Mar 1980,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco165698,165698,,"C/- Ernst & Young, Chartered Accountants, Cnr Marine Parade & Vautier Str, Napier
, New Zealand","-
, New Zealand",,,,,,,,,,,,
536,1276880,9429036123537,21 Feb 2003,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1276880,1276880,,"Richards Woodhouse, 105 Trafalgar Street, Nelson, Nelson, 7010
, New Zealand","105 Trafalgar Street, Nelson, Nelson, 7010
, New Zealand",,,,,,,,,,,,
537,1138739,9429036899098,24 May 2001,Removed,NZ Limited Company,Yes,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1138739,1138739,,"70a Sycamore Drive, Sunnynook, Auckland, 0620
, New Zealand","70a Sycamore Drive, Sunnynook, Auckland, 0620
, New Zealand",,,,,,,,,,,,
538,2442240,9429031607575,25 Mar 2010,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco2442240,2442240,,"5/48,merton Street, Trentham, Upper Hutt, Wellington
, New Zealand","5/48,merton Street, Trentham, Upper Hutt, Wellington
, New Zealand",,,,,,,,,,,,
539,2439734,9429031614580,23 Apr 2010,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco2439734,2439734,,"143 St Vincent Street, Nelson
, New Zealand","143 St Vincent Street, Nelson
, New Zealand",,,,,,,,,,,,
540,123016,9429031984034,22 Mar 1949,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco123016,123016,,"388 - 390 Blenheim Road, Christchurch
, New Zealand",,,,,,,,,,,,,
541,3044668,9429031439084,04 Aug 2010,Removed,NZ Limited Company,No,Not specified,Showing 2 of 4 directors,httpsapp.companiesoffice.govt.nzco3044668,3044668,,"7th Floor, Southern Cross Building, 59 High Street, Auckland, 1010
, New Zealand","7th Floor, Southern Cross Building, 59 High Street, Auckland, 1010
, New Zealand",,,,,,,,,,,,
542,2173796,9429032555318,25 Sep 2008,Removed,NZ Limited Company,No,Not specified,Showing 2 of 4 directors,httpsapp.companiesoffice.govt.nzco2173796,2173796,,"15 Crosbie Road, Pukekohe, Auckland
, New Zealand","15 Crosbie Road, Pukekohe, Auckland
, New Zealand",,,,,,,,,,,,
543,2391778,9429031692847,25 Jan 2010,Removed,NZ Limited Company,Yes,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco2391778,2391778,,"P K F Goldsmith Fox, Level 1, 100 Moorhouse Avenue, Christchurch, 8011
, New Zealand","P K F Goldsmith Fox, Level 1, 100 Moorhouse Avenue, Christchurch, 8011
, New Zealand",,,,,,,,,,,,
544,3769897,9429030719156,13 Apr 2012,Removed,NZ Limited Company,No,No,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco3769897,3769897,,"BDO, Auckland, Level 4, 4 Graham Street, Auckland Central, Auckland, 1010
, New Zealand","BDO, Auckland, Level 4, 4 Graham Street, Auckland Central, Auckland, 1010
, New Zealand",,,,,,,,,,,,
545,165483,9429040206721,21 Mar 1979,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco165483,165483,,"Official Assignees Office, 26-28 Bower Street, Napier
, New Zealand","-
, New Zealand",,,,,,,,,,,,
546,4406778,9429030259171,18 Apr 2013,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco4406778,4406778,,"Admin & Accounting Solutions Ltd, 6 Mansels Road, Greerton, Tauranga, 3112
, New Zealand","Admin & Accounting Solutions Ltd, 6 Mansels Road, Greerton, Tauranga, 3112
, New Zealand",,,,,,,,,,,,
547,1825760,9429034073056,06 Jun 2006,Removed,NZ Limited Company,Yes,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1825760,1825760,,"Business & Tax Centre, 19 Pembroke Street, Hamilton Lake, Hamilton, 3204
, New Zealand","Business & Tax Centre, 19 Pembroke Street, Hamilton Lake, Hamilton, 3204
, New Zealand",,,,,,,,,,,,
548,1255888,9429036246427,21 Nov 2002,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1255888,1255888,,"67,welligton St, Hamilton
, New Zealand","No 67, Wellington St, Hamilton
, New Zealand",,,,,,,,,,,,
549,2427479,9429031637510,03 Mar 2010,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco2427479,2427479,,"111/3, Morningside Drive, Kingsland,, Auckland 1025
, New Zealand","111/3, Morningside Drive, Kingsland,, Auckland 1025
, New Zealand",,,,,,,,,,,,
550,5918467,9429042246619,18 Mar 2016,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco5918467,5918467,,"14 Stubbs Place, Fairview Heights, Auckland, 0632
, New Zealand","14 Stubbs Place, Fairview Heights, Auckland, 0632
, New Zealand",,,,,,,,,,,,
551,964663,9429037557805,10 Jun 1999,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco964663,964663,,"C/- Official Assignee, Second Floor, Asb Building, 500 Victoria Street, Hamilton
, New Zealand","C/- Official Assignee, Second Floor, Asb Building, 500 Victoria Street, Hamilton
, New Zealand",,,,,,,,,,,,
552,1978,9429040971667,27 Feb 1929,Removed,NZ Limited Company,No,Not specified,Showing 2 of 4 directors,httpsapp.companiesoffice.govt.nzco1978,1978,,"34-42 Seaview Road, Lower Hutt
, New Zealand",,,,,,,,,,,,,
553,1267179,9429036181155,13 Jan 2003,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1267179,1267179,,"Charter Financial Services, 3rd Floor, Amp Chambers, Featherston St, Wellington
, New Zealand","Charter Financial Services, 3rd Floor, Amp Chambers, Featherston St, Wellington
, New Zealand",,,,,,,,,,,,
554,3741275,9429030767126,09 Mar 2012,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco3741275,3741275,,"5 Bittern Place, Henderson, Auckland, 0610
, New Zealand","Suite 111, 430 Queen Street, Auckland Central, Auckland, 1010
, New Zealand",,,,,,,,,,,,
555,4462778,9429030203495,28 May 2013,Removed,NZ Limited Company,No,No,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco4462778,4462778,,"81 Clifford Road, Johnsonville, Wellington, 6037
, New Zealand","81 Clifford Road, Johnsonville, Wellington, 6037
, New Zealand",,,,,,,,,,,,
556,4653459,9429030057982,18 Sep 2013,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco4653459,4653459,,"Flat 6, 95 Randwick Road, Moera, Lower Hutt, 5010
, New Zealand","Flat 6, 95 Randwick Road, Moera, Lower Hutt, 5010
, New Zealand",,,,,,,,,,,,
557,941545,9429037684525,19 Jan 1999,Removed,NZ Limited Company,Yes,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco941545,941545,,"C/- Dent Robertson, 301 East Queen Street, Hastings
, New Zealand","C/- Dent Robertson, 301 East Queen Street, Hastings
, New Zealand",,,,,,,,,,,,
558,1177883,9429036685479,03 Jan 2002,Removed,Overseas NonASIC Company,No,,Showing 2 of 4 directors,httpsapp.companiesoffice.govt.nzco1177883,1177883,,,,,Japan,"302 Queens Drive, Lyall Bay, Wellington, New Zealand
,","Care OF, 302 Queens Drive, Lyall Bay, Wellington
, New Zealand",,,,,,,,
559,5734711,9429041818169,26 Jun 2015,Removed,NZ Limited Company,Yes,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco5734711,5734711,,"858 Maungakawa Road, Cambridge, 3496
, New Zealand","858 Maungakawa Road, Cambridge, 3496
, New Zealand",,,,,,,,,,,,
560,1119753,9429036988051,28 Feb 2001,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1119753,1119753,,"283 Lincoln Road, Addington, Christchurch
, New Zealand","283 Lincoln Road, Addington, Christchurch
, New Zealand",,,,,,,,,,,,
561,1884408,9429033756462,10 Nov 2006,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1884408,1884408,,"Flat 3, 21 The Mall, Mount Maunganui, Mount Maunganui, 3116
, New Zealand","Flat 3, 21 The Mall, Mount Maunganui, Mount Maunganui, 3116
, New Zealand",,,,,,,,,,,,
562,102447,9429040423890,17 Feb 1978,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco102447,102447,,"Level 1, North City Centre, 129-155 Hurstmere Road, Takapuna
, New Zealand",,,,,,,,,,,,,
563,1113194,9429037023003,25 Jan 2001,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1113194,1113194,,"Pricewaterhousecoopers, Level 8, 188 Quay Street, Auckland
, New Zealand","Pricewaterhousecoopers, Level 8, 188 Quay Street, Auckland
, New Zealand",,,,,,,,,,,,
564,1052406,9429037184254,03 Aug 2000,Removed,NZ Limited Company,Yes,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1052406,1052406,,"34 Ocean Road, Paraparaumu Beach
, New Zealand","34 Ocean Road, Paraparaumu Beach
, New Zealand",,,,,,,,,,,,
565,4028918,9429030501447,24 Sep 2012,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco4028918,4028918,,"Cnr Paerata Road Heights Road, Pukekohe, 2747
, New Zealand","Cnr Paerata Road Heights Road, Pukekohe, 2747
, New Zealand",,,,,,,,,,,,
566,8082274,9429048526555,17 Aug 2020,Removed,NZ Limited Company,No,No,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco8082274,8082274,,"15 Lundie Road, Rd 13, Pleasant Point, 7983
, New Zealand","15 Lundie Road, Rd 13, Pleasant Point, 7983
, New Zealand",,,,,,,,,,,,
567,48334,9429040731742,22 Aug 1950,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco48334,48334,,"1st Floor, 3 Broadway, Newmarket, Auckland
, New Zealand",,,,,,,,,,,,,
568,35371,9429040802725,30 Mar 1979,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco35371,35371,,"M.d. & Y.j.fitzgerald, 9 Littleton Avenue, Forrest Hill, Auckland
, New Zealand",,,,,,,,,,,,,
569,6310789,9429046217288,28 Jun 2017,Removed,Overseas ASIC Company,Not required,,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco6310789,6310789,,,,March,Australia,"Raine Gu, 107 Westney Road, Mangere, Auckland, 2022
, New Zealand","David ZHAO,",608123075,,,,,,,
570,82328,9429040572956,01 Sep 1971,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco82328,82328,,"Textile House, 29 Union St, Auckland 1
, New Zealand","Textile House, 29 Union St, Auckland 1
, New Zealand",,,,,,,,,,,,
571,27592,9429040860077,19 Apr 1973,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco27592,27592,,"C/o D A Dale, Dic Bldg, Lambton Quay, Wellington
, New Zealand",,,,,,,,,,,,,
572,134517,9429031864404,31 May 1973,Removed,NZ Limited Company,No,Not specified,Showing 2 of 5 directors,httpsapp.companiesoffice.govt.nzco134517,134517,,"5 Tern Place, Palmerston North
, New Zealand","5 Tern Place, Palmerston North
, New Zealand",,,,,,,,,,,,
573,140770,9429040342207,16 Dec 1980,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco140770,140770,,"189 Papanui Rd, Shop 8, Merivale Mall, Christchurch
, New Zealand",,,,,,,,,,,,,
574,8377542,9429050596034,24 May 2022,Removed,NZ Limited Company,Yes,No,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco8377542,8377542,,"580 Hundred Line Road East, Winton, 9783
, New Zealand","580 Hundred Line Road East, Winton, 9783
, New Zealand",,,,,,,,,,,,
575,159719,9429040241425,28 Aug 1952,Removed,NZ Limited Company,Yes,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco159719,159719,,"Heron & Co (wairoa) Ltd, Chartered Accountants, 42 Marine Parade, Wairoa
, New Zealand","Heron & Co (wairoa) Ltd, Chartered Accountants, 42 Marine Parade, Wairoa
, New Zealand",,,,,,,,,,,,
576,896673,9429037902957,24 Mar 1998,Removed,NZ Limited Company,Yes,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco896673,896673,,"144 Sunset Road, Glenfield, Auckland
, New Zealand","144 Sunset Road, Glenfield, Auckland
, New Zealand",,,,,,,,,,,,
