,Company number:,NZBN:,Incorporation Date:,Company Status:,Entity type:,Constitution filed:,Ultimate holding company,Directors,Company record link:,company_id,address.Registered office address,address.Registered Office,address.Address for service,FRA Reporting Month:,Receiver:,Organisation:,Phone:,Email:,Appointed:,Brief description of propertyin receivership:,Reports,Country of Origin:,address.Principal place of business in NZ,address.Address of person authorised to accept service in NZ,ACN Number:
498,1517557,9429035370475,16 Jul 2004,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1517557,1517557,,"C/o Adele M Maraki Chartered Accountant, 81 Mihi Road, Okaihau
, New Zealand","C/o Adele M Maraki Chartered Accountant, 81 Mihi Road, Okaihau
, New Zealand",,,,,,,,,,,,
499,1955401,9429033314358,15 Jun 2007,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1955401,1955401,,"40 Elliott Crescent, Havelock North, Havelock North, 4130
, New Zealand","40 Elliott Crescent, Havelock North, Havelock North, 4130
, New Zealand",,,,,,,,,,,,
500,1896970,9429033681290,15 Jan 2007,Removed,NZ Limited Company,No,Not specified,Showing 2 of 4 directors,httpsapp.companiesoffice.govt.nzco1896970,1896970,,"C/-minter Ellison Rudd Watts, Level 17, 125 The Terrace, Wellington
, New Zealand","C/-minter Ellison Rudd Watts, Level 17, 125 The Terrace, Wellington
, New Zealand",,,,,,,,,,,,
501,877843,9429037990091,14 Oct 1997,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco877843,877843,,"257 Stoney Creek Road, Kaukapakapa
, New Zealand","257 Stoney Creek Road, Kaukapakapa
, New Zealand",,,,,,,,,,,,
502,984411,9429037457990,15 Oct 1999,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco984411,984411,,"61 Edinburgh Street, Pukekohe
, New Zealand","61 Edinburgh Street, Pukekohe
, New Zealand",,,,,,,,,,,,
503,1965155,9429033251172,10 Jul 2007,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1965155,1965155,,"C/- C & C Strategic Limited, Level 1, 26 Crummer Road, Grey Lynn, Auckland, 1021
, New Zealand","C/- C & C Strategic Limited, Level 1, 26 Crummer Road, Grey Lynn, Auckland, 1021
, New Zealand",,,,,,,,,,,,
504,103560,9429040410173,27 Jul 1978,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco103560,103560,,"2/61 Banks Road, Mt Wellington, Auckland
, New Zealand",,,,,,,,,,,,,
505,4115740,9429030440272,15 Nov 2012,Removed,NZ Limited Company,No,No,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco4115740,4115740,,"58b Alpha Street, Cambridge, Cambridge, 3434
, New Zealand","58b Alpha Street, Cambridge, Cambridge, 3434
, New Zealand",,,,,,,,,,,,
506,69776,9429040646565,13 Dec 1965,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco69776,69776,,"Mcelroy Dutt & Thomson, Level 2, 161 Manukau Road, Epsom, Auckland
, New Zealand","Mcelroy Dutt & Thomson, Level 2, 161 Manukau Road, Epsom
, New Zealand",,,,,,,,,,,,
507,176448,9429040147598,04 May 1951,Removed,NZ Limited Company,No,No,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco176448,176448,,"J B De Vantier, 63 Rimuvale Street, Pukehangi, Rotorua, 3015
, New Zealand","J B De Vantier, 63 Rimuvale Street, Pukehangi, Rotorua, 3015
, New Zealand",,,,,,,,,,,,
508,230956,9429039982377,10 May 1984,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco230956,230956,,"Level 8, Tower Two, Shortland Centre, 55-65 Shortland Street, Auckland
, New Zealand","Level 8, Tower Two, Shortland Centre, 55-65 Shortland Street, Auckland
, New Zealand",,,,,,,,,,,,
509,64530,9429040671598,16 Apr 1963,Removed,NZ Limited Company,Yes,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco64530,64530,,"Devine Consulting Limited, 9 Hamilton Road, Herne Bay, Auckland
, New Zealand","Devine Consulting Limited, 9 Hamilton Road, Herne Bay, Auckland
, New Zealand",,,,,,,,,,,,
510,3481915,9429031009966,22 Jul 2011,Removed,NZ Limited Company,No,No,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco3481915,3481915,,"168 Lyttelton Street, Spreydon, Christchurch, 8024
, New Zealand","168 Lyttelton Street, Spreydon, Christchurch, 8024
, New Zealand",,,,,,,,,,,,
511,2384985,9429031708401,13 Jan 2010,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco2384985,2384985,,"K & J Consultants 2007 Limited, Leeds Quay, Blenheim
, New Zealand","K & J Consultants 2007 Limited, Leeds Quay, Blenheim
, New Zealand",,,,,,,,,,,,
512,24333,9429040876542,09 Nov 1970,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco24333,24333,,"Main North Highway, Waikanae
, New Zealand",,,,,,,,,,,,,
513,955981,9429037604813,14 May 1999,Removed,NZ Limited Company,Yes,No,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco955981,955981,,"Curtis Mclean Limited, Chartered Accountants, Level 7, 234 Wakefield Street, Wellington
, New Zealand","Curtis Mclean Limited, Chartered Accountants, Level 7, 234 Wakefield Street, Wellington
, New Zealand",,,,,,,,,,,,
514,98300,9429040453989,18 Jun 1976,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco98300,98300,,"47 Massey Street, Kawerau
, New Zealand",,,,,,,,,,,,,
515,365915,9429039537089,04 Nov 1987,Removed,NZ Limited Company,Yes,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco365915,365915,,"72 Access Road, Kumeu
, New Zealand","206 Taupaki Road, R D 2, Henderson, Auckland
, New Zealand",,,,,,,,,,,,
516,110786,9429032146493,18 Mar 1981,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco110786,110786,,"291 Shirley Road, Papatoetoe, Auckland
, New Zealand",,,,,,,,,,,,,
517,1000604,9429037437695,18 Nov 1999,Removed,NZ Limited Company,Yes,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1000604,1000604,,"129 Onewa Road, Northcote, Auckland
, New Zealand","129 Onewa Road, Northcote, Auckland
, New Zealand",,,,,,,,,,,,
518,77685,9429040602035,14 Oct 1969,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco77685,77685,,"5 Heath Ave, Northcote
, New Zealand",,,,,,,,,,,,,
519,1051376,9429037188801,28 Jul 2000,Removed,NZ Limited Company,Yes,Not specified,Showing 2 of 6 directors,httpsapp.companiesoffice.govt.nzco1051376,1051376,,"Quay Accountants Limited, 156 The Strand, Whakatane
, New Zealand","Quay Accountants Limited, 156 The Strand, Whakatane
, New Zealand",,,,,,,,,,,,
520,196253,9429040059259,01 Jul 1976,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco196253,196253,,"334 Fraser St, Tauranga
, New Zealand",,,,,,,,,,,,,
521,4016480,9429030510111,21 Sep 2012,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco4016480,4016480,,"16b Tika Street, Riccarton, Christchurch, 8041
, New Zealand","16b Tika Street, Riccarton, Christchurch, 8041
, New Zealand",,,,,,,,,,,,
522,1800001,9429034182659,06 Apr 2006,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1800001,1800001,,"39 Pandora Road, Pandora, Napier
, New Zealand","39 Pandora Road, Pandora, Napier
, New Zealand",,,,,,,,,,,,
523,179273,9429040140452,17 May 1956,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco179273,179273,,"C/o M/s Cowley & Stanich, 7 Hakanoa Street, Huntly
, New Zealand","7 Hakanoa Street, Huntly
, New Zealand",,,,,,,,,,,,
524,629649,9429038690518,28 Apr 1994,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco629649,629649,,"Coopers & Lybrand, 4th Floor Nm Bldg, Rathbone Street, Whangarei
, New Zealand","Coopers & Lybrand, 4th Floor Nm Bldg, Rathbone Street, Whangarei
, New Zealand",,,,,,,,,,,,
525,65518,9429040667126,06 Nov 1963,Removed,NZ Limited Company,No,No,Showing 2 of 4 directors,httpsapp.companiesoffice.govt.nzco65518,65518,,"Rpl Accountants Ltd, 1st Floor, Vtr House, 24 Manukau Road, Epsom, Auckland
, New Zealand","Rpl Accountants Ltd, 1st Floor, Vtr House, 24 Manukau Road, Epsom, Auckland
, New Zealand",,,,,,,,,,,,
526,1173546,9429036709991,12 Nov 2001,Removed,NZ Limited Company,Yes,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1173546,1173546,,"Unit 4/567 Wairakei Road, Christchurch
, New Zealand","Unit 4/567 Wairakei Road, Christchurch
, New Zealand",,,,,,,,,,,,
527,56029,9429040704111,25 Oct 1957,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco56029,56029,,"5 Joydon Pl, Stanmore Bay, Whangaparaoa
, New Zealand",,,,,,,,,,,,,
528,162238,9429040229348,17 Aug 1966,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco162238,162238,,"C/- Esam Cushing & Co, 120 Karamu Rd, Hastings Box 941
, New Zealand",,,,,,,,,,,,,
529,152041,9429040283753,18 Mar 1966,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco152041,152041,,"C/o Reeder Smith And Co, 51 Eruera Street, Rotorua
, New Zealand","As Per The Registered Office
, New Zealand",,,,,,,,,,,,
530,126117,9429031954945,14 Apr 1960,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco126117,126117,,"Messrs Wilkinson & Wilkinson, 4th Floor Securities House, 221 Gloucester Street, Christchurch
, New Zealand",,,,,,,,,,,,,
531,4301638,9429030341371,19 Feb 2013,Removed,NZ Limited Company,No,No,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco4301638,4301638,,"348 Main Road, Tairua, Tairua, 3508
, New Zealand","348 Main Road, Tairua, Tairua, 3508
, New Zealand",,,,,,,,,,,,
532,1777376,9429034270448,02 Mar 2006,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1777376,1777376,,"Level 2, 3 Margot St, Newmarket, Auckland
, New Zealand","Level 2, 3 Margot St, Newmarket, Auckland
, New Zealand",,,,,,,,,,,,
533,1966788,9429033243177,20 Jul 2007,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1966788,1966788,,"15 Aylmer Street, Somerfield, Christchurch
, New Zealand","15 Aylmer Street, Somerfield, Christchurch
, New Zealand",,,,,,,,,,,,
534,54589,9429040708331,07 Dec 1956,Removed,NZ Limited Company,No,Not specified,Showing 2 of 3 directors,httpsapp.companiesoffice.govt.nzco54589,54589,,"Wayne Dick & Associates, Chartered Accountants, 6a Melrose Street, Newmarket, Auckland
, New Zealand","Wayne Dick & Associates, Chartered Accountants, 6a Melrose Street, Newmarket, Auckland
, New Zealand",,,,,,,,,,,,
535,865824,9429038045530,22 Jul 1997,Removed,NZ Limited Company,Yes,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco865824,865824,,"168 Hibiscus Coast Highway, Orewa, Auckland
, New Zealand","168 Hibiscus Coast Highway, Orewa, Auckland
, New Zealand",,,,,,,,,,,,
536,620665,9429038728396,12 Aug 1994,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco620665,620665,,"19 Waipapa Road, Hataitai, Wellington
, New Zealand","19 Waipapa Road, Hataitai, Wellington
, New Zealand",,,,,,,,,,,,
537,18241,9429040907321,10 Dec 1965,Removed,NZ Limited Company,No,Not specified,Showing 2 of 3 directors,httpsapp.companiesoffice.govt.nzco18241,18241,,"C/o M/s Hosking & Riepen, 80a Queens Drive, Lower Hutt
, New Zealand",,,,,,,,,,,,,
538,29226,9429040847702,29 Mar 1974,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco29226,29226,,"Rear Suite, Level 1, 29 Kings Crescent, Lower Hutt
, New Zealand","Rear Suite, Level 1, 29 Kings Crescent, Lower Hutt
, New Zealand",,,,,,,,,,,,
539,7265976,9429047306974,05 Mar 2019,Removed,NZ Limited Company,Yes,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco7265976,7265976,,"Grant Knuckey, 33 Tiromoana Crescent, Bell Block, New Plymouth, 4312
, New Zealand","Grant Knuckey, 33 Tiromoana Crescent, Bell Block, New Plymouth, 4312
, New Zealand",,,,,,,,,,,,
540,145567,9429040314952,25 Nov 1957,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco145567,145567,,"Polson Higgs & Co, 139 Moray Place, Dunedin
, New Zealand","-
, New Zealand",,,,,,,,,,,,
541,883903,9429037961701,06 Nov 1997,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco883903,883903,,"34 Clonbern Road, Remuera
, New Zealand","34 Clonbern Road, Remuera
, New Zealand",,,,,,,,,,,,
542,7890377,9429047949812,19 Feb 2020,Removed,NZ Limited Company,No,ECLY LIMITED,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco7890377,7890377,,"Penisimani Konifelenisi Iongi, 9 Bellard Place, Mangere East, Auckland, 2024
, New Zealand","Penisimani Konifelenisi Iongi, 9 Bellard Place, Mangere East, Auckland, 2024
, New Zealand",,,,,,,,,,,,
543,6518572,9429046427014,25 Oct 2017,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco6518572,6518572,,"78 Mountain View Road, Rd 1, Queenstown, 9371
, New Zealand","78 Mountain View Road, Rd 1, Queenstown, 9371
, New Zealand",,,,,,,,,,,,
544,83075,9429040568386,14 Dec 1971,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco83075,83075,,"40a Neptune Avenue, Beachhaven
, New Zealand",,,,,,,,,,,,,
545,491668,9429039157355,25 Nov 1986,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco491668,491668,,"484 Great South Road, Greenlane, Auckland
, New Zealand",,,,,,,,,,,,,
546,1100797,9429037083618,07 Nov 2000,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1100797,1100797,,"2/169 Browns Bay Road, Browns Bay, Auckland
, New Zealand","2/169 Browns Bay Road, Browns Bay, Auckland
, New Zealand",,,,,,,,,,,,
547,1134482,9429036923458,24 Apr 2001,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1134482,1134482,,"16 Walter Street, Mangere East, Auckland
, New Zealand","16 Walter Street, Mangere East, Auckland
, New Zealand",,,,,,,,,,,,
548,1189660,9429036618590,13 Feb 2002,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1189660,1189660,,"C/-withers Tsang & Co Ltd, 24-26 Pollen Street, Ponsonby, Auckland
, New Zealand","C/-withers Tsang & Co Ltd, 24-26 Pollen Street, Ponsonby, Auckland
, New Zealand",March,,,,,,,,,,,
549,16799,9429040914664,29 Oct 1964,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco16799,16799,,"18 Liffiton Street, Wanganui
, New Zealand",,,,,,,,,,,,,
550,148410,9429040298924,23 Feb 1972,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco148410,148410,,"C/o Hayward & Bracegirdle, 20 James St, Balclutha
, New Zealand",,,,,,,,,,,,,
551,1668856,9429034637128,27 Jul 2005,Removed,NZ Limited Company,Yes,No,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1668856,1668856,,"2 Crummer Road, Ponsonby, Auckland, 1021
, New Zealand","2 Crummer Road, Ponsonby, Auckland, 1021
, New Zealand",,,,,,,,,,,,
552,560053,9429038937149,02 Oct 1992,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco560053,560053,,"32 Seaview Road, Seaview, Lower Hutt
, New Zealand","32 Seaview Road, Seaview, Lower Hutt
, New Zealand",,,,,,,,,,,,
553,1241814,9429036317431,24 Sep 2002,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1241814,1241814,,"C/-markhams Mri Auckland Limited, Level 10, Q&v Building, 203 Queen Street, Auckland
, New Zealand","C/-markhams Mri Auckland Limited, Level 10, Q&v Building, 203 Queen Street, Auckland
, New Zealand",,,,,,,,,,,,
554,7034033,9429047024755,14 Sep 2018,Removed,NZ Limited Company,No,N COLE LIMITED,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco7034033,7034033,,"34a Leonard Road, Mount Wellington, Auckland, 1060
, New Zealand","34a Leonard Road, Mount Wellington, Auckland, 1060
, New Zealand",,,,,,,,,,,,
555,75537,9429040616551,08 Nov 1968,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco75537,75537,,"Fergusson Building, 295 Queen St, Auckland
, New Zealand",,,,,,,,,,,,,
556,1047326,9429037203122,04 Aug 2000,Removed,NZ Limited Company,Yes,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1047326,1047326,,"PM Scott, 22a Paihia Road, Paihia, 0200
, New Zealand","PM Scott, 22a Paihia Road, Paihia, 0200
, New Zealand",,,,,,,,,,,,
557,1821097,9429034097878,25 May 2006,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1821097,1821097,,"19 Tenbless Court, The Palms, Albany
, New Zealand","19 Tenbless Court, The Palms, Albany
, New Zealand",,,,,,,,,,,,
558,31323,9429040833897,21 Aug 1975,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco31323,31323,,"C/o Jackson Manders & Gambitsis, 80a Queens Drive, Lower Hutt
, New Zealand",,,,,,,,,,,,,
559,1193486,9429036597505,21 Mar 2002,Removed,NZ Limited Company,Yes,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1193486,1193486,,"Walker Davey Limited, 92 Russley Road, Russley, Christchurch, 8042
, New Zealand","92 Russley Road, Russley, Christchurch, 8042
, New Zealand",,,,,,,,,,,,
560,671731,9429038499692,22 Mar 1995,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco671731,671731,,"1/64 Kaipatiki Road, Glenfield, Auckland
, New Zealand","1/64 Kaipatiki Road, Glenfield, Auckland
, New Zealand",,,,,,,,,,,,
561,275248,9429039838094,12 Aug 1985,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco275248,275248,,"Level 3, Landsborough House, 287 Durham St, Christchurch
, New Zealand","Taurus Accounting Solutions Limited, 287 Durham Street, Christchurch
, New Zealand",,,,,,,,,,,,
562,126331,9429031953863,29 Sep 1960,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco126331,126331,,"C/o Macdougall Joyce & Ballie, 53-55 Sophia St, Timaru
, New Zealand",,,,,,,,,,,,,
563,824519,9429038245770,28 Aug 1996,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco824519,824519,,"56 Paihia Road, Onehunga
, New Zealand","56 Paihia Road, Onehunga
, New Zealand",,,,,,,,,,,,
564,5675467,9429041701676,13 Apr 2015,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco5675467,5675467,,"CONTINUOUS ACCOUNTING LTD, 199 Burnett Street, Ashburton, Ashburton, 7700
, New Zealand","CONTINUOUS ACCOUNTING LTD, 199 Burnett Street, Ashburton, Ashburton, 7700
, New Zealand",,,,,,,,,,,,
565,940672,9429037688325,11 Jan 1999,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco940672,940672,,"Bowden Williams & Assoc Ltd, Lvl 2, 3 Margot St, Newmarket, Auckland
, New Zealand","Bowden Williams & Assoc Ltd, Lvl 2, 3 Margot St, Newmarket, Auckland
, New Zealand",,,,,,,,,,,,
566,55256,9429040704982,30 May 1957,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco55256,55256,,"157 Great South Rd, Manurewa, Auckland
, New Zealand",,,,,,,,,,,,,
567,1047492,9429037202637,06 Jul 2000,Removed,NZ Limited Company,Yes,Not specified,Showing 2 of 3 directors,httpsapp.companiesoffice.govt.nzco1047492,1047492,,"Tompkins Wake, Westpactrust House, 430 Victoria Street, Hamilton
, New Zealand","Tompkins Wake, Westpactrust House, 430 Victoria Street, Hamilton
, New Zealand",,,,,,,,,,,,
568,79882,9429040589343,17 Aug 1970,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco79882,79882,,"6 Pax St, Forrest Hill
, New Zealand",,,,,,,,,,,,,
569,3221006,9429031276672,14 Dec 2010,Removed,NZ Limited Company,Yes,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco3221006,3221006,,"10 Berwick Street, Flaxmere, Hastings, 4120
, New Zealand","10 Berwick Street, Flaxmere, Hastings, 4120
, New Zealand",,,,,,,,,,,,
570,839392,9429038176678,05 Feb 1997,Removed,NZ Limited Company,Yes,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco839392,839392,,"74 Kaimanawa Street, Taupo, 3330
, New Zealand","74 Kaimanawa Street, Taupo, 3330
, New Zealand",,,,,,,,,,,,
571,6506094,9429046416629,18 Oct 2017,Removed,NZ Limited Company,No,No,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco6506094,6506094,,"21b Mauranui Avenue, Epsom, Auckland, 1051
, New Zealand","21b Mauranui Avenue, Epsom, Auckland, 1051
, New Zealand",,,,,,,,,,,,
572,5856,9429040959375,15 Sep 1948,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco5856,5856,,"15 Mysore Street, Khandallah, Wellington, 6035
, New Zealand","15 Mysore Street, Khandallah, Wellington, 6035
, New Zealand",,,,,,,,,,,,
573,195323,9429040069333,23 Jun 1975,Removed,NZ Limited Company,No,No,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco195323,195323,,"Neal Taylor, 27 Gails Drive, Rd 2, Auckland, 0792
, New Zealand","Neal Taylor, 27 Gails Drive, Rd 2, Auckland, 0792
, New Zealand",,,,,,,,,,,,
574,50901,9429040720470,09 Dec 1953,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco50901,50901,,"Anderson Kendall Limited, 2nd Floor, N Z I Building, 507 Lake Road, Takapuna, Auckland
, New Zealand","Anderson Kendall Limited, 2nd Floor, N Z I Building, 507 Lake Road, Takapuna, Auckland
, New Zealand",,,,,,,,,,,,
575,911921,9429037826932,06 Jul 1998,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco911921,911921,,"Toby Kingston Chartered Accountant, 165 Mokoia Rd, Birkenhead, North Shore
, New Zealand","Toby Kingston Chartered Accountant, 165 Mokoia Rd, Birkenhead, North Shore
, New Zealand",,,,,,,,,,,,
576,1827214,9429034066409,30 Jun 2006,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1827214,1827214,,"C/-plus Chartered Accountants Ltd, 134 Bank Street, Whangarei, 0110
, New Zealand","C/-plus Chartered Accountants Ltd, 134 Bank Street, Whangarei, 0110
, New Zealand",,,,,,,,,,,,
577,579859,9429038875281,17 Jun 1993,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco579859,579859,,"4/17 Oriental Terrace, Wellington
, New Zealand","4/17 Oriental Terrace, Wellington
, New Zealand",,,,,,,,,,,,
578,1693116,9429034548370,16 Sep 2005,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1693116,1693116,,"41 Ruawai Road, Mt. Wellington, Auckland
, New Zealand","41 Ruawai Road, Mt. Wellington, Auckland
, New Zealand",,,,,,,,,,,,
579,5528307,9429041533185,09 Dec 2014,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco5528307,5528307,,"SPIRE CHARTERED ACCOUNTANTS LIMITED-KERIKERI, 108 Kerikeri Road, Kerikeri, 0230
, New Zealand","SPIRE CHARTERED ACCOUNTANTS LIMITED-KERIKERI, 108 Kerikeri Road, Kerikeri, 0230
, New Zealand",,,,,,,,,,,,
580,964718,9429037558222,01 Jul 1999,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco964718,964718,,"234a Orakei Road, Remuera, Auckland
, New Zealand","234a Orakei Road, Remuera, Auckland
, New Zealand",,,,,,,,,,,,
581,154885,9429040268422,12 Dec 1949,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco154885,154885,,"Messrs Price Waterhouse, Chartered Accountants, 139 Moray Place, Dunedin
, New Zealand","-
, New Zealand",,,,,,,,,,,,
582,8183586,9429049285437,12 May 2021,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco8183586,8183586,,"4 Kowhai Street, Naenae, Lower Hutt, 5011
, New Zealand","4 Kowhai Street, Naenae, Lower Hutt, 5011
, New Zealand",,,,,,,,,,,,
583,329201,9429039656384,27 Jan 1987,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco329201,329201,,"C/- Richardson Epplett & Partners, Chartered Accountants, 120e Queen Street, Hastings
, New Zealand","-
, New Zealand",,,,,,,,,,,,
584,195076,9429040071558,12 Mar 1975,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco195076,195076,,"C/o Noble & Lee, Arawa St Box 76, Matamata
, New Zealand",,,,,,,,,,,,,
585,70902,9429040637686,04 Jul 1966,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco70902,70902,,"280 Maunu Road, Whangarei
, New Zealand",,,,,,,,,,,,,
586,99799,9429040446172,17 Dec 1976,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco99799,99799,,"Wilkinson Wilberfoss, National Mutual Cntr, Shortland St, Auckland 1
, New Zealand",,,,,,,,,,,,,
587,851393,9429038118296,03 Apr 1997,Removed,NZ Limited Company,Yes,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco851393,851393,,"1st Floor, Amp Building, 47 Cathedral Square, Christchurch
, New Zealand","1st Floor, Amp Building, 47 Cathedral Square, Christchurch
, New Zealand",,,,,,,,,,,,
