,Company number:,NZBN:,Incorporation Date:,Company Status:,Entity type:,Constitution filed:,Ultimate holding company,Directors,Company record link:,company_id,address.Registered office address,address.Registered Office,address.Address for service,FRA Reporting Month:,Country of Origin:,address.Principal place of business in NZ,address.Address of person authorised to accept service in NZ,ACN Number:
522,1879880,9429033784304,30 Oct 2006,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1879880,1879880,,"25 Princess Street, Palmerston North
, New Zealand","25 Princess Street, Palmerston North
, New Zealand",,,,,
523,704647,9429038393174,21 Nov 1995,Removed,NZ Limited Company,No,Not specified,Showing 2 of 4 directors,httpsapp.companiesoffice.govt.nzco704647,704647,,"Mcdonald Vague, Level 5, 80 Greys Avenue, Auckland
, New Zealand","Mcdonald Vague, Level 5, 80 Greys Avenue, Auckland
, New Zealand",,,,,
524,353288,9429039581242,19 Nov 1987,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco353288,353288,,"275 Broadway Avenue, Palmerston North
, New Zealand",,,,,,
525,1871006,9429033836362,03 Oct 2006,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1871006,1871006,,"7 San Jose Rise, Dannemora
, New Zealand","7 San Jose Rise, Dannemora
, New Zealand",,,,,
526,1608495,9429034906552,09 Mar 2005,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1608495,1608495,,"Level 7, 109 Queen Stre, Auckland Central, Auckland, 1010
, New Zealand","Level 7, 109 Queen Stre, Auckland Central, Auckland, 1010
, New Zealand",,,,,
527,3367971,9429031123556,21 Apr 2011,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco3367971,3367971,,"Shop 11 15-19 Florence Ave, Orewa, 0931
, New Zealand","Shop 11 15-19 Florence Ave, Orewa, 0931
, New Zealand",,,,,
528,2492048,9429031530903,17 May 2010,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco2492048,2492048,,"16 Piermark Drive, Albany, Auckland, 0632
, New Zealand","16 Piermark Drive, Albany, Auckland, 0632
, New Zealand",,,,,
529,2145079,9429032686180,20 Jun 2008,Removed,NZ Limited Company,Yes,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco2145079,2145079,,"10 Michael Bosher Way, Flat Bush, Auckland, 2019
, New Zealand","10 Michael Bosher Way, Flat Bush, Auckland, 2019
, New Zealand",,,,,
530,664209,9429038533594,24 Jan 1995,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco664209,664209,,"Wood Walton Chartered Accountants Ltd, 55 Eighth Avenue, Tauranga
, New Zealand","Wood Walton Chartered Accountants Ltd, 55 Eighth Avenue, Tauranga
, New Zealand",,,,,
531,3530072,9429030966598,30 Aug 2011,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco3530072,3530072,,"58 Anchorage Drive, Karaka, Papakura, 2113
, New Zealand","15a Marconi Place, New Windsor, Auckland, 0600
, New Zealand",,,,,
532,1685755,9429034574935,07 Sep 2005,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1685755,1685755,,"Shephard Dunphy, Level 2, 82 Willis Street, Wellington
, New Zealand","Shephard Dunphy, Level 2, 82 Willis Street, Wellington
, New Zealand",,,,,
533,1427359,9429035705680,20 Oct 2003,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1427359,1427359,,"18 Brookwood Drive, Henderson, Auckland
, New Zealand","18 Brookwood Drive, Henderson, Auckland
, New Zealand",,,,,
534,1656856,9429034674246,30 Jun 2005,Removed,NZ Limited Company,No,No,Showing 2 of 3 directors,httpsapp.companiesoffice.govt.nzco1656856,1656856,,"Haven Accounting Services Limited, 509a Rosebank Road, Avondale, Auckland, 1026
, New Zealand","Haven Accounting Services Limited, 509a Rosebank Road, Avondale, Auckland, 1026
, New Zealand",,,,,
535,1641049,9429034735176,01 Jun 2005,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1641049,1641049,,"22 Prosser Steet, Porirua, Wellington, 5022
, New Zealand","22 Prosser Steet, Porirua, Wellington, 5022
, New Zealand",,,,,
536,3914542,9429030592827,25 Jul 2012,Removed,NZ Limited Company,No,CROSSWARE LIMITED,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco3914542,3914542,,"BDO Auckland, Level 8, 120 Albert Street, Auckland Central, Auckland, 1010
, New Zealand","BDO Auckland, Level 8, 120 Albert Street, Auckland Central, Auckland, 1010
, New Zealand",,,,,
537,2194853,9429032458299,03 Dec 2008,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco2194853,2194853,,"5 Colensoplace, Mission Bay
, New Zealand","5 Colenso Place, Mission Bay
, New Zealand",,,,,
538,1981872,9429033153902,18 Sep 2007,Removed,NZ Limited Company,No,No,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1981872,1981872,,"97 Redoubt Road, Goodwood Heights, Auckland, 2105
, New Zealand","97 Redoubt Road, Goodwood Heights, Auckland, 2105
, New Zealand",,,,,
539,1820685,9429034098233,26 May 2006,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1820685,1820685,,"95 Onslow Street, Kawerau
, New Zealand","95 Onslow Street, Kawerau
, New Zealand",,,,,
540,76594,9429040609812,14 May 1969,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco76594,76594,,"141a The Mall, Onehunga, Auckland 6
, New Zealand",,,,,,
541,4920739,9429041076200,29 Jan 2014,Removed,Overseas NonASIC Company,Yes,,Showing 2 of 5 directors,httpsapp.companiesoffice.govt.nzco4920739,4920739,,,,December,United States of America the,"Unit 4, 324 West Coast Rd. Glen Eden, Auckland, 0602
, New Zealand","Filerano LAMAJAN, Unit 4/24 West Coast Rd. Glen Eden, Auckland, 0602
, New Zealand",
542,1703966,9429034511640,29 Sep 2005,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1703966,1703966,,"Apt Pa, 238 Karangahape Road, Newton, Auckland
, New Zealand","Apt Pa, 238 Karangahape Road, Newton, Auckland
, New Zealand",,,,,
543,2389774,9429031696579,18 Jan 2010,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco2389774,2389774,,"22 Notley Street, Westmere, Auckland, 1022
, New Zealand","22 Notley Street, Westmere, Auckland, 1022
, New Zealand",,,,,
544,2077437,9429032973976,23 Jan 2008,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco2077437,2077437,,"Level 4, 143 Nelson Street, Auckland, 1010
, New Zealand","Level 4, 143 Nelson Street, Auckland, 1010
, New Zealand",June,,,,
545,1801439,9429034176177,13 Apr 2006,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1801439,1801439,,"C/-paul Jackson & Associates Ltd, Chartered Accountants, Level 2, 3, Margot Str, Newmarket, Auckland
, New Zealand","C/-paul Jackson & Associates Ltd, Chartered Accountants, Level 2, 3, Margot Str, Newmarket, Auckland
, New Zealand",,,,,
546,1963590,9429033258935,04 Jul 2007,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1963590,1963590,,"130 New North Road, Auckland
, New Zealand","130 New North Road, Auckland
, New Zealand",,,,,
547,7123339,9429047137950,15 Nov 2018,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco7123339,7123339,,"Flat 4, 15 Campbell Road, Royal Oak, Auckland, 1061
, New Zealand","Flat 4, 15 Campbell Road, Royal Oak, Auckland, 1061
, New Zealand",,,,,
548,1624441,9429034816387,03 May 2005,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1624441,1624441,,"C/o Nsa, Level 5, 345 Queen Street, Auckland
, New Zealand","C/o Nsa, Level 5, 345 Queen Street, Auckland
, New Zealand",,,,,
549,1970400,9429033219608,27 Jul 2007,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1970400,1970400,,"1/1491 Great North Road, Waterview, Auckland, 1026
, New Zealand","1/1491 Great North Road, Waterview, Auckland, 1026
, New Zealand",,,,,
550,174696,9429040150864,26 Aug 1940,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco174696,174696,,"Kpmg Peat Marwick,, Level 6, Kpmg Peat Marwick Centre,, 9 Princes Street,, Auckland.
, New Zealand",,,,,,
551,2509078,9429031505611,15 Jun 2010,Removed,NZ Limited Company,Yes,No,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco2509078,2509078,,"Chapmans Chartered Accountants Limited, Level 1, Westgate Chambers, Main Street, Westgate Centre, Waitakere City, 0614
, New Zealand","Chapmans Chartered Accountants Limited, Level 1, Westgate Chambers, Main Street, Westgate Centre, Waitakere City, 0614
, New Zealand",,,,,
552,687391,9429038447136,04 Aug 1995,Removed,NZ Limited Company,Yes,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco687391,687391,,"12 San Rafael Place, Christchurch
, New Zealand","12 San Rafael Place, Christchurch
, New Zealand",,,,,
553,6113967,9429043340767,23 Sep 2016,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco6113967,6113967,,"Carl Everest, 23 Haigh Access Road, Rd 4, Albany, 0794
, New Zealand","Carl Everest, 23 Haigh Access Road, Rd 4, Albany, 0794
, New Zealand",,,,,
554,4368218,9429030297869,21 Mar 2013,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco4368218,4368218,,"24 Finlayson Ave, Clendon Park, Auckland, 2103
, New Zealand","24 Finlayson Ave, Clendon Park, Auckland, 2103
, New Zealand",,,,,
555,2510591,9429031503587,04 Jun 2010,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco2510591,2510591,,"Ingham Mora Limited, First Floor, 9 Prince Avenue, Mount Maunganui
, New Zealand","Ingham Mora, First Floor, 9 Prince Avenue, Mount Maunganui
, New Zealand",,,,,
556,1104625,9429037063474,29 Nov 2000,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1104625,1104625,,"Moore Markhams Auckland, Floor 1, 103 Carlton Gore Road, Newmarket, Auckland, 1023
, New Zealand","Moore Markhams Auckland, Floor 1, 103 Carlton Gore Road, Newmarket, Auckland, 1023
, New Zealand",,,,,
557,6066927,9429042501091,22 Aug 2016,Removed,NZ Limited Company,Yes,No,Showing 2 of 7 directors,httpsapp.companiesoffice.govt.nzco6066927,6066927,,"Level 1, 547 Te Atatu Road, Te Atatu Peninsula, Auckland, 0610
, New Zealand","Level 1, 547 Te Atatu Road, Te Atatu Peninsula, Auckland, 0610
, New Zealand",,,,,
558,2134590,9429032730548,03 Jun 2008,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco2134590,2134590,,"16 Ryan Plave, Manukau
, New Zealand","88 Ranfurly Road, Alfriston
, New Zealand",,,,,
559,846327,9429038141959,11 Mar 1997,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco846327,846327,,"63 Edendale Road, Howick, Auckland
, New Zealand","63 Edendale Road, Howick, Auckland
, New Zealand",,,,,
560,1708918,9429034496152,11 Oct 2005,Removed,NZ Limited Company,No,No,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1708918,1708918,,"268 St Heliers Bay Road, St Heliers, Auckland, 1071
, New Zealand","268 St Heliers Bay Road, St Heliers, Auckland, 1071
, New Zealand",,,,,
561,1646941,9429034706367,22 Jun 2005,Removed,NZ Limited Company,Yes,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1646941,1646941,,"953 New North Road, Mount Albert, Auckland, 1025
, New Zealand","953 New North Road, Mount Albert, Auckland, 1025
, New Zealand",,,,,
562,4578559,9429030112698,05 Aug 2013,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco4578559,4578559,,"2 Oliver Road, Eastern Beach, Auckland, 2012
, New Zealand","2 Oliver Road, Eastern Beach, Auckland, 2012
, New Zealand",,,,,
563,1914752,9429033569901,26 Feb 2007,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1914752,1914752,,"24b High Street West, Waitara, Waitara, 4320
, New Zealand","24b High Street West, Waitara, Waitara, 4320
, New Zealand",,,,,
564,986356,9429037446529,27 Oct 1999,Removed,NZ Limited Company,Yes,No,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco986356,986356,,"77 Tramway Road, Kirwee, Christchurch, 7543
, New Zealand","77 Tramway Road, Kirwee, Christchurch, 7543
, New Zealand",,,,,
565,577412,9429038884153,22 Feb 1993,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco577412,577412,,"10 Bridge Ave, Te Atatu South, Auckland
, New Zealand","10 Bridge Ave, Te Atatu South, Auckland
, New Zealand",,,,,
566,1104626,9429037063535,29 Nov 2000,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1104626,1104626,,"C/- Hargrave Munn Teague Limited, Level 3, 17 Albert Street, Auckland.
, New Zealand","C/- Hargrave Munn Teague Limited, Level 3, 17 Albert Street, Auckland.
, New Zealand",March,,,,
567,6069294,9429042501060,22 Aug 2016,Removed,NZ Limited Company,No,No,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco6069294,6069294,,"Level 2, 88 Broadway, Newmarket, Auckland, 1023
, New Zealand","Level 2, 88 Broadway, Newmarket, Auckland, 1023
, New Zealand",,,,,
568,1121136,9429036983148,20 Mar 2001,Removed,NZ Limited Company,Yes,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1121136,1121136,,"C/- Affleck & Dodd Ltd, 65 Centennial Avenue, Alexandra, 9320
, New Zealand","C/- Affleck & Dodd Ltd, 65 Centennial Avenue, Alexandra, 9320
, New Zealand",,,,,
569,1539073,9429035261667,23 Jul 2004,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1539073,1539073,,"15a Lorraine Ave, Owairaka 1003, Auckland
, New Zealand","15a Lorraine Ave, Owairaka 1003, Auckland
, New Zealand",,,,,
570,6414792,9429046327192,01 Sep 2017,Removed,NZ Limited Company,No,No,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco6414792,6414792,,"10 Haast Street, Remuera, Auckland, 1050
, New Zealand","10 Haast Street, Remuera, Auckland, 1050
, New Zealand",,,,,
571,1703115,9429034514887,27 Sep 2005,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1703115,1703115,,"1b, 142 Vincent St, City, Auckland
, New Zealand","1b, 142 Vincent St, City, Auckland
, New Zealand",,,,,
572,5403064,9429041338797,01 Aug 2014,Removed,NZ Limited Company,No,No,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco5403064,5403064,,"2 Chedworth Drive, Glenfield, Auckland, 0629
, New Zealand","2 Chedworth Drive, Glenfield, Auckland, 0629
, New Zealand",,,,,
573,1658854,9429034668696,06 Jul 2005,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1658854,1658854,,"10a,melrose Road, Mt Roskill, Auckland, Nz
, New Zealand","10a,melrose Road, Mt Roskill, Auckland, Nz
, New Zealand",,,,,
574,854536,9429038100871,30 Apr 1997,Removed,NZ Limited Company,Yes,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco854536,854536,,"Level 2, 116 Harris Road, East Tamaki, Auckland
, New Zealand","C/o Bdo Spicers, Level 2, 116 Harris Road, East Tamaki, Auckland
, New Zealand",,,,,
575,5710847,9429041771594,25 May 2015,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco5710847,5710847,,"101 Wairau Road, Wairau Valley, Auckland, 0627
, New Zealand","101 Wairau Road, Wairau Valley, Auckland, 0627
, New Zealand",,,,,
576,1337662,9429035912170,30 Jun 2003,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1337662,1337662,,"41 Kiwi St, Blackpool, Waiheke Island, Auckland
, New Zealand","41 Kiwi St, Blackpool, Waiheke Island, Auckland
, New Zealand",,,,,
577,6774194,9429046671226,28 Mar 2018,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco6774194,6774194,,"Mr Singh Hang, 297 Halswell Junction Road, Halswell, Christchurch, 8025
, New Zealand","Mr Singh Hang, 297 Halswell Junction Road, Halswell, Christchurch, 8025
, New Zealand",,,,,
578,616516,9429038744259,23 Dec 1993,Removed,NZ Limited Company,No,No,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco616516,616516,,"256 St Aubyn Street, New Plymouth, 4310
, New Zealand","256 St Aubyn Street, New Plymouth, 4310
, New Zealand",,,,,
579,2303462,9429032015188,26 Aug 2009,Removed,NZ Limited Company,No,No,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco2303462,2303462,,"Flat 1, 12 Norman Road, Hauraki, Auckland, 0622
, New Zealand","Flat 1, 12 Norman Road, Hauraki, Auckland, 0622
, New Zealand",,,,,
580,6804413,9429046719157,13 Apr 2018,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco6804413,6804413,,"c/- JW Chartered Accountants Limited, 36 Cameron Road, Tauranga, Tauranga, 3110
, New Zealand","c/- JW Chartered Accountants Limited, 36 Cameron Road, Tauranga, Tauranga, 3110
, New Zealand",,,,,
581,8149641,9429048890717,23 Dec 2020,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco8149641,8149641,,"Floor 12, 300 Queen Street, Auckland Central, Auckland, 1010
, New Zealand","335b Glenfield Road, Glenfield, Auckland, 0629
, New Zealand",,,,,
582,1448761,9429035662082,14 Nov 2003,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1448761,1448761,,"C/o Level 5, 64 Khyber Pass, Auckland, 1023
, New Zealand","C/o Level 5, 64 Khyber Pass, Auckland, 1023
, New Zealand",,,,,
583,1646979,9429034706749,15 Jun 2005,Removed,NZ Limited Company,Yes,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1646979,1646979,,"26 Mayall Avenue, Beach Haven, Auckland, 0626
, New Zealand","26 Mayall Avenue, Beach Haven, Auckland, 0626
, New Zealand",,,,,
584,1054791,9429037176822,18 Aug 2000,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1054791,1054791,,"Unit 6, 165 Chester St East, Christchurch
, New Zealand","21a Pinehurst Crescent, Russley
, New Zealand",,,,,
585,1631309,9429034780268,04 May 2005,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1631309,1631309,,"27b New Windsor Rd, Blockhouse Bay, Auckland
, New Zealand","27b New Windsor Rd, Blockhouse Bay, Auckland
, New Zealand",,,,,
586,1786418,9429034244111,29 Mar 2006,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1786418,1786418,,"At The Offices Of Sweeney Vesty Limited, Level 14, Majestic Centre, 100 Willis Street, Wellington
, New Zealand","At The Offices Of Sweeney Vesty Limited, Level 14, Majestic Centre, 100 Willis Street, Wellington
, New Zealand",,,,,
587,1284688,9429036075805,18 Mar 2003,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1284688,1284688,,"13 Maugham Drive, Bucklands Bch, Auckland
, New Zealand","13 Maugham Drive, Bucklands Bch, Auckland
, New Zealand",,,,,
588,523049,9429039058614,27 Sep 1991,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco523049,523049,,"Official Assignee, Second Floor A S B Building, 500 Victoria Street, Hamilton
, New Zealand",,,,,,
589,1278302,9429036114092,25 Feb 2003,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1278302,1278302,,"2 Ballybay Road, East Tamaki, Auckland
, New Zealand","2 Ballybay Road, East Tamaki, Auckland
, New Zealand",,,,,
590,1258454,9429036230457,22 Nov 2002,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1258454,1258454,,"Unit 4/12 Tironui Road, Takanini
, New Zealand","Unit 4/12 Tironui Street, Takanini, Auckland
, New Zealand",,,,,
591,8186261,9429049313109,12 May 2021,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco8186261,8186261,,"Floor 12, 300 Queen Street, Auckland Central, Auckland, 1010
, New Zealand","Floor 12, 300 Queen Street, Auckland Central, Auckland, 1010
, New Zealand",,,,,
592,3231632,9429031265881,21 Dec 2010,Removed,NZ Limited Company,Yes,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco3231632,3231632,,"Mackay Bailey Limited, 109 Blenheim Road, Riccarton, Christchurch, 8041
, New Zealand","Mackay Bailey Limited, 109 Blenheim Road, Riccarton, Christchurch, 8041
, New Zealand",,,,,
593,5775873,9429041898079,12 Aug 2015,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco5775873,5775873,,"JIHYUN LEE, 26 Magnolia Avenue, Kamo, Whangarei, 0112
, New Zealand","JIHYUN LEE, 26 Magnolia Avenue, Kamo, Whangarei, 0112
, New Zealand",,,,,
594,5676488,9429041702918,13 Apr 2015,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco5676488,5676488,,"export, 34 Mataroa Crescent, Flagstaff, Hamilton, 3210
, New Zealand","export, 34 Mataroa Crescent, Flagstaff, Hamilton, 3210
, New Zealand",,,,,
595,1616660,9429034855959,01 Apr 2005,Removed,NZ Limited Company,Yes,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1616660,1616660,,"Fraser Accounting Limited, 51 Willow Street, Tauranga
, New Zealand","Fraser Accounting Limited, 51 Willow Street, Tauranga
, New Zealand",,,,,
596,1907084,9429033621340,02 Mar 2007,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1907084,1907084,,"C/-o'fee And Associates, 12 Victoria Avenue, Palmerston North 4410, 4440
, New Zealand","C/-o'fee And Associates, 12 Victoria Avenue, Palmerston North 4410, 4440
, New Zealand",,,,,
597,5714527,9429041776582,29 May 2015,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco5714527,5714527,,"60 High Street, Auckland Central, Auckland, 1010
, New Zealand","60 High Street, Auckland Central, Auckland, 1010
, New Zealand",,,,,
598,7160593,9429047168763,04 Dec 2018,Removed,NZ Limited Company,No,No,Showing 2 of 4 directors,httpsapp.companiesoffice.govt.nzco7160593,7160593,,"Unit H3, 4 Orbit Drive, Rosedale, Auckland, 0632
, New Zealand","Unit H3, 4 Orbit Drive, Rosedale, Auckland, 0632
, New Zealand",,,,,
599,2245413,9429032239966,18 May 2009,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco2245413,2245413,,"35 Titiro Moana Road, Korokoro, Lower Hutt 5012
, New Zealand","35 Titiro Moana Road, Korokoro, Lower Hutt 5012
, New Zealand",,,,,
600,5410682,9429041346082,30 Jul 2014,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco5410682,5410682,,"119a The Drive, Epsom, Auckland, 1023
, New Zealand","119a The Drive, Epsom, Auckland, 1023
, New Zealand",,,,,
601,8149377,9429048887670,22 Dec 2020,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco8149377,8149377,,"335b Glenfield Road, Glenfield, Auckland, 0629
, New Zealand","335b Glenfield Road, Glenfield, Auckland, 0629
, New Zealand",,,,,
602,1939081,9429033419701,02 May 2007,Removed,NZ Limited Company,No,No,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1939081,1939081,,"Skinners, 294 Selwyn Street, Spreydon, Christchurch, 8024
, New Zealand","Skinners, 294 Selwyn Street, Spreydon, Christchurch, 8024
, New Zealand",,,,,
603,1264651,9429036193486,20 Dec 2002,Removed,NZ Limited Company,Yes,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1264651,1264651,,"44a Millen Avenue, Pakuranga, Manukau, 2010
, New Zealand","44a Millen Avenue, Pakuranga, Manukau, 2010
, New Zealand",,,,,
604,437236,9429039313638,14 Jun 1989,Removed,NZ Limited Company,Yes,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco437236,437236,,"25 Hutt Road, Thorndon
, New Zealand","25 Hutt Road, Thordon, Wellington
, New Zealand",,,,,
605,7757338,9429047718173,01 Oct 2019,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco7757338,7757338,,"39 Vestey Drive, Mount Wellington, Auckland, 1060
, New Zealand","39 Vestey Drive, Mount Wellington, Auckland, 1060
, New Zealand",,,,,
606,1525749,9429035331544,21 Jun 2004,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1525749,1525749,,"Carey Smith & Co Ltd, Chartered Accountants, 162 Wicksteed Street, Wanganui
, New Zealand","Carey Smith & Co Ltd, Chartered Accountants, 162 Wicksteed Street, Wanganui
, New Zealand",,,,,
607,948370,9429037647971,09 Mar 1999,Removed,NZ Limited Company,Yes,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco948370,948370,,"971 Lower Styx Road, Brooklands, Christchurch
, New Zealand","971 Lower Styx Road, Brooklands, Christchurch
, New Zealand",,,,,
608,1067283,9429037146399,01 Sep 2000,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1067283,1067283,,"3/85 Owairaka Avenue, Mt Albert, Auckland
, New Zealand","3/85 Owairaka Avenue, Mt Albert, Auckland
, New Zealand",,,,,
609,952559,9429037622947,09 Apr 1999,Removed,NZ Limited Company,Yes,Comexposium Holding SAS,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco952559,952559,,"Quigg Partners, Level 7, Bayleys Building, 36 Brandon Street, Wellington, 6011
, New Zealand","Quigg Partners, Level 7, Bayleys Building, 36 Brandon Street, Wellington, 6011
, New Zealand",,,,,
610,1971625,9429033213996,19 Aug 2007,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1971625,1971625,,"68 Rosamund Ave, Mt Roskill, Auckland
, New Zealand","1439 Great North Road, Waterview, Auckland
, New Zealand",,,,,
