,Company number:,NZBN:,Incorporation Date:,Company Status:,Entity type:,Constitution filed:,Ultimate holding company,Directors,Company record link:,company_id,address.Registered office address,address.Registered Office,address.Address for service,FRA Reporting Month:,Receiver:,Organisation:,Phone:,Email:,Appointed:,Brief description of propertyin receivership:,Reports,ACN Number:,Country of Origin:,address.Principal place of business in NZ,address.Address of person authorised to accept service in NZ
531,149924,9429034059630,10 Mar 1978,Removed,NZ Limited Company,Yes,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco149924,149924,,"Hubbard Churcher & Co, 39 George Street, Timaru
, New Zealand","Hubbard Churcher & Co, 39 George Street, Timaru
, New Zealand",,,,,,,,,,,,
532,185910,9429040123905,26 Jun 1963,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco185910,185910,,"C/-a K Dickey,, Seddon House,, Lynden Court, Chartwell,, Hamilton.
, New Zealand",,,,,,,,,,,,,
533,8017697,9429048279819,12 Jun 2020,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco8017697,8017697,,"Sutcliffe Graham & Co Limited, 1181 Cameron Road, Gate Pa, Tauranga, 3112
, New Zealand","Sutcliffe Graham & Co Limited, 1181 Cameron Road, Gate Pa, Tauranga, 3112
, New Zealand",,,,,,,,,,,,
534,1120583,9429036985784,05 Mar 2001,Removed,NZ Limited Company,Yes,Not specified,Showing 2 of 4 directors,httpsapp.companiesoffice.govt.nzco1120583,1120583,,"Clifford Chan & Co, Chartered Accountants, 50 Riccarton Road, Christchurch
, New Zealand","Clifford Chan & Co, Chartered Accountants, 50 Riccarton Road, Christchurch
, New Zealand",,,,,,,,,,,,
535,1503448,9429035447665,14 Apr 2004,Removed,NZ Limited Company,No,No,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1503448,1503448,,"Apt 503 Stadium Gardens, 107 Thorndon Quay, Thorndon, Wellington 6011
, New Zealand","Apt 503 Stadium Gardens, 107 Thorndon Quay, Thorndon, Wellington 6011
, New Zealand",,,,,,,,,,,,
536,176680,9429040146423,26 Nov 1951,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco176680,176680,,"C/o B.j Sparrow, 189 Collingwood Street, Hamilton
, New Zealand",,,,,,,,,,,,,
537,2499691,9429031519120,25 May 2010,Removed,NZ Limited Company,Yes,No,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco2499691,2499691,,"134 Mungavin Avenue, Ranui, Porirua, 5024
, New Zealand","134 Mungavin Avenue, Ranui, Porirua, 5024
, New Zealand",,,,,,,,,,,,
538,534472,9429039022431,21 Apr 1992,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco534472,534472,,"C/- J H Cribb, 4 Scott Street, Hawera
, New Zealand",,,,,,,,,,,,,
539,1586154,9429035036043,08 Dec 2004,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1586154,1586154,,"5a Weir Cres, Onerahi, Whangarei
, New Zealand","5a Weir Cres, Onerahi, Whangarei, 0110
, New Zealand",,,,,,,,,,,,
540,70426,9429040642208,20 Apr 1966,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco70426,70426,,"C/o Brian E Harris, 129 Kolmar Rd, Papatoetoe
, New Zealand",,,,,,,,,,,,,
541,5099561,9429041171028,02 Apr 2014,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco5099561,5099561,,"502 Great South Road, Papatoetoe, Auckland, 2025
, New Zealand","502 Great South Road, Papatoetoe, Auckland, 2025
, New Zealand",,,,,,,,,,,,
542,2019554,9429033075815,30 Oct 2007,Removed,NZ Limited Company,Yes,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco2019554,2019554,,"54 Malcolm Street, Hamilton
, New Zealand","Staples Rodway, Cnr Victoria And London Street, W E L Energy Bldg, 5th Floor, Hamilton
, New Zealand",,,,,,,,,,,,
543,137288,9429040375212,29 Nov 1963,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco137288,137288,,"C/o Goldsmith Fox & Co, 131a Armagh Street, Christchurch
, New Zealand",,,,,,,,,,,,,
544,1966174,9429033245935,19 Jul 2007,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1966174,1966174,,"34a Dale Crescent, Pakuranga, Auckland
, New Zealand","34a Dale Crescent, Pakuranga, Auckland
, New Zealand",,,,,,,,,,,,
545,1922836,9429033523378,20 Apr 2007,Removed,NZ Limited Company,Yes,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1922836,1922836,,"Grant Thornton, Level 9, Anthony Harper Building, 47 Cathedral Square, Christchurch
, New Zealand","Grant Thornton, Level 9, Anthony Harper Building, 47 Cathedral Square, Christchurch
, New Zealand",,,,,,,,,,,,
546,1265584,9429036189670,20 Dec 2002,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1265584,1265584,,"34 Birch Street, Lower Hutt
, New Zealand","34 Birch Street, Lower Hutt
, New Zealand",,,,,,,,,,,,
547,5863812,9429042110194,17 Dec 2015,Removed,NZ Limited Company,Yes,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco5863812,5863812,,"Flat 18, 28 Williamson Avenue, Grey Lynn, Auckland, 1021
, New Zealand","Flat 18, 28 Williamson Avenue, Grey Lynn, Auckland, 1021
, New Zealand",,,,,,,,,,,,
548,1431067,9429035696230,24 Oct 2003,Removed,NZ Limited Company,Yes,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1431067,1431067,,"23 Alma Lane, Nelson
, New Zealand","23 Alma Lane, Nelson
, New Zealand",,,,,,,,,,,,
549,1666743,9429034647240,18 Jul 2005,Removed,NZ Limited Company,Yes,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1666743,1666743,,"Brown & Associates, Chartered Accountants, 54 Montgomery Square, Nelson, 7010
, New Zealand","Brown & Associates, Chartered Accountants, 54 Montgomery Square, Nelson, 7010
, New Zealand",,,,,,,,,,,,
550,1833523,9429034025314,11 Jul 2006,Removed,NZ Limited Company,No,No,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1833523,1833523,,"58 Chedworth Avenue, Chedworth, Hamilton, 3210
, New Zealand","58 Chedworth Avenue, Chedworth, Hamilton, 3210
, New Zealand",,,,,,,,,,,,
551,1291117,9429036038701,15 Apr 2003,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1291117,1291117,,"13 Bay Street, Petone, Wellington
, New Zealand","13 Bay Street, Petone, Wellington
, New Zealand",,,,,,,,,,,,
552,8493333,9429050893911,11 Oct 2022,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco8493333,8493333,,"6b Norris Street, Tauranga, Tauranga, 3110
, New Zealand","6b Norris Street, Tauranga, Tauranga, 3110
, New Zealand",,,,,,,,,,,,
553,110976,9429032139488,02 Apr 1981,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco110976,110976,,"205 Beachhaven Rd, Beachhaven, Auckland 10
, New Zealand",,,,,,,,,,,,,
554,5737757,9429041825860,29 Jun 2015,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco5737757,5737757,,"Louanne Waters, 10 Munro Place, Flagstaff, Hamilton, 3210
, New Zealand","Louanne Waters, 10 Munro Place, Flagstaff, Hamilton, 3210
, New Zealand",,,,,,,,,,,,
555,102130,9429040426259,02 Dec 1977,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco102130,102130,,"Dalgety Building, Walton Street, Whangarei
, New Zealand",,,,,,,,,,,,,
556,4014358,9429030511200,18 Sep 2012,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco4014358,4014358,,"JUN & ASSOCIATES LIMITED, 19 - 212 Antigua Street, Christchurch, 8011
, New Zealand","JUN & ASSOCIATES LIMITED, 19 - 212 Antigua Street, Christchurch, 8011
, New Zealand",,,,,,,,,,,,
557,8162097,9429049022575,22 Feb 2021,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco8162097,8162097,,"30 Roslyn Road, Bluff Hill, Napier, 4110
, New Zealand","30 Roslyn Road, Bluff Hill, Napier, 4110
, New Zealand",,,,,,,,,,,,
558,83900,9429040560823,19 Apr 1972,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco83900,83900,,"Shop 8, Bayside Street, St Heliers Bay, Auckland 5
, New Zealand",,,,,,,,,,,,,
559,1908421,9429033610801,08 Feb 2007,Removed,NZ Limited Company,No,No,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1908421,1908421,,"Chatfield & Co, Level 7, 57 Symonds Street, Grafton, Auckland, 1010
, New Zealand","Chatfield & Co, Level 7, 57 Symonds Street, Grafton, Auckland, 1010
, New Zealand",,,,,,,,,,,,
560,2247445,9429032234213,19 May 2009,Removed,NZ Limited Company,No,No,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco2247445,2247445,,"Flat 1, 78 Fernhill Way, Oteha, Auckland, 0632
, New Zealand","Suite 3, 4 Arrenway Drive, Rosedale, Auckland, 0632
, New Zealand",,,,,,,,,,,,
561,1770803,9429034293188,02 Mar 2006,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1770803,1770803,,"18 Cashmere Avenue, Khandallah, Wellington, 6035
, New Zealand","18 Cashmere Avenue, Khandallah, Wellington, 6035
, New Zealand",,,,,,,,,,,,
562,1959092,9429033287119,29 Jun 2007,Removed,NZ Limited Company,Yes,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1959092,1959092,,"Vazey Child, 3 London Street, Hamilton
, New Zealand","Vazey Child, 3 London Street, Hamilton
, New Zealand",,,,,,,,,,,,
563,1641074,9429034733141,24 Jun 2005,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1641074,1641074,,"42a Waimea Avenue, Caversham, Dunedin
, New Zealand","42a Waimea Avenue, Caversham, Dunedin
, New Zealand",,,,,,,,,,,,
564,161632,9429040232607,18 Jun 1964,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco161632,161632,,"12 Ward St, Dannevirke
, New Zealand",,,,,,,,,,,,,
565,5845508,9429042068792,18 Nov 2015,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco5845508,5845508,,"630 Dominion Road, Mount Eden, Auckland, 1041
, New Zealand","630 Dominion Road, Mount Eden, Auckland, 1041
, New Zealand",,,,,,,,,,,,
566,1956797,9429033303413,13 Jul 2007,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1956797,1956797,,"C/-grant Thornton, 47 Cathedral Square, Christchurch
, New Zealand","C/-grant Thornton, 47 Cathedral Square, Christchurch
, New Zealand",,,,,,,,,,,,
567,136399,9429031845632,15 Apr 1975,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco136399,136399,,"Gilfillan Morris & Co, Bnz House, Cathedral Sq, Christchurch
, New Zealand",,,,,,,,,,,,,
568,985742,9429037452315,27 Oct 1999,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco985742,985742,,"C/- Turner Accounting Limited, Level 4, 160-162 Willis Street, Wellington
, New Zealand","Same As Registered Office Address
, New Zealand",,,,,,,,,,,,
569,967529,9429037543136,13 Jul 1999,Removed,NZ Limited Company,No,No,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco967529,967529,,"97 Franklin Road, Freemans Bay, Auckland, 1011
, New Zealand","97 Franklin Road, Freemans Bay, Auckland, 1011
, New Zealand",,,,,,,,,,,,
570,1566415,9429035132523,18 Oct 2004,Removed,NZ Limited Company,Yes,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1566415,1566415,,"13 Lakeside Drive, Papakura, Auckland
, New Zealand","13 Lakeside Drive, Papakura, Auckland
, New Zealand",,,,,,,,,,,,
571,2257527,9429032208665,09 Jun 2009,Removed,NZ Limited Company,Yes,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco2257527,2257527,,"Rubiix Accountants Limited, 7-9 Mccoll Street, Newmarket, Auckland, 1023
, New Zealand","52 Mcquarrie Street, Kingswell, Invercargill, 9812
, New Zealand",,,,,,,,,,,,
572,133930,9429031872928,02 Oct 1972,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco133930,133930,,"C/o Kendons Canterbury, 221 Gloucester St, Christchurch
, New Zealand",,,,,,,,,,,,,
573,1896990,9429033683171,18 Dec 2006,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1896990,1896990,,"265 Te Rapa Road, Te Rapa, Hamilton
, New Zealand","265 Te Rapa Road, Te Rapa, Hamilton
, New Zealand",,,,,,,,,,,,
574,1545443,9429035231134,16 Aug 2004,Removed,NZ Limited Company,Yes,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1545443,1545443,,"Matheson Rae Chartered Accountants Limited, Level 1, 1 Papanui Road, Merivale, Christchurch, 8014
, New Zealand","Matheson Rae Chartered Accountants Limited, Level 1, 1 Papanui Road, Merivale, Christchurch, 8014
, New Zealand",,,,,,,,,,,,
575,3195227,9429031310390,12 Nov 2010,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco3195227,3195227,,"37 Thackeray Street, Hamilton, 3253
, New Zealand","Suite O, 3 Whitaker Place, Grafton, Auckland, 1010
, New Zealand",,,,,,,,,,,,
576,104947,9429040402024,16 Feb 1979,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco104947,104947,,"Mcculloch Menzies, 178 Kolmar Road, Papatoetoe
, New Zealand",,,,,,,,,,,,,
577,1692494,9429034551011,15 Sep 2005,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1692494,1692494,,"Westland Accountancy Ltd, 4 Tarapuhi Street, Greymouth
, New Zealand","Westland Accountancy Ltd, 4 Tarapuhi Street, Greymouth
, New Zealand",,,,,,,,,,,,
578,3042326,9429031442800,28 Jul 2010,Removed,NZ Limited Company,Yes,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco3042326,3042326,,"13 Riverview Terrace, Fairfield, Hamilton, 3214
, New Zealand","13 Riverview Terrace, Fairfield, Hamilton, 3214
, New Zealand",,,,,,,,,,,,
579,1328089,9429035940050,30 Jun 2003,Removed,NZ Limited Company,Yes,No,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1328089,1328089,,"Collins & Co-Chartered Accountants Ltd, 369 High Street, Rangiora, 7400
, New Zealand","Collins & Co-Chartered Accountants Ltd, 369 High Street, Rangiora, 7400
, New Zealand",,,,,,,,,,,,
580,3203726,9429031297998,24 Nov 2010,Removed,NZ Limited Company,No,No,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco3203726,3203726,,"128 Knowles St, St Albans, Christchurch, 8052
, New Zealand","128 Knowles St, St Albans, Christchurch, 8052
, New Zealand",,,,,,,,,,,,
581,977188,9429037495763,09 Sep 1999,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco977188,977188,,"32 Hendon Avenue, Mt Albert, Auckland
, New Zealand","32 Hendon Avenue, Mt Albert, Auckland
, New Zealand",,,,,,,,,,,,
582,8777969,9429051389246,12 Jun 2023,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco8777969,8777969,,"268 Lake Road, Hauraki, Auckland, 0622
, New Zealand","268 Lake Road, Hauraki, Auckland, 0622
, New Zealand",,,,,,,,,,,,
583,3932259,9429030573888,31 Jul 2012,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco3932259,3932259,,"19 Edgware Road, West Harbour, Auckland, 0618
, New Zealand","19 Edgware Road, West Harbour, Auckland, 0618
, New Zealand",,,,,,,,,,,,
584,328206,9429039660015,04 Dec 1986,Removed,NZ Limited Company,Yes,Not specified,Showing 2 of 4 directors,httpsapp.companiesoffice.govt.nzco328206,328206,,"C/-bkr Walker Wayland Ltd, Level 8, 53 Fort Street, Auckland
, New Zealand","C/-bkr Walker Wayland Ltd, Level 8, 53 Fort Street, Auckland
, New Zealand",,,,,,,,,,,,
585,2288835,9429032098181,22 Jul 2009,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco2288835,2288835,,"108 Rockfield Road, Penrose, Auckland, 1061
, New Zealand","108 Rockfield Road, Penrose, Auckland, 1061
, New Zealand",,,,,,,,,,,,
586,1258096,9429036234561,22 Nov 2002,Removed,NZ Limited Company,Yes,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1258096,1258096,,"C/- Cleaver & Co Ltd, Level 1, 26 Crummer Road, Grey Lynn
, New Zealand","C/- Cleaver & Co Ltd, Level 1, 26 Crummer Rd, Grey Lynn
, New Zealand",,,,,,,,,,,,
587,1257659,9429036235537,02 Dec 2002,Removed,NZ Limited Company,No,Not specified,Showing 2 of 3 directors,httpsapp.companiesoffice.govt.nzco1257659,1257659,,"C/-insolvency Management Limited, Level 3, Burns House, 10 George Street, Dunedin
, New Zealand","C/-insolvency Management Limited, Level 3, Burns House, 10 George Street, Dunedin
, New Zealand",,,,,,,,,,,,
588,6043059,9429042445012,18 Jul 2016,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco6043059,6043059,,"Muniam Mudaliar, 13 Buscomb Avenue, Henderson, Auckland, 0610
, New Zealand","Muniam Mudaliar, 13 Buscomb Avenue, Henderson, Auckland, 0610
, New Zealand",,,,,,,,,,,,
589,1485445,9429035525745,23 Feb 2004,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1485445,1485445,,"40a Dequincey Terrace, Highland Park, Auckland
, New Zealand","40a Dequincey Terrace, Highland Park, Auckland
, New Zealand",,,,,,,,,,,,
590,1143854,9429036870981,15 Jun 2001,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1143854,1143854,,"1 Walpole Avenue, Manurewa, Auckland
, New Zealand","1 Walpole Avenue, Manurewa, Auckland
, New Zealand",,,,,,,,,,,,
591,1727338,9429034435717,17 Nov 2005,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1727338,1727338,,"16 Wayne Place, Mt. Roskill, Auckland
, New Zealand","16 Wayne Place, Mt. Roskill, Auckland
, New Zealand",,,,,,,,,,,,
592,95035,9429040483986,19 Dec 1944,Removed,NZ Limited Company,Yes,Not specified,Showing 2 of 4 directors,httpsapp.companiesoffice.govt.nzco95035,95035,,"Level 17,tower 2, Shortland Centre,, 55-65 Shortland Street,, Auckland 1
, New Zealand","Level 17, Tower Ii, 55-65 Shortland Street, Auckland
, New Zealand",,,,,,,,,,,,
593,3027824,9429031459693,19 Jul 2010,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco3027824,3027824,,"168 Wilks Road, Rd 21, Geraldine, 7991
, New Zealand","168 Wilks Road, Rd 21, Geraldine, 7991
, New Zealand",,,,,,,,,,,,
594,2235090,9429032282870,12 May 2009,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco2235090,2235090,,"4 Park Ave, Birkenhead 0626, Auckland
, New Zealand","4 Park Ave, Birkenhead 0626, Auckland
, New Zealand",,,,,,,,,,,,
595,5708578,9429041772973,27 May 2015,Removed,NZ Limited Company,Yes,No,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco5708578,5708578,,"S Staples, 50 Ardeevin Rise, Rd 4, Parua Bay, 0174
, New Zealand","S Staples, 50 Ardeevin Rise, Rd 4, Parua Bay, 0174
, New Zealand",,,,,,,,,,,,
596,188116,9429040113258,25 Aug 1966,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco188116,188116,,"Pricewaterhousecoopers,, 3rd Level Pricewaterhousecoopers Centre,, Cnr Bryce & Anglesea Streets,, Hamilton
, New Zealand","Pricewaterhousecoopers,, 3rd Level Pricewaterhousecoopers Centre,, Cnr Bryce & Anglesea Streets,, Hamilton
, New Zealand",,,,,,,,,,,,
597,412516,9429039392282,23 Dec 1988,Removed,NZ Limited Company,No,No,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco412516,412516,,"Greenlane CA Limited, 97 Great South Road, Epsom, Auckland, 1051
, New Zealand","Greenlane CA Limited, 97 Great South Road, Epsom, Auckland, 1051
, New Zealand",,,,,,,,,,,,
598,804324,9429038342158,07 May 1996,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco804324,804324,,"16 Jenks Street, Foxton
, New Zealand","60 Purcell Street, Foxton
, New Zealand",,,,,,,,,,,,
599,1637228,9429034754146,24 May 2005,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1637228,1637228,,"12 Amberley Ave, Te Atatu South, Waitakere, New Zealand 0610
, New Zealand","12 Amberley Ave, Te Atatu South, Waitakere, New Zealand 0610
, New Zealand",,,,,,,,,,,,
600,6522952,9429046431653,02 Nov 2017,Removed,NZ Limited Company,No,No,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco6522952,6522952,,"534 Highgate, Maori Hill, Dunedin, 9010
, New Zealand","534 Highgate, Maori Hill, Dunedin, 9010
, New Zealand",March,,,,,,,,,,,
601,3980118,9429030534728,31 Aug 2012,Removed,NZ Limited Company,Yes,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco3980118,3980118,,"D & D FINANCIAL CONSULTANTS LIMITED, Level 8 Southern Cross Buildings, Cnr High & Victoria Streets, Auckland, 1010
, New Zealand","D & D FINANCIAL CONSULTANTS LIMITED, Level 8 Southern Cross Buildings, Cnr High & Victoria Streets, Auckland, 1010
, New Zealand",,,,,,,,,,,,
602,4694599,9429030029552,08 Oct 2013,Removed,NZ Limited Company,Yes,No,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco4694599,4694599,,"67 Carruthers Street, Ilam, Christchurch, 8041
, New Zealand","67 Carruthers Street, Ilam, Christchurch, 8041
, New Zealand",,,,,,,,,,,,
603,1152808,9429036822126,27 Jul 2001,Removed,NZ Limited Company,Yes,Not specified,Showing 2 of 4 directors,httpsapp.companiesoffice.govt.nzco1152808,1152808,,"Macmillan Accountants, 31 White Street, Rotorua
, New Zealand","Macmillan Accountants, 31 White Street, Rotorua
, New Zealand",,,,,,,,,,,,
604,1557218,9429035177777,16 Sep 2004,Removed,NZ Limited Company,Yes,Not specified,Showing 2 of 4 directors,httpsapp.companiesoffice.govt.nzco1557218,1557218,,"47 Kent Ave, Waitarere
, New Zealand","47 Kent Ave, Waitarere
, New Zealand",,,,,,,,,,,,
605,933570,9429037722593,13 Nov 1998,Removed,NZ Limited Company,Yes,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco933570,933570,,"100 Unit 5a Fitzgerald Avenue, Christchurch
, New Zealand","100 Unit 5a Fitzgerald Avenue, Christchurch
, New Zealand",,,,,,,,,,,,
606,1823829,9429034082645,30 May 2006,Removed,NZ Limited Company,Yes,DELOITTE LIMITED,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1823829,1823829,,"Deloitte, 80 Queen Street, Auckland Central, Auckland, 1010
, New Zealand","Deloitte, 80 Queen Street, Auckland Central, Auckland, 1010
, New Zealand",,,,,,,,,,,,
607,5651148,9429041673812,25 Mar 2015,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco5651148,5651148,,"TACS BUSINESS CENTRE LIMITED, 305 Jackson Street, Petone, Lower Hutt, 5012
, New Zealand","TACS BUSINESS CENTRE LIMITED, 305 Jackson Street, Petone, Lower Hutt, 5012
, New Zealand",,,,,,,,,,,,
608,1758888,9429034340493,01 Feb 2006,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1758888,1758888,,"WHK, 208-210 Avenue Road East, Hastings, 4122
, New Zealand","208-210 Avenue Road East, Hastings, 4122
, New Zealand",,,,,,,,,,,,
609,8037861,9429048385565,23 Jun 2020,Removed,NZ Limited Company,No,No,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco8037861,8037861,,"69 Goodwin Crescent, Pyes Pa, Tauranga, 3112
, New Zealand","69 Goodwin Crescent, Pyes Pa, Tauranga, 3112
, New Zealand",,,,,,,,,,,,
610,1544382,9429035236788,23 Aug 2004,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1544382,1544382,,"21 Kamaka Cres, Alexandra
, New Zealand","21 Kamaka Cres, Alexandra
, New Zealand",,,,,,,,,,,,
611,3756838,9429030740860,22 Mar 2012,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco3756838,3756838,,"196 Glenvar Road, Torbay, Auckland, 0630
, New Zealand","196 Glenvar Road, Torbay, Auckland, 0630
, New Zealand",,,,,,,,,,,,
612,1868000,9429033852652,20 Sep 2006,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1868000,1868000,,"14a Cassia Place, Sunnynook, Auckland
, New Zealand","14a Cassia Place, Sunnynook, Auckland
, New Zealand",,,,,,,,,,,,
613,5531887,9429041537107,11 Dec 2014,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco5531887,5531887,,"BEANIES ON THE RUN LIMITED, 1 Onslow Road, Lake Hayes Estate, Queenstown, 9304
, New Zealand","BEANIES ON THE RUN LIMITED, 1 Onslow Road, Lake Hayes Estate, Queenstown, 9304
, New Zealand",,,,,,,,,,,,
614,2140938,9429032702477,12 Jun 2008,Removed,NZ Limited Company,Yes,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco2140938,2140938,,"20 Locarno Avenue, Sandringham, Auckland, 1025
, New Zealand","20 Locarno Avenue, Sandringham, Auckland, 1025
, New Zealand",,,,,,,,,,,,
615,6778934,9429046693617,10 Apr 2018,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco6778934,6778934,,"Janeen Reti, 39 Thomas Street, Gore, Gore, 9710
, New Zealand","Janeen Reti, 39 Thomas Street, Gore, Gore, 9710
, New Zealand",,,,,,,,,,,,
616,20844,9429040896816,04 Apr 1968,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco20844,20844,,"C/- Ross Purdie & Co, Main Road, Upper Hutt, 'box 40047=
, New Zealand",,,,,,,,,,,,,
