,Company number:,NZBN:,Incorporation Date:,Company Status:,Entity type:,Constitution filed:,Ultimate holding company,Company record link:,company_id,address.Registered office address,address.Registered Office,address.Address for service,Directors,FRA Reporting Month:
447,40172,9429040755809,22 Mar 1983,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco40172,40172,,"51 Denmark St, Dannevirke
, New Zealand",,Showing 1 of 1 directors,
448,,,,,,,,,54103,,,,,
449,,,,,,,,,163632,,,,,
450,,,,,,,,,59618,,,,,
451,,,,,,,,,192590,,,,,
452,,,,,,,,,668350,,,,,
453,2295034,9429032070064,10 Aug 2009,Removed,NZ Limited Company,Yes,No,httpsapp.companiesoffice.govt.nzco2295034,2295034,,"KPMG, 24 The Terrace, Timaru, Timaru, 7910
, New Zealand","KPMG, 24 The Terrace, Timaru, Timaru, 7910
, New Zealand",Showing 1 of 1 directors,
454,,,,,,,,,4370521,,,,,
455,,,,,,,,,167361,,,,,
456,,,,,,,,,59822,,,,,
457,,,,,,,,,3736034,,,,,
458,,,,,,,,,1580262,,,,,
459,144233,9429040321066,03 Oct 1947,Removed,NZ Limited Company,Yes,No,httpsapp.companiesoffice.govt.nzco144233,144233,,"Polson Higgs, 139 Moray Place, Dunedin Central, Dunedin, 9016
, New Zealand","Polson Higgs, 139 Moray Place, Dunedin Central, Dunedin, 9016
, New Zealand",Showing 2 of 2 directors,
460,,,,,,,,,4397818,,,,,
461,11409,9429040936529,19 May 1958,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco11409,11409,,"49 Queens Drive, Lower Hutt
, New Zealand",,Showing 1 of 1 directors,
462,,,,,,,,,121590,,,,,
463,129711,9429031918718,23 Feb 1967,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco129711,129711,,"C/o Arthur Young, Chartered Accountants, 227 Cambridge Tce, Christchurch
, New Zealand",,,
464,5116,9429040962535,26 Feb 1947,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco5116,5116,,"Strand Buildings, The Square, Box 382, Palmerston North
, New Zealand",,,
465,,,,,,,,,188364,,,,,
466,1681411,9429034594025,15 Aug 2005,Removed,NZ Limited Company,Yes,No,httpsapp.companiesoffice.govt.nzco1681411,1681411,,"18 Rawalpindi Street, Mount Albert, Auckland, 1025
, New Zealand","18 Rawalpindi Street, Mount Albert, Auckland, 1025
, New Zealand",Showing 1 of 1 directors,
467,,,,,,,,,2356397,,,,,
468,,,,,,,,,72104,,,,,
469,,,,,,,,,5905,,,,,
470,,,,,,,,,201136,,,,,
471,,,,,,,,,151194,,,,,
472,4579499,9429030111929,12 Aug 2013,Removed,NZ Limited Company,Yes,No,httpsapp.companiesoffice.govt.nzco4579499,4579499,,"42 Constable Street, Newtown, Wellington, 6021
, New Zealand","42 Constable Street, Newtown, Wellington, 6021
, New Zealand",Showing 2 of 2 directors,
473,,,,,,,,,158707,,,,,
474,,,,,,,,,3962098,,,,,
475,,,,,,,,,2251307,,,,,
476,,,,,,,,,891396,,,,,
477,,,,,,,,,1193167,,,,,
478,169907,9429040177182,21 Oct 1937,Removed,NZ Limited Company,Yes,Not specified,httpsapp.companiesoffice.govt.nzco169907,169907,,"2 George Bourke Drive, Mount Wellington, Auckland
, New Zealand","2 George Bourke Drive, Mount Wellington, Auckland
, New Zealand",Showing 2 of 4 directors,
479,,,,,,,,,1242824,,,,,
480,,,,,,,,,145303,,,,,
481,,,,,,,,,156472,,,,,
482,,,,,,,,,44315,,,,,
483,,,,,,,,,119389,,,,,
484,3552331,9429030946071,15 Sep 2011,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco3552331,3552331,,"35a Maidstone Road, Ilam, Christchurch, 8041
, New Zealand","BARTRAMS LTD, 35a Maidstone Road, Ilam, Christchurch, 8041
, New Zealand",Showing 1 of 1 directors,
485,,,,,,,,,17537,,,,,
486,3360913,9429031130493,29 Apr 2011,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco3360913,3360913,,"119 Blenheim Road, Riccarton, Christchurch, 8041
, New Zealand","119 Blenheim Road, Riccarton, Christchurch, 8041
, New Zealand",Showing 2 of 2 directors,
487,,,,,,,,,1273820,,,,,
488,1815,9429040971902,21 Feb 1928,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco1815,1815,,"6 - 16 Belfast Street, Wellington
, New Zealand","6 - 16 Belfast Street, Wellington
, New Zealand",Showing 2 of 2 directors,
489,,,,,,,,,850425,,,,,
490,42166,9429040749754,29 Jun 1928,Removed,NZ Limited Company,Yes,Not specified,httpsapp.companiesoffice.govt.nzco42166,42166,,"Roma Rd, Mt Roskill 4
, New Zealand","8 Station Road, Penrose, Auckland 6
, New Zealand",Showing 2 of 2 directors,
491,,,,,,,,,55223,,,,,
492,,,,,,,,,1732334,,,,,
493,,,,,,,,,86807,,,,,
494,,,,,,,,,1439101,,,,,
495,,,,,,,,,32280,,,,,
496,1475607,9429035580799,16 Jan 2004,Removed,NZ Limited Company,Yes,No,httpsapp.companiesoffice.govt.nzco1475607,1475607,,"Cst Nexia Ltd, Chartered Accountants, L3, Cst Nexia Centre, 22 Amersham Way, Manukau
, New Zealand","Cst Nexia Ltd, Chartered Accountants, L3, Cst Nexia Centre, 22 Amersham Way, Manukau
, New Zealand",Showing 1 of 1 directors,
497,,,,,,,,,1627321,,,,,
498,,,,,,,,,1981290,,,,,
499,,,,,,,,,3837896,,,,,
500,,,,,,,,,118966,,,,,
501,,,,,,,,,4699179,,,,,
502,159880,9429040239903,24 Mar 1954,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco159880,159880,,"Tamamutu St, Taupo
, New Zealand",,,
503,,,,,,,,,53981,,,,,
504,8204,9429040949680,21 Jul 1953,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco8204,8204,,"30 Fourteenth Avenue, Tauranga
, New Zealand",,,
505,,,,,,,,,1054819,,,,,
506,125146,9429031966436,29 Mar 1957,Removed,NZ Limited Company,No,No,httpsapp.companiesoffice.govt.nzco125146,125146,,"499 Avonhead Road, Avonhead., Christchurch, 8042
, New Zealand","499 Avonhead Road, Avonhead., Christchurch, 8042
, New Zealand",Showing 1 of 1 directors,
507,1674355,9429034615799,05 Aug 2005,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco1674355,1674355,,"L3, 202 Ponsonby Road, Ponsonby, Auckland
, New Zealand","L3, 202 Ponsonby Road, Ponsonby, Auckland
, New Zealand",Showing 1 of 1 directors,
508,,,,,,,,,1269147,,,,,
509,2417508,9429031644549,01 Mar 2010,Removed,NZ Limited Company,Yes,Not specified,httpsapp.companiesoffice.govt.nzco2417508,2417508,,"27c William Pickering Drive, Albany, North Shore
, New Zealand","27c William Pickering Drive, Albany, North Shore
, New Zealand",Showing 2 of 2 directors,
510,,,,,,,,,159868,,,,,
511,,,,,,,,,144908,,,,,
512,,,,,,,,,64534,,,,,
513,,,,,,,,,71046,,,,,
514,,,,,,,,,7881816,,,,,
515,1485638,9429035524700,23 Feb 2004,Removed,NZ Limited Company,Yes,Not specified,httpsapp.companiesoffice.govt.nzco1485638,1485638,,"249 Stanmore Road, Christchurch
, New Zealand","249 Stanmore Road, Christchurch
, New Zealand",Showing 2 of 2 directors,
516,,,,,,,,,1638194,,,,,
517,,,,,,,,,154410,,,,,
518,,,,,,,,,38319,,,,,
519,,,,,,,,,145690,,,,,
520,,,,,,,,,15742,,,,,
521,913196,9429037822149,18 Jun 1998,Removed,NZ Limited Company,Yes,Not specified,httpsapp.companiesoffice.govt.nzco913196,913196,,"Chamberlains, Level 9, Arthur Andersen Tower, 209 Queen Street, Auckland
, New Zealand","Chamberlains, Level 9, Arthur Andersen Tower, 209 Queen Street, Auckland
, New Zealand",Showing 2 of 2 directors,
522,,,,,,,,,161063,,,,,
523,,,,,,,,,813991,,,,,
524,,,,,,,,,6079788,,,,,
525,,,,,,,,,2250,,,,,
526,59857,9429040688428,22 Jun 1960,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco59857,59857,,"15 Porter Crescent, Helensville
, New Zealand",,,
527,,,,,,,,,39897,,,,,
528,164641,9429040214795,13 May 1975,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco164641,164641,,"C/o Official Assignee, 1st Floor Databank House, 175 The Terrace, Wellington
, New Zealand",,,
529,,,,,,,,,43903,,,,,
530,179808,9429040138565,29 Nov 1956,Removed,NZ Limited Company,Yes,No,httpsapp.companiesoffice.govt.nzco179808,179808,,"1 Alfred Street, Fairfield, Hamilton, 3214
, New Zealand","1 Alfred Street, Fairfield, Hamilton, 3214
, New Zealand",Showing 1 of 1 directors,
531,,,,,,,,,4953799,,,,,
532,5811598,9429041988800,21 Sep 2015,Removed,NZ Limited Company,No,No,httpsapp.companiesoffice.govt.nzco5811598,5811598,,"Holly Spooner, 42/1 Shakespeare Rd, Bluff Hill, Napier, 4110
, New Zealand","Holly Spooner, 42/1 Shakespeare Rd, Bluff Hill, Napier, 4110
, New Zealand",Showing 1 of 1 directors,
533,,,,,,,,,2128826,,,,,
534,,,,,,,,,2209824,,,,,
535,,,,,,,,,2628,,,,,
536,,,,,,,,,2149222,,,,,
537,,,,,,,,,71012,,,,,
538,125015,9429031966610,04 Dec 1956,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco125015,125015,,"C/o Anderson Hicks & Co, 76 Hereford St, Christchurch 1
, New Zealand",,,
539,,,,,,,,,1844824,,,,,
540,175338,9429040149417,12 Feb 1948,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco175338,175338,,"C/o Mr R B Lorigan, Duke St, Cambridge
, New Zealand",,,
541,,,,,,,,,191647,,,,,
542,,,,,,,,,5328441,,,,,
543,,,,,,,,,78851,,,,,
544,,,,,,,,,1395844,,,,,
545,,,,,,,,,1909944,,,,,
546,167912,9429040189673,06 Nov 1968,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco167912,167912,,"C/o B A Monopoli, The Village Mall, Queen Street, Richmond
, New Zealand",,,
547,,,,,,,,,1703879,,,,,
548,7384256,9429047385030,08 Apr 2019,Removed,NZ Limited Company,No,No,httpsapp.companiesoffice.govt.nzco7384256,7384256,,"10 Kapia Street, Pukekohe, Pukekohe, 2120
, New Zealand","10 Kapia Street, Pukekohe, Pukekohe, 2120
, New Zealand",Showing 1 of 1 directors,
549,,,,,,,,,106319,,,,,
550,,,,,,,,,5725030,,,,,
551,,,,,,,,,172187,,,,,
552,,,,,,,,,4837201,,,,,
553,,,,,,,,,2053840,,,,,
554,73622,9429040624419,06 Nov 1967,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco73622,73622,,"C/0-alliott Nz Ltd, Ground Floor, 109 Carlton Gore Road, Newmarket
, New Zealand","C/o-alliott Nz Ltd, Ground Floor, 109 Carlton Gore Road, Newmarket
, New Zealand",Showing 1 of 1 directors,
555,,,,,,,,,17272,,,,,
556,2065103,9429033006826,07 Dec 2007,Removed,NZ Limited Company,Yes,Not specified,httpsapp.companiesoffice.govt.nzco2065103,2065103,,"30a Emyvaille Place, Dannemora, Auckland
, New Zealand","30a Emyvaille Place, Dannemora, Auckland
, New Zealand",Showing 1 of 1 directors,
557,,,,,,,,,6051,,,,,
558,,,,,,,,,49361,,,,,
559,,,,,,,,,866452,,,,,
560,,,,,,,,,5888440,,,,,
561,,,,,,,,,5728647,,,,,
562,485291,9429039175328,11 Sep 1990,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco485291,485291,,"Unit 3 No 2b Jarman Rd, Mt Wellington, Auckland
, New Zealand","Unit 3 No 2b, Jarman Road, Mt Wellington, Auckland
, New Zealand",Showing 2 of 2 directors,
563,,,,,,,,,35934,,,,,
564,145008,9429040316758,29 Nov 1954,Removed,NZ Limited Company,Yes,Not specified,httpsapp.companiesoffice.govt.nzco145008,145008,,"C/- Markhams Clarke Craw Limited, 2 Clark Street, Dunedin, 9016
, New Zealand","C/- Markhams Clarke Craw Limited, 2 Clark Street, Dunedin, 9016
, New Zealand",Showing 1 of 1 directors,
565,,,,,,,,,8486394,,,,,
566,155997,9429040263748,01 Jul 1964,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco155997,155997,,"Messrs Ernst & Whinney, Cargill Chambers, Cnr Spey & Kelvin Streets, Invercargill
, New Zealand","-
, New Zealand",,
567,,,,,,,,,1277490,,,,,
568,8253037,9429050021222,08 Nov 2021,Removed,NZ Limited Company,Yes,No,httpsapp.companiesoffice.govt.nzco8253037,8253037,,"49 Holland Crescent, Bulls, Bulls, 4818
, New Zealand","49 Holland Crescent, Bulls, Bulls, 4818
, New Zealand",Showing 1 of 1 directors,
569,,,,,,,,,17174,,,,,
570,,,,,,,,,86109,,,,,
571,,,,,,,,,821057,,,,,
572,,,,,,,,,5490708,,,,,
573,,,,,,,,,3092,,,,,
574,2116468,9429032807202,22 Apr 2008,Removed,NZ Limited Company,No,No,httpsapp.companiesoffice.govt.nzco2116468,2116468,,"de Lautours.co, 182 Teasdale Street, Te Awamutu, 3800
, New Zealand","182 Teasdale Street, Te Awamutu, 3800
, New Zealand",Showing 2 of 2 directors,
575,,,,,,,,,1906687,,,,,
576,,,,,,,,,7733,,,,,
577,,,,,,,,,1849547,,,,,
578,,,,,,,,,135572,,,,,
579,,,,,,,,,676837,,,,,
580,2155260,9429032644630,18 Jul 2008,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco2155260,2155260,,"51 Bell Road, Remuera, Auckland
, New Zealand","51 Bell Road, Remuera, Auckland
, New Zealand",Showing 2 of 2 directors,
581,,,,,,,,,872647,,,,,
582,,,,,,,,,964233,,,,,
583,,,,,,,,,1644247,,,,,
584,,,,,,,,,1822089,,,,,
585,,,,,,,,,194994,,,,,
586,966524,9429037549992,30 Jun 1999,Removed,NZ Limited Company,No,No,httpsapp.companiesoffice.govt.nzco966524,966524,,"5/169 Jervois Road, Herne Bay, Auckland
, New Zealand","5/169 Jervois Road, Herne Bay, Auckland
, New Zealand",Showing 1 of 1 directors,
587,,,,,,,,,64438,,,,,
588,7496,9429040955636,13 Nov 1951,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco7496,7496,,"68 High St, Lower Hutt
, New Zealand",,,
589,,,,,,,,,1824953,,,,,
590,2197722,9429032446760,18 Dec 2008,Removed,NZ Limited Company,No,No,httpsapp.companiesoffice.govt.nzco2197722,2197722,,"68 Westminster Road, Wainuiomata, Lower Hutt, 5014
, New Zealand","68 Westminster Road, Wainuiomata, Lower Hutt, 5014
, New Zealand",Showing 1 of 1 directors,
591,,,,,,,,,1720993,,,,,
592,1906193,9429033627410,31 Jan 2007,Removed,NZ Limited Company,Yes,Not specified,httpsapp.companiesoffice.govt.nzco1906193,1906193,,"11 Westpark Drive, Christchurch
, New Zealand","11 Westpark Drive, Christchurch
, New Zealand",Showing 2 of 3 directors,
593,,,,,,,,,153439,,,,,
594,,,,,,,,,48047,,,,,
595,,,,,,,,,92821,,,,,
596,,,,,,,,,1515452,,,,,
597,,,,,,,,,124670,,,,,
598,3771196,9429030717084,18 Apr 2012,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco3771196,3771196,,"23-27 Green Street, Frankton, Hamilton, 3204
, New Zealand","23-27 Green Street, Frankton, Hamilton, 3204
, New Zealand",Showing 1 of 1 directors,
599,,,,,,,,,159637,,,,,
600,4552640,9429030132894,18 Jul 2013,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco4552640,4552640,,"HART & ASSOCIATES LIMITED, 168 Main Street, Huntly, Huntly, 3700
, New Zealand","HART & ASSOCIATES LIMITED, 168 Main Street, Huntly, Huntly, 3700
, New Zealand",Showing 1 of 1 directors,
601,,,,,,,,,167620,,,,,
602,1530550,9429035305651,30 Jun 2004,Removed,NZ Limited Company,Yes,Not specified,httpsapp.companiesoffice.govt.nzco1530550,1530550,,"18 Holbrook Way, Westmorland, Christchurch 8025
, New Zealand","18 Holbrook Way, Westmorland, Christchurch 8025
, New Zealand",Showing 1 of 1 directors,
603,,,,,,,,,110610,,,,,
604,1383060,9429035802587,12 Sep 2003,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco1383060,1383060,,"C/- Rostrevor Professional Group Ltd, 128 Rostrevor St, Hamilton
, New Zealand","C/- Rostrevor Professional Group Ltd, 128 Rostrevor St, Hamilton
, New Zealand",Showing 2 of 3 directors,
605,,,,,,,,,1697403,,,,,
606,,,,,,,,,1011688,,,,,
607,,,,,,,,,695310,,,,,
608,,,,,,,,,107026,,,,,
609,,,,,,,,,71329,,,,,
610,682888,9429038460456,27 Jun 1995,Removed,NZ Limited Company,Yes,Not specified,httpsapp.companiesoffice.govt.nzco682888,682888,,"C/- Insolvency Management Ltd, Level 6, National Mutual Building, 10 George Street, Dunedin
, New Zealand","C/- Insolvency Management Ltd, Level 6, National Mutual Building, 10 George Street, Dunedin
, New Zealand",Showing 2 of 2 directors,
611,,,,,,,,,6262111,,,,,
612,,,,,,,,,1688631,,,,,
613,,,,,,,,,149579,,,,,
614,,,,,,,,,6086018,,,,,
615,,,,,,,,,1632205,,,,,
616,1061831,9429037157340,23 Aug 2000,Removed,NZ Limited Company,Yes,Not specified,httpsapp.companiesoffice.govt.nzco1061831,1061831,,"Ingham Mora Malcolm & Rassell, Realty House, Cnr Wharf & Durham Streets, Tauranga
, New Zealand","Ingham Mora Malcolm & Rassell, Realty House, Cnr Wharf & Durham Streets, Tauranga
, New Zealand",Showing 2 of 2 directors,
617,,,,,,,,,3549591,,,,,
618,,,,,,,,,2254366,,,,,
619,,,,,,,,,27179,,,,,
620,,,,,,,,,5689691,,,,,
621,,,,,,,,,1792548,,,,,
622,1589532,9429035018438,19 Jan 2005,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco1589532,1589532,,"150a Kilmore St, Central, Christchurch
, New Zealand","150a Kilmore St, Central, Christchurch
, New Zealand",Showing 2 of 2 directors,
623,,,,,,,,,125636,,,,,
624,6817394,9429046741035,24 Apr 2018,Removed,NZ Limited Company,No,No,httpsapp.companiesoffice.govt.nzco6817394,6817394,,"21 Driscoll Place, Farm Cove, Auckland, 2010
, New Zealand","21 Driscoll Place, Farm Cove, Auckland, 2010
, New Zealand",Showing 2 of 2 directors,
625,,,,,,,,,4823920,,,,,
626,1374523,9429035824947,10 Sep 2003,Removed,NZ Limited Company,Yes,Not specified,httpsapp.companiesoffice.govt.nzco1374523,1374523,,"61a Harbourview Rd, Lower Hutt
, New Zealand","61a Harbourview Rd, Lower Hutt
, New Zealand",Showing 2 of 5 directors,
627,,,,,,,,,184050,,,,,
628,9248,9429040948119,11 May 1955,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco9248,9248,,"7 Riverglade, Waikanae
, New Zealand","7 Riverglade, Waikanae
, New Zealand",Showing 2 of 2 directors,
629,,,,,,,,,8137568,,,,,
630,68147,9429040655864,25 Mar 1965,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco68147,68147,,"23 Gracechurch Dr, East Tamaki, Auckland
, New Zealand",,,
631,,,,,,,,,198497,,,,,
632,,,,,,,,,1018866,,,,,
633,,,,,,,,,131822,,,,,
634,,,,,,,,,5646868,,,,,
635,,,,,,,,,1607805,,,,,
636,405731,9429039412720,22 Aug 1988,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco405731,405731,,"7 Plunket Ave, Papatoetoe
, New Zealand",,,
637,,,,,,,,,44850,,,,,
638,,,,,,,,,1402379,,,,,
639,,,,,,,,,110612,,,,,
640,,,,,,,,,5067707,,,,,
641,,,,,,,,,193524,,,,,
642,126689,9429031950930,07 Aug 1961,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco126689,126689,,"Co Stanley & Goldsmith, Public, Accountants, 131a Armagh St P O Box, 1310, Christchurch
, New Zealand",,,
643,,,,,,,,,10200,,,,,
644,,,,,,,,,45448,,,,,
645,,,,,,,,,1219836,,,,,
646,,,,,,,,,5054940,,,,,
647,,,,,,,,,2115295,,,,,
648,860389,9429038071775,30 May 1997,Removed,NZ Limited Company,Yes,Not specified,httpsapp.companiesoffice.govt.nzco860389,860389,,"Level 7, 115 Queen Street, Auckland
, New Zealand","Bruce Stone - Chartered Accountant, 715 Mt Albert Road, Royal Oak, Auckland
, New Zealand",Showing 2 of 3 directors,
649,,,,,,,,,119044,,,,,
650,158452,9429040244570,10 Mar 1983,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco158452,158452,,"181 Spey Street, Invercargill
, New Zealand","181 Spey Street, Invercargill
, New Zealand",Showing 2 of 3 directors,
651,,,,,,,,,188738,,,,,
652,2130098,9429032750836,12 May 2008,Removed,NZ Limited Company,Yes,Not specified,httpsapp.companiesoffice.govt.nzco2130098,2130098,,"12 Sir Tristram Ave, Hamilton
, New Zealand","12 Sir Tristram Ave, Hamilton
, New Zealand",Showing 1 of 1 directors,
653,,,,,,,,,1104014,,,,,
654,856149,9429038094101,01 May 1997,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco856149,856149,,"Level 3, 20 Augustus Terrace, Parnell
, New Zealand","Level 3, 20 Augustus Terrace, Parnell
, New Zealand",Showing 1 of 1 directors,
655,,,,,,,,,190978,,,,,
656,,,,,,,,,935126,,,,,
657,,,,,,,,,10935,,,,,
658,,,,,,,,,124843,,,,,
659,6385715,9429046302854,16 Aug 2017,Removed,NZ Limited Company,Yes,No,httpsapp.companiesoffice.govt.nzco6385715,6385715,,"DRK Chartered Accountants Limited, 83b Ingram Road, Rd 3, Drury, 2579
, New Zealand","364 Whiriwhiri Road, Rd 2, Otaua, 2682
, New Zealand",Showing 1 of 1 directors,
660,,,,,,,,,1281615,,,,,
661,,,,,,,,,1283828,,,,,
662,,,,,,,,,94440,,,,,
663,,,,,,,,,502695,,,,,
664,,,,,,,,,1590309,,,,,
665,1087538,9429037111472,06 Nov 2000,Removed,NZ Limited Company,Yes,Not specified,httpsapp.companiesoffice.govt.nzco1087538,1087538,,"C/- J & G M Andrews, 802 Riverslea Road, South, Hastings
, New Zealand","C/- J & G M Andrews, 802 Riverslea Road, South, Hastings
, New Zealand",Showing 2 of 2 directors,
666,,,,,,,,,308317,,,,,
667,558996,9429038942242,13 Oct 1992,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco558996,558996,,"Whk South, 62 Deveron Street, Invercargill 9810
, New Zealand","Whk, 62 Deveron Street, Invercargill 9810
, New Zealand",Showing 1 of 1 directors,
668,,,,,,,,,197983,,,,,
669,,,,,,,,,92708,,,,,
670,7994496,9429048201551,14 May 2020,Removed,NZ Limited Company,No,No,httpsapp.companiesoffice.govt.nzco7994496,7994496,,"2a Northland Street, Grey Lynn, Auckland, 1021
, New Zealand","2a Northland Street, Grey Lynn, Auckland, 1021
, New Zealand",Showing 1 of 1 directors,
671,,,,,,,,,1594903,,,,,
672,1508834,9429035418368,28 Apr 2004,Removed,NZ Limited Company,Yes,No,httpsapp.companiesoffice.govt.nzco1508834,1508834,,"4 Purchas Road, Hauraki, Auckland, 0622
, New Zealand","4 Purchas Road, Hauraki, Auckland, 0622
, New Zealand",Showing 2 of 2 directors,
673,,,,,,,,,1002950,,,,,
674,,,,,,,,,196591,,,,,
675,,,,,,,,,5637111,,,,,
676,,,,,,,,,1155227,,,,,
677,,,,,,,,,156507,,,,,
678,1715090,9429034475508,21 Oct 2005,Removed,NZ Limited Company,Yes,Not specified,httpsapp.companiesoffice.govt.nzco1715090,1715090,,"Ground Floor, Insurance House, 51 Dudley Street, Lower Hutt
, New Zealand","Ground Floor, Insurance House, 51 Dudley Street, Lower Hutt
, New Zealand",Showing 2 of 2 directors,
679,,,,,,,,,2217636,,,,,
680,,,,,,,,,3246348,,,,,
681,162478,9429040227474,16 Aug 1967,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco162478,162478,,"C/o Mrs P M Rean, Hodgson Road R D 3, Pakowhai, Napier
, New Zealand",,,
682,,,,,,,,,1215950,,,,,
683,,,,,,,,,3682175,,,,,
684,,,,,,,,,883976,,,,,
685,,,,,,,,,2233809,,,,,
686,1566358,9429035133018,18 Oct 2004,Removed,NZ Limited Company,Yes,Not specified,httpsapp.companiesoffice.govt.nzco1566358,1566358,,"C/-stratagem, 28 Vivian Street, New Plymouth
, New Zealand","C/-stratagem Limited, 28 Vivian Street, New Plymouth
, New Zealand",Showing 2 of 2 directors,
687,,,,,,,,,2328295,,,,,
688,192559,9429040087726,24 Aug 1972,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco192559,192559,,"North River Professional Centre, 1088 Victoria Street, Hamilton
, New Zealand","North River Professional Centre, 1088 Victoria Street, Hamilton
, New Zealand",Showing 1 of 1 directors,
689,,,,,,,,,965042,,,,,
690,,,,,,,,,5504699,,,,,
691,827834,9429038232060,16 Oct 1996,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco827834,827834,,"Suite 3, 100 Oxford Terrace, Christchurch
, New Zealand","Suite 3, 100 Oxford Terrace, Christchurch
, New Zealand",Showing 2 of 2 directors,
692,,,,,,,,,1149672,,,,,
693,1155067,9429036810284,07 Aug 2001,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco1155067,1155067,,"1-503 Richardson Road, Mount Roskill, Auckland, 1004
, New Zealand","1-503 Richardson Road, Mount Roskill, Auckland, 1004
, New Zealand",Showing 2 of 2 directors,
694,,,,,,,,,2060908,,,,,
695,,,,,,,,,255573,,,,,
696,1854832,9429033928142,16 Aug 2006,Removed,NZ Limited Company,No,No,httpsapp.companiesoffice.govt.nzco1854832,1854832,,"Jun&associates Limited, 19/212 Antigua Street, Christchurch, 8011
, New Zealand","Jun&associates Limited, 19/212 Antigua Street, Christchurch, 8011
, New Zealand",Showing 1 of 1 directors,
697,,,,,,,,,1857222,,,,,
698,,,,,,,,,53145,,,,,
699,2130692,9429032748734,13 May 2008,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco2130692,2130692,,"Storey And Associates Limited, Accountants, 234 Broadway Avenue, Palmerston North
, New Zealand","Storey And Associates Limited, Accountants, 234 Broadway Avenue, Palmerston North
, New Zealand",Showing 2 of 2 directors,
700,,,,,,,,,5137,,,,,
701,,,,,,,,,1160300,,,,,
702,1006031,9429037413460,21 Dec 1999,Removed,NZ Limited Company,Yes,Not specified,httpsapp.companiesoffice.govt.nzco1006031,1006031,,"Perry House, 360 Tristram Street, Hamilton
, New Zealand","Perry House, 360 Tristram Street, Hamilton
, New Zealand",Showing 1 of 1 directors,
703,,,,,,,,,1669994,,,,,
704,,,,,,,,,1547155,,,,,
705,38501,9429040772523,20 Nov 1981,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco38501,38501,,"81 Queen St, Masterton
, New Zealand",,,
706,,,,,,,,,123483,,,,,
707,,,,,,,,,1552120,,,,,
708,8733,9429040950679,01 Jul 1954,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco8733,8733,,"65 Princess St, Palmerston North
, New Zealand",,,
709,,,,,,,,,81546,,,,,
710,,,,,,,,,2239649,,,,,
