,Company number:,NZBN:,Incorporation Date:,Company Status:,Entity type:,Constitution filed:,Ultimate holding company,Company record link:,company_id,address.Registered office address,address.Registered Office,address.Address for service,Directors,FRA Reporting Month:,Country of Origin:,address.Principal place of business in NZ,address.Address of person authorised to accept service in NZ
462,15268,9429040920481,20 May 1963,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco15268,15268,,"Smillie Britten & Co, Semper Bldg, 157, Broadway Ave Box 28, Palmerston North
, New Zealand",,,,,,
463,2101496,9429032876116,05 Mar 2008,Removed,NZ Limited Company,Yes,No,httpsapp.companiesoffice.govt.nzco2101496,2101496,,"JOHNSTON ASSOCIATES CHARTERED ACCOUNTANTS LIMITED, Level 1, 1 Jervois Road, Ponsonby, Auckland, 1011
, New Zealand","JOHNSTON ASSOCIATES CHARTERED ACCOUNTANTS LIMITED, Level 1, 1 Jervois Road, Ponsonby, Auckland, 1011
, New Zealand",Showing 2 of 2 directors,,,,
464,67338,9429040658292,08 Oct 1964,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco67338,67338,,"3 Lilburn Cres, Massey
, New Zealand",,Showing 2 of 3 directors,,,,
465,1268991,9429036170494,16 Jan 2003,Removed,NZ Limited Company,Yes,Not specified,httpsapp.companiesoffice.govt.nzco1268991,1268991,,"Coffey Davidson Limited, 303n Karamu Road, Hastings
, New Zealand","Coffey Davidson Limited, 303n Karamu Road, Hastings
, New Zealand",Showing 2 of 2 directors,,,,
466,77826,9429040601144,04 Nov 1969,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco77826,77826,,"C/o Shoosmith & Lynch, Normanby Rd, Paeroa
, New Zealand",,,,,,
467,2207958,9429032400823,24 Feb 2009,Removed,NZ Limited Company,Yes,Not specified,httpsapp.companiesoffice.govt.nzco2207958,2207958,,"33 Armadale Road, Remuera, Auckland
, New Zealand","33 Armade Road, Remuera, Auckland
, New Zealand",Showing 1 of 1 directors,,,,
468,1531559,9429035299707,01 Jul 2004,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco1531559,1531559,,"Cnr Broadway Ave And Vivian St, Palmerston North
, New Zealand","Cnr Broadway Ave And Vivian St, Palmerston North
, New Zealand",Showing 1 of 1 directors,,,,
469,2201757,9429032427172,12 Jan 2009,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco2201757,2201757,,"18 Seresin Crescent, Mission Heights, Auckland
, New Zealand","18 Seresin Crescent, Mission Heights, Auckland
, New Zealand",Showing 1 of 1 directors,,,,
470,94594,9429040487915,30 May 1975,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco94594,94594,,"Williams Rd, Paihia
, New Zealand",,,,,,
471,13291,9429040931524,21 Dec 1960,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco13291,13291,,"C/o Official Assignee, 1st Floor Databank House, 175 The Terrace, Wellington
, New Zealand",,,,,,
472,195132,9429040072180,08 Apr 1975,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco195132,195132,,"C/o Somerville & Smith, 6 Neal Street, Putaruru
, New Zealand","-
, New Zealand",,,,,
473,26292,9429040867618,29 Jun 1972,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco26292,26292,,"69 Rutherford St, Lower Hutt
, New Zealand",,,,,,
474,189833,9429040104348,20 Mar 1969,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco189833,189833,,"Tawa St, Rotowaro
, New Zealand",,,,,,
475,1500888,9429035460718,06 Apr 2004,Removed,NZ Limited Company,Yes,No,httpsapp.companiesoffice.govt.nzco1500888,1500888,,"25 Regents Park Drive, Redwood, Christchurch
, New Zealand","25 Regents Park Drive, Redwood, Christchurch
, New Zealand",Showing 2 of 2 directors,,,,
476,191746,9429040095479,22 Jul 1971,Removed,NZ Limited Company,Yes,Not specified,httpsapp.companiesoffice.govt.nzco191746,191746,,"Stubbs Topham Sears Ltd, Hikurangi House, Miriama Street, Taumarunui
, New Zealand","Stubbs Topham Sears Ltd, Hikurangi House, Miriama Street, Taumarunui
, New Zealand",Showing 2 of 2 directors,,,,
477,1002295,9429037431433,16 Nov 1999,Removed,NZ Limited Company,Yes,Not specified,httpsapp.companiesoffice.govt.nzco1002295,1002295,,"404 Beach Road, Mairangi Bay
, New Zealand","21 Tudward Glade, Hillcrest, Auckland
, New Zealand",Showing 2 of 2 directors,,,,
478,1058562,9429037165666,14 Aug 2000,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco1058562,1058562,,"29 Galsworthy Place, Bucklands Beach, Auckland
, New Zealand","29 Galsworthy Place, Bucklands Beach, Auckland
, New Zealand",Showing 1 of 1 directors,,,,
479,5085541,9429041163245,27 Mar 2014,Removed,NZ Limited Company,Yes,No,httpsapp.companiesoffice.govt.nzco5085541,5085541,,"28 Birch Street, Hilltop, Taupo, 3330
, New Zealand","28 Birch Street, Hilltop, Taupo, 3330
, New Zealand",Showing 2 of 2 directors,,,,
480,102907,9429040415444,02 May 1978,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco102907,102907,,"187a Pakuranga Road, Pakuranga, Manukau 2010
, New Zealand","187a Pakuranga Road, Pakuranga, Manukau 2010
, New Zealand",Showing 1 of 1 directors,,,,
481,1636070,9429034760529,24 May 2005,Removed,NZ Limited Company,Yes,No,httpsapp.companiesoffice.govt.nzco1636070,1636070,,"JOHNSTON ASSOCIATES CHARTERED ACCOUNTANTS LIMITED, Level 1, 1 Jervois Road, Ponsonby, Auckland, 1011
, New Zealand","JOHNSTON ASSOCIATES CHARTERED ACCOUNTANTS LIMITED, Level 1, 1 Jervois Road, Ponsonby, Auckland, 1011
, New Zealand",Showing 2 of 2 directors,,,,
482,94670,9429040485638,10 Jun 1975,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco94670,94670,,"486 Parnell Rd, Parnell, Auckland
, New Zealand",,,,,,
483,105946,9429040389301,27 Jun 1979,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco105946,105946,,"40 Wakelin Rd, Beachlands
, New Zealand",,,,,,
484,1514904,9429035384519,14 May 2004,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco1514904,1514904,,"Level 1, 17-19 Seaview Road, Paraparaumu Beach, Paraparaumu, 5032
, New Zealand","Level 1, 17-19 Seaview Road, Paraparaumu Beach, Paraparaumu, 5032
, New Zealand",Showing 1 of 1 directors,,,,
485,189625,9429040106472,21 Nov 1968,Removed,NZ Limited Company,Yes,No,httpsapp.companiesoffice.govt.nzco189625,189625,,"29 Marine Parade, Mount Maunganui, Mount Maunganui, 3116
, New Zealand","29 Marine Parade, Mount Maunganui, Mount Maunganui, 3116
, New Zealand",Showing 2 of 2 directors,,,,
486,665606,9429038527180,10 Feb 1995,Removed,NZ Limited Company,Yes,Not specified,httpsapp.companiesoffice.govt.nzco665606,665606,,"Anchor House, C/- Deloitte Touche Tohmatsu, 80 London Street, Hamilton
, New Zealand","Anchor House, C/- Deloitte Touche Tohmatsu, 80 London Street, Hamilton
, New Zealand",Showing 2 of 2 directors,,,,
487,165582,9429040206707,30 Aug 1979,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco165582,165582,,"86 Te Mata Road, Havelock North, Hastings
, New Zealand","86 Te Mata Road, Havelock North
, New Zealand",Showing 1 of 1 directors,,,,
488,2287844,9429032110951,28 Jul 2009,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco2287844,2287844,,"34 Ngahere Views, Orewa, Auckland, 0931
, New Zealand","34 Ngahere Views, Orewa, Auckland, 0931
, New Zealand",Showing 2 of 2 directors,,,,
489,126566,9429031950183,28 Apr 1961,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco126566,126566,,"C/o Mr F W Benbow, Hakataramea Village, Via Kurow
, New Zealand",,,,,,
490,131791,9429031898577,16 Jan 1970,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco131791,131791,,"410 Innes Rd, Christchurch
, New Zealand",,,,,,
491,5969227,9429042320982,28 Apr 2016,Removed,NZ Limited Company,No,No,httpsapp.companiesoffice.govt.nzco5969227,5969227,,"35 Oakland Street, Northcote, Christchurch, 8052
, New Zealand","35 Oakland Street, Northcote, Christchurch, 8052
, New Zealand",Showing 1 of 1 directors,,,,
492,162606,9429040224183,06 May 1968,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco162606,162606,,"309 Church Road, Taradale
, New Zealand",,,,,,
493,2190307,9429032480566,18 Nov 2008,Removed,NZ Limited Company,Yes,Not specified,httpsapp.companiesoffice.govt.nzco2190307,2190307,,"C/- Greenfire Accounting Limited, 3a Rothwell Avenue, Rosedale, Auckland, 0632
, New Zealand","C/- Greenfire Accounting Limited, 3a Rothwell Avenue, Rosedale, Auckland, 0632
, New Zealand",Showing 1 of 1 directors,,,,
494,164373,9429040213095,28 May 1974,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco164373,164373,,"Gloucester Court, Gloucester Street, Taradale
, New Zealand",,Showing 1 of 1 directors,,,,
495,585433,9429038858499,08 Apr 1993,Removed,NZ Limited Company,Yes,No,httpsapp.companiesoffice.govt.nzco585433,585433,,"Spire Chartered Accountants Kerikeri Limited, The Hub Mall, 94 Kerikeri Road, Kerikeri, 0230
, New Zealand","Spire Chartered Accountants Kerikeri Limited, The Hub Mall, 94 Kerikeri Road, Kerikeri, 0230
, New Zealand",Showing 2 of 2 directors,,,,
496,174215,9429040151090,17 Aug 1931,Removed,NZ Limited Company,Yes,Not specified,httpsapp.companiesoffice.govt.nzco174215,174215,,"1194 Maraekakaho Road, Hastings
, New Zealand","1194 Maraekakaho Road, Hastings
, New Zealand",Showing 2 of 3 directors,,,,
497,974041,9429037511340,17 Aug 1999,Removed,NZ Limited Company,Yes,Not specified,httpsapp.companiesoffice.govt.nzco974041,974041,,"Wood Rivers Hawes & Co Ltd, Level 4, 10 Oxford Terrace, Christchurch
, New Zealand","Wood Rivers Hawes & Co Ltd, Level 4, 10 Oxford Terrace, Christchurch
, New Zealand",Showing 1 of 1 directors,,,,
498,983158,9429037463519,06 Oct 1999,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco983158,983158,,"10 Henwood Road, Mangere, Auckland
, New Zealand","10 Henwood Road, Mangere, Auckland
, New Zealand",Showing 2 of 2 directors,,,,
499,42824,9429040748474,01 Sep 1931,Removed,NZ Limited Company,Yes,PEARCE  DRUM LIMITED,httpsapp.companiesoffice.govt.nzco42824,42824,,"Level 2, Suite 6, 100 Parnell Road, Auckland City, 1052
, New Zealand","Level 2, Suite 6, 100 Parnell Road, Auckland City, 1052
, New Zealand",Showing 2 of 2 directors,,,,
500,2125436,9429032767148,30 Apr 2008,Removed,NZ Limited Company,No,No,httpsapp.companiesoffice.govt.nzco2125436,2125436,,"67 High Street, Hawera
, New Zealand","67 High Street, Hawera
, New Zealand",Showing 1 of 1 directors,,,,
501,113910,9429032097436,07 Apr 1982,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco113910,113910,,"Official Assignee, 6th Floor Justice Dept, 3 Kingston St, Auckland
, New Zealand",,,,,,
502,1687663,9429034566466,03 Oct 2005,Removed,NZ Limited Company,No,No,httpsapp.companiesoffice.govt.nzco1687663,1687663,,"Fluker Denton Ltd, 264 Oxford Street, Levin, Levin, 5510
, New Zealand","Fluker Denton Ltd, 264 Oxford Street, Levin, Levin, 5510
, New Zealand",Showing 2 of 2 directors,,,,
503,169952,9429040176611,28 Mar 1941,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco169952,169952,,"277 St Aubyn Street, New Plymouth
, New Zealand","277 St Aubyn Street, New Plymouth
, New Zealand",Showing 2 of 2 directors,,,,
504,1374463,9429035825289,19 Aug 2003,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco1374463,1374463,,"22 Raglan Street, Mangere, Auckland
, New Zealand","22 Raglan Street, Mangere, Auckland
, New Zealand",Showing 2 of 2 directors,,,,
505,203786,9429040007908,10 Nov 1983,Removed,NZ Limited Company,Yes,No,httpsapp.companiesoffice.govt.nzco203786,203786,,"Winstone France Limited, 38 Birmingham Drive, Middleton, Christchurch, 8024
, New Zealand","Winstone France Limited, 38 Birmingham Drive, Middleton, Christchurch, 8024
, New Zealand",Showing 1 of 1 directors,,,,
506,1228372,9429036395156,25 Jul 2002,Removed,NZ Limited Company,Yes,Not specified,httpsapp.companiesoffice.govt.nzco1228372,1228372,,"1250 Riverhead/coatesville, Highway, Albany
, New Zealand","1250 Riverhead/coatesville, Highway, Albany
, New Zealand",Showing 1 of 1 directors,,,,
507,179958,9429040138237,08 Feb 1957,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco179958,179958,,"Co M/s Rex Needham & Co, 21 Vialou St Box 804, Hamilton
, New Zealand",,,,,,
508,201519,9429040015026,12 May 1983,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco201519,201519,,"Civic Centre, Murupara
, New Zealand",,Showing 2 of 2 directors,,,,
509,1188861,9429036623792,15 Feb 2002,Removed,NZ Limited Company,Yes,Not specified,httpsapp.companiesoffice.govt.nzco1188861,1188861,,"53 Cavendish Drive, Manukau City
, New Zealand","53 Cavendish Drive, Manukau City
, New Zealand",Showing 2 of 2 directors,,,,
510,100474,9429040439068,01 Apr 1977,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco100474,100474,,"C/o S J Glynn, 59 East Tamaki Rd, Hunters Cnr, Papatoetoe
, New Zealand",,,,,,
511,76224,9429040610436,21 Mar 1969,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco76224,76224,,"39 Mount Wellington Highway, Auckland 6
, New Zealand",,,,,,
512,2203411,9429032420098,16 Jan 2009,Removed,NZ Limited Company,No,No,httpsapp.companiesoffice.govt.nzco2203411,2203411,,"4 Westminster Avenue, Tamatea, Napier, 4112
, New Zealand","4 Westminster Avenue, Tamatea, Napier, 4112
, New Zealand",Showing 1 of 1 directors,,,,
513,3361536,9429031130127,18 Apr 2011,Removed,NZ Limited Company,No,No,httpsapp.companiesoffice.govt.nzco3361536,3361536,,"Fernando Silva, 51 Blake Street, New Brighton, Christchurch, 8061
, New Zealand","Fernando Silva, 51 Blake Street, New Brighton, Christchurch, 8061
, New Zealand",Showing 1 of 1 directors,,,,
514,568308,9429038907333,05 Nov 1992,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco568308,568308,,"6 Viking Avenue, Auckland
, New Zealand","6 Viking Avenue, Auckland
, New Zealand",Showing 1 of 1 directors,,,,
515,8292384,9429050228379,19 Jan 2022,Removed,NZ Limited Company,No,No,httpsapp.companiesoffice.govt.nzco8292384,8292384,,"Gurdip Basra, 18 Pharlap Drive, Northcross, Auckland, 0632
, New Zealand","Gurdip Basra, 18 Pharlap Drive, Northcross, Auckland, 0632
, New Zealand",Showing 1 of 1 directors,,,,
516,883615,9429037963101,06 Nov 1997,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco883615,883615,,"C/-ferrier Hodgson & Co, Level 16, Southpac Tower, 45 Queen Street, Auckland
, New Zealand","42 Harbour Village Drive, Gulf Harbour, Whangaparaoa
, New Zealand",Showing 1 of 1 directors,,,,
517,1201538,9429036548781,05 Apr 2002,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco1201538,1201538,,"Pricewaterhousecoopers, Level 8, 188 Quay Street, Auckland
, New Zealand","Pricewaterhousecoopers, Level 8, 188 Quay Street, Auckland
, New Zealand",Showing 1 of 1 directors,,,,
518,1292625,9429036030200,22 Apr 2003,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco1292625,1292625,,"9 Whitbourne Heights, Manurewa, Auckland
, New Zealand","9 Whitbourne Heights, Manurewa, Auckland
, New Zealand",Showing 1 of 1 directors,,,,
519,1949804,9429033352848,01 Jun 2007,Removed,NZ Limited Company,Yes,No,httpsapp.companiesoffice.govt.nzco1949804,1949804,,"25 Pebblebrooke Road, Mangawhai, 0573
, New Zealand","25 Pebblebrooke Road, Mangawhai, 0573
, New Zealand",Showing 2 of 2 directors,,,,
520,188410,9429040109787,06 Feb 1967,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco188410,188410,,"2 Marram Way, Peka Peka Beach
, New Zealand","Same As Registered Office
, New Zealand",Showing 2 of 2 directors,,,,
521,974679,9429037506827,16 Aug 1999,Removed,NZ Limited Company,Yes,Not specified,httpsapp.companiesoffice.govt.nzco974679,974679,,"C/- Heather Trent Chartered Accountant, Unit 6, 165 Chester Street East, Christchurch
, New Zealand","C/- Heather Trent Chartered Accountant, Unit 6, 165 Chester Street East, Christchurch
, New Zealand",Showing 1 of 1 directors,,,,
522,4521239,9429030159693,28 Jun 2013,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco4521239,4521239,,"251 Robertson Road, Mangere East, Auckland, 2024
, New Zealand","251 Robertson Road, Mangere East, Auckland, 2024
, New Zealand",Showing 1 of 1 directors,,,,
523,1422301,9429035718369,31 Oct 2003,Removed,NZ Limited Company,No,No,httpsapp.companiesoffice.govt.nzco1422301,1422301,,"22 Lydford Place, Glendene, Auckland, 0602
, New Zealand","22 Lydford Place, Glendene, Auckland, 0602
, New Zealand",Showing 2 of 2 directors,,,,
524,123408,9429031980678,26 Oct 1950,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco123408,123408,,"Island Road, Rd Kaiapoi
, New Zealand",,,,,,
525,912012,9429037825478,09 Jun 1998,Removed,NZ Limited Company,Yes,Not specified,httpsapp.companiesoffice.govt.nzco912012,912012,,"11 Laurel Grove, Maungaraki, Lower Hutt
, New Zealand","11 Laurel Grove, Maungarari, Lower Hutt
, New Zealand",Showing 1 of 1 directors,,,,
526,1897065,9429033680484,09 Jan 2007,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco1897065,1897065,,"54 Taupo Quay, Wanganui, 0000
, New Zealand","54 Taupo Quay, Wanganui, 0000
, New Zealand",Showing 2 of 2 directors,,,,
527,1567091,9429035129790,13 Oct 2004,Removed,NZ Limited Company,Yes,Not specified,httpsapp.companiesoffice.govt.nzco1567091,1567091,,"216 Grey Street, Palmerston North
, New Zealand","216 Grey Street, Palmerston North
, New Zealand",Showing 2 of 2 directors,,,,
528,669017,9429038511325,14 Mar 1995,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco669017,669017,,"36 Oaktree Avenue, Browns Bay, Auckland
, New Zealand","36 Oaktree Avenue, Browns Bay, Auckland
, New Zealand",Showing 1 of 1 directors,,,,
529,5064421,9429041151679,27 Mar 2014,Removed,NZ Limited Company,Yes,No,httpsapp.companiesoffice.govt.nzco5064421,5064421,,"COOPERAITKEN LIMITED, 2 Arawa Street, Matamata, Matamata, 3400
, New Zealand","COOPERAITKEN LIMITED, 2 Arawa Street, Matamata, Matamata, 3400
, New Zealand",Showing 2 of 5 directors,,,,
530,107090,9429040382678,15 Nov 1979,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco107090,107090,,"11 Graeme Ave, Mangere East
, New Zealand",,,,,,
531,1197863,9429036570621,04 Apr 2002,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco1197863,1197863,,"111 Wilson Road, Flaxmere
, New Zealand","111 Wilson Road, Flaxmere
, New Zealand",Showing 1 of 1 directors,,,,
532,37220,9429040786728,10 Dec 1980,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco37220,37220,,"Ryan Thomas & Co, Tui St, Box 181, Taihape
, New Zealand",,,,,,
533,2384824,9429031708524,11 Jan 2010,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco2384824,2384824,,"1408, Dominion Road, Mt. Roskill, Auckland -1041
, New Zealand","1408, Dominion Road, Mt. Roskill, Auckland -1041
, New Zealand",Showing 1 of 1 directors,,,,
534,118919,9429032015423,08 Dec 1960,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco118919,118919,,"48a New Renwick Road, Blenheim
, New Zealand",,,,,,
535,1143941,9429036871667,14 Jun 2001,Removed,NZ Limited Company,Yes,Not specified,httpsapp.companiesoffice.govt.nzco1143941,1143941,,"24 Devonshire Road, Glenfield, Auckland
, New Zealand","24 Devonshire Road, Glenfield, Auckland
, New Zealand",Showing 2 of 2 directors,,,,
536,90807,9429040512594,11 Apr 1974,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco90807,90807,,"M L Chatfield & Co, 3rd Fl Nagel House, Courthouse Lane, Auckland P O Box 5158
, New Zealand",,,,,,
537,5845879,9429042078654,23 Nov 2015,Removed,NZ Limited Company,No,No,httpsapp.companiesoffice.govt.nzco5845879,5845879,,"BDO GISBORNE LIMITED, 1 Peel Street, Gisborne, 4010
, New Zealand","Robert Stubbs, 268 Matawai Road, Waerengaahika, Gisborne, 4071
, New Zealand",Showing 2 of 2 directors,,,,
538,644187,9429038624056,07 Apr 1994,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco644187,644187,,"44 York Place, Dunedin
, New Zealand",,Showing 2 of 2 directors,,,,
539,78667,9429040596273,13 Mar 1970,Removed,NZ Limited Company,Yes,Not specified,httpsapp.companiesoffice.govt.nzco78667,78667,,"Level 3, 117 St Georges Bay Rd, Parnell, Auckland
, New Zealand","Level 3, 117 St Georges Bay Rd, Parnell, Auckland
, New Zealand",Showing 2 of 2 directors,,,,
540,145727,9429040314631,21 Oct 1958,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco145727,145727,,"C/o Hubbard Churcher & Co, Foresters Buildings, 45 George Street, Timaru
, New Zealand",,,,,,
541,1133555,9429036927319,01 May 2001,Removed,NZ Limited Company,Yes,Not specified,httpsapp.companiesoffice.govt.nzco1133555,1133555,,"Whitelaw Weber Limited, 10 Fairway Drive, Kerikeri 0230
, New Zealand","Whitelaw Weber Limited, 10 Fairway Drive, Kerikeri 0230
, New Zealand",Showing 1 of 1 directors,,,,
542,193584,9429040081700,29 Aug 1973,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco193584,193584,,"C/o 18 Sheridan Street, Te Kuiti
, New Zealand",,,,,,
543,47791,9429040733135,14 Nov 1949,Removed,NZ Limited Company,Yes,Not specified,httpsapp.companiesoffice.govt.nzco47791,47791,,"3rd Floor Customhouse, 50 Anzac Avenue, Auckland
, New Zealand","3rd Floor, Customhouse, 50 Anzac Avenue, Auckland
, New Zealand",Showing 2 of 2 directors,,,,
544,862260,9429038061783,25 Jun 1997,Removed,NZ Limited Company,Yes,Not specified,httpsapp.companiesoffice.govt.nzco862260,862260,,"West Yates, Chartered Accountants, 72 Trafalgar Street, Nelson
, New Zealand","West Yates, Chartered Accountants, 72 Trafalgar Street, Nelson
, New Zealand",Showing 2 of 2 directors,,,,
545,99758,9429040442150,15 Dec 1976,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco99758,99758,,"10 Hepburn St, Freemans Bay, Auckland
, New Zealand",,,,,,
546,654034,9429038581403,09 Nov 1994,Removed,NZ Limited Company,Yes,Not specified,httpsapp.companiesoffice.govt.nzco654034,654034,,"Morgan's Road, Hukerenui
, New Zealand","Morgan's Road, Hukerenui
, New Zealand",Showing 1 of 1 directors,,,,
547,1626690,9429034805534,26 Apr 2005,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco1626690,1626690,,"C/o Lowthers Auckland Limited, Level 12, 191 Queen Street, Auckland Centre, Auckland
, New Zealand","C/o Lowthers Auckland Limited, Level 12, 191 Queen Street, Auckland Centre, Auckland
, New Zealand",Showing 1 of 1 directors,,,,
548,380888,9429039489999,11 Apr 1988,Removed,NZ Limited Company,Yes,Not specified,httpsapp.companiesoffice.govt.nzco380888,380888,,"C/-neesham Pike Thomas Limited, 2 Pompallier Terrace, Ponsonby, Auckland
, New Zealand","C/-neesham Pike Thomas Limited, 2 Pompallier Terrace, Ponsonby, Auckland
, New Zealand",Showing 2 of 2 directors,,,,
549,595908,9429038822032,12 Jul 1993,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco595908,595908,,"10th Floor, Price Waterhouse Centre, 66 Wyndham Street, Auckland
, New Zealand","10th Floor, Price Waterhouse Centre, 66 Wyndham Street, Auckland
, New Zealand",Showing 2 of 2 directors,,,,
550,44558,9429040742793,19 Sep 1939,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco44558,44558,,"2/45 Glenmore St, Pakuranga, Auckland
, New Zealand",,,,,,
551,1722253,9429034450345,09 Nov 2005,Removed,NZ Limited Company,No,No,httpsapp.companiesoffice.govt.nzco1722253,1722253,,"BFA, 1188 Whakaue Street, Rotorua, Rotorua, 3010
, New Zealand","BFA, 1188 Whakaue Street, Rotorua, Rotorua, 3010
, New Zealand",Showing 1 of 1 directors,,,,
552,1742218,9429034393574,06 Dec 2005,Removed,NZ Limited Company,Yes,Not specified,httpsapp.companiesoffice.govt.nzco1742218,1742218,,"Brophy Knight Limited, 144 Tancred Street, Ashburton, 7700
, New Zealand","Brophy Knight Limited, 144 Tancred Street, Ashburton, 7700
, New Zealand",Showing 2 of 4 directors,,,,
553,6418173,9429046330956,01 Sep 2017,Removed,NZ Limited Company,No,No,httpsapp.companiesoffice.govt.nzco6418173,6418173,,"2-4 York Street, Newmarket, Auckland, 1023
, New Zealand","2-4 York Street, Newmarket, Auckland, 1023
, New Zealand",Showing 2 of 2 directors,,,,
554,1307062,9429035968832,22 May 2003,Removed,NZ Limited Company,Yes,Not specified,httpsapp.companiesoffice.govt.nzco1307062,1307062,,"Curran And Associates, 4b Graham Road, Takanini
, New Zealand","102 Watle Farm Road, Wattle Downs, Manukau 2103
, New Zealand",Showing 2 of 2 directors,,,,
555,1963286,9429033261249,02 Jul 2007,Removed,NZ Limited Company,No,No,httpsapp.companiesoffice.govt.nzco1963286,1963286,,"64 Ody Road, Rd 4, Whangarei, 0174
, New Zealand","64 Ody Road, Rd 4, Whangarei, 0174
, New Zealand",Showing 1 of 1 directors,,,,
556,2286528,9429032119367,28 Jul 2009,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco2286528,2286528,,"3 Gadsby Road, Mangere, Auckland
, New Zealand","3 Gadsby Road, Mangere, Auckland
, New Zealand",Showing 2 of 2 directors,,,,
557,603148,9429038800412,07 Oct 1993,Removed,NZ Limited Company,Yes,Not specified,httpsapp.companiesoffice.govt.nzco603148,603148,,"Building E, The Gate, 373 Neilson Street, Onehunga
, New Zealand","Building E, The Gate, 373 Neilson Street, Onehunga
, New Zealand",Showing 2 of 2 directors,,,,
558,94149,9429040493312,17 Apr 1975,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco94149,94149,,"4085 Great North Rd, Glen Eden
, New Zealand","4085 Great North Rd, Glen Eden
, New Zealand",Showing 1 of 1 directors,,,,
559,200957,9429040019383,26 Jul 1982,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco200957,200957,,"C/- Hubbard Churcher & Co, Chartered Accountants, 39 George St, Timaru
, New Zealand","C/- Hubbard Churcher & Co, Chartered Accountants, 39 George St, Timaru
, New Zealand",Showing 2 of 4 directors,,,,
