,Company number:,NZBN:,Incorporation Date:,Company Status:,Entity type:,Constitution filed:,FRA Reporting Month:,Ultimate holding company,Directors,Company record link:,company_id,address.Registered office address,address.Registered Office,address.Address for service
395,98250,9429040454375,16 Jun 1976,Removed,NZ Limited Company,Yes,,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco98250,98250,,"2 Pompallier Terrace, Ponsonby
, New Zealand","Ground Floor, Pompallier Centre, 2 Pompallier Terrace, Ponsonby, Auckland
, New Zealand"
396,,,,,,,,,,,98807,,,
397,,,,,,,,,,,66716,,,
398,,,,,,,,,,,1290570,,,
399,,,,,,,,,,,1594452,,,
400,923340,9429037773397,03 Sep 1998,Removed,NZ Limited Company,Yes,,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco923340,923340,,"35 Drews Avenue, Wanganui
, New Zealand","35 Drews Avenue, Wanganui
, New Zealand"
401,,,,,,,,,,,1278735,,,
402,,,,,,,,,,,2052402,,,
403,,,,,,,,,,,1381862,,,
404,,,,,,,,,,,1295298,,,
405,3579591,9429030926097,04 Oct 2011,Removed,NZ Limited Company,No,,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco3579591,3579591,,"Unit 34, 332 Great North Road, Grey Lynn, Auckland, 1021
, New Zealand","Unit 34, 332 Great North Road, Grey Lynn, Auckland, 1021
, New Zealand"
406,,,,,,,,,,,1629470,,,
407,,,,,,,,,,,1871916,,,
408,,,,,,,,,,,7914797,,,
409,,,,,,,,,,,324661,,,
410,2237887,9429032275216,25 May 2009,Removed,NZ Limited Company,Yes,,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco2237887,2237887,,"222 Dairy Flat Highway, Albany Village, Noth Shore City, 0755
, New Zealand","222 Dairy Flat Highway, Albany Village, Noth Shore City, 0755
, New Zealand"
411,,,,,,,,,,,1275749,,,
412,,,,,,,,,,,407864,,,
413,,,,,,,,,,,5958317,,,
414,,,,,,,,,,,4676419,,,
415,3883176,9429030630581,14 Jun 2012,Removed,NZ Limited Company,No,,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco3883176,3883176,,"SEARELL & CO LTD, 433 St Asaph Street, Phillipstown, Christchurch, 8011
, New Zealand","SEARELL & CO LTD, 433 St Asaph Street, Phillipstown, Christchurch, 8011
, New Zealand"
416,,,,,,,,,,,929072,,,
417,,,,,,,,,,,1755837,,,
418,,,,,,,,,,,90190,,,
419,,,,,,,,,,,3516491,,,
420,8502026,9429050919819,25 Oct 2022,Removed,NZ Limited Company,No,,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco8502026,8502026,,"Alesha Hazlewood, 135 Conclusion Street, Ascot Park, Porirua, 5024
, New Zealand","Alesha Hazlewood, 135 Conclusion Street, Ascot Park, Porirua, 5024
, New Zealand"
421,,,,,,,,,,,1180539,,,
422,,,,,,,,,,,1479721,,,
423,,,,,,,,,,,2076677,,,
424,,,,,,,,,,,4274,,,
425,7043648,9429047038059,21 Sep 2018,Removed,NZ Limited Company,No,,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco7043648,7043648,,"koroheke pohomare honore brennan, 40 Ascot Street, Saint Kilda, Dunedin, 9012
, New Zealand","jimmy Pohomare koroheke honore brennan, 40 Ascot Street, Saint Kilda, Dunedin, 9012
, New Zealand"
426,,,,,,,,,,,200099,,,
427,,,,,,,,,,,1358142,,,
428,,,,,,,,,,,181907,,,
429,2082969,9429032954043,18 Jan 2008,Removed,NZ Limited Company,No,,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco2082969,2082969,,"gfa Chartered Accountants Ltd, 242 Bank Street, Te Awamutu, 3800
, New Zealand","gfa Chartered Accountants Ltd, 242 Bank Street, Te Awamutu, 3800
, New Zealand"
430,,,,,,,,,,,1413119,,,
431,,,,,,,,,,,12476,,,
432,,,,,,,,,,,2023191,,,
433,,,,,,,,,,,5997199,,,
434,2367930,9429031750134,25 Nov 2009,Removed,NZ Limited Company,No,,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco2367930,2367930,,"Brian E Prestidge & Associates, 139 Princes Street, Hawera
, New Zealand","Edward D Prime, 46 Kamahi Avenue, Hawera, 4610
, New Zealand"
435,,,,,,,,,,,2024764,,,
436,,,,,,,,,,,2041317,,,
437,,,,,,,,,,,18782,,,
438,,,,,,,,,,,1469327,,,
439,121639,9429031995498,28 Jun 1935,Removed,NZ Limited Company,No,,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco121639,121639,,"Coopers & Lybrand, 113-119 The Terrace, Wellington
, New Zealand",
440,,,,,,,,,,,1284809,,,
441,,,,,,,,,,,1109,,,
442,,,,,,,,,,,592118,,,
443,,,,,,,,,,,1137033,,,
444,1666334,9429034647561,26 Jul 2005,Removed,NZ Limited Company,No,,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1666334,1666334,,"276 Wairakei Road, Christchurch
, New Zealand","276 Wairakei Road, Christchurch
, New Zealand"
445,,,,,,,,,,,1769265,,,
446,,,,,,,,,,,2138077,,,
447,,,,,,,,,,,2146219,,,
448,,,,,,,,,,,68563,,,
449,5857567,9429042090014,27 Nov 2015,Removed,NZ Limited Company,No,,No,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco5857567,5857567,,"YOUNG & SUCCESS LIMITED, 9a Sir Gil Simpson Drive, Burnside, Christchurch, 8053
, New Zealand","YOUNG & SUCCESS LIMITED, 9a Sir Gil Simpson Drive, Burnside, Christchurch, 8053
, New Zealand"
450,,,,,,,,,,,580728,,,
451,,,,,,,,,,,59833,,,
452,,,,,,,,,,,1047630,,,
453,,,,,,,,,,,1518260,,,
454,1152784,9429036823024,03 Aug 2001,Removed,NZ Limited Company,No,,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1152784,1152784,,"Level 11, Shortland Tower One, 51/53 Shortland Street, Auckland
, New Zealand","Level 11, Shortland Tower One, 51/53 Shortland Street, Auckland
, New Zealand"
455,,,,,,,,,,,1871018,,,
456,,,,,,,,,,,62615,,,
457,,,,,,,,,,,7970618,,,
458,,,,,,,,,,,833845,,,
459,8796122,9429051423711,23 Jun 2023,Removed,NZ Limited Company,No,,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco8796122,8796122,,"522 Bower Avenue, Parklands, Christchurch, 8083
, New Zealand","522 Bower Avenue, Parklands, Christchurch, 8083
, New Zealand"
460,,,,,,,,,,,580573,,,
461,,,,,,,,,,,1809774,,,
462,,,,,,,,,,,116857,,,
463,,,,,,,,,,,1179791,,,
464,467543,9429039227430,14 May 1990,Removed,NZ Limited Company,Yes,,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco467543,467543,,"Flat 7, 32 Marau Crescent, Mission Bay, Auckland, 1071
, New Zealand","Flat 7, 32 Marau Crescent, Mission Bay, Auckland, 1071
, New Zealand"
465,,,,,,,,,,,554450,,,
466,,,,,,,,,,,2441819,,,
467,,,,,,,,,,,3598791,,,
468,,,,,,,,,,,8049838,,,
469,1910873,9429033596761,23 Feb 2007,Removed,NZ Limited Company,Yes,,No,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1910873,1910873,,"Bailey Ingham Limited, Chartered Accountants, 18 Maniapoto Street, Otorohanga, Otorohanga, 3900
, New Zealand","Bailey Ingham Limited, Chartered Accountants, 18 Maniapoto Street, Otorohanga, Otorohanga, 3900
, New Zealand"
470,,,,,,,,,,,2156576,,,
471,,,,,,,,,,,7534956,,,
472,1027056,9429037299521,28 Apr 2000,Removed,NZ Limited Company,No,,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1027056,1027056,,"44 Western Rise, Ohau, Rd 20, Levin 5570
, New Zealand","44 Western Rise, Ohau, Rd 20, Levin 5570
, New Zealand"
473,,,,,,,,,,,5845030,,,
474,,,,,,,,,,,1103144,,,
475,,,,,,,,,,,3103088,,,
476,,,,,,,,,,,1979374,,,
477,1509671,9429035415046,03 May 2004,Removed,NZ Limited Company,Yes,,Not specified,Showing 2 of 4 directors,httpsapp.companiesoffice.govt.nzco1509671,1509671,,"Bdo Spicers Hamilton Ltd, 1st Floor, Bdo, Bldg, Cnr Harwood & Rostrevor, Streets, Hamilton
, New Zealand","Bdo Spicers Hamilton Ltd, 1st Floor, Bdo, Bldg, Cnr Harwood & Rostrevor, Streets, Hamilton
, New Zealand"
478,,,,,,,,,,,6392153,,,
479,,,,,,,,,,,1942562,,,
480,,,,,,,,,,,1548971,,,
481,,,,,,,,,,,2367949,,,
482,95042,9429040484914,16 Jul 1975,Removed,NZ Limited Company,No,,Not specified,,httpsapp.companiesoffice.govt.nzco95042,95042,,"2nd Flr, Lorne Towers, Lorne St, Auckland
, New Zealand",
483,,,,,,,,,,,3556892,,,
484,,,,,,,,,,,6751574,,,
485,,,,,,,,,,,101264,,,
486,,,,,,,,,,,5884140,,,
487,1315488,9429035954941,03 Jun 2003,Removed,NZ Limited Company,Yes,,Not specified,Showing 2 of 4 directors,httpsapp.companiesoffice.govt.nzco1315488,1315488,,"21 Nirvana Street, Brooklands, Christchurch
, New Zealand","21 Nirvana Street, Brooklands, Christchurch
, New Zealand"
488,,,,,,,,,,,484237,,,
489,,,,,,,,,,,1727581,,,
490,,,,,,,,,,,1369885,,,
491,,,,,,,,,,,2216861,,,
492,7093174,9429047096646,24 Oct 2018,Removed,NZ Limited Company,No,,No,Showing 2 of 3 directors,httpsapp.companiesoffice.govt.nzco7093174,7093174,,"77 West Harbour Drive, West Harbour, Auckland, 0618
, New Zealand","77 West Harbour Drive, West Harbour, Auckland, 0618
, New Zealand"
493,,,,,,,,,,,4294658,,,
494,,,,,,,,,,,950374,,,
495,,,,,,,,,,,868945,,,
496,,,,,,,,,,,125327,,,
497,46995,9429040736129,29 Oct 1948,Removed,NZ Limited Company,Yes,,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco46995,46995,,"Level 5, 110 Symonds Street, Auckland
, New Zealand","Level 5, 110 Symonds Street, Auckland
, New Zealand"
498,,,,,,,,,,,77932,,,
499,,,,,,,,,,,1332387,,,
500,,,,,,,,,,,8330560,,,
501,,,,,,,,,,,691545,,,
502,1605132,9429034926116,22 Feb 2005,Removed,NZ Limited Company,Yes,,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1605132,1605132,,"14b Michigan Place, Burwood, Christchurch 8006
, New Zealand","14b Michigan Place, Burwood, Christchurch 8006
, New Zealand"
503,,,,,,,,,,,1755346,,,
504,,,,,,,,,,,176779,,,
505,,,,,,,,,,,1270327,,,
506,,,,,,,,,,,110514,,,
507,868082,9429038035692,22 Aug 1997,Removed,NZ Limited Company,Yes,,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco868082,868082,,"Robertson Humphreys & Co, Chartered Accountant, Cnr East & Wood Streets, Papakura
, New Zealand","Robertson Humphreys & Co, Chartered Accountant, Cnr East & Wood Streets, Papakura
, New Zealand"
508,,,,,,,,,,,192096,,,
509,,,,,,,,,,,7860605,,,
510,,,,,,,,,,,882499,,,
511,,,,,,,,,,,2112120,,,
512,827150,9429038233135,04 Oct 1996,Removed,NZ Limited Company,Yes,,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco827150,827150,,"219 Oceanbeach Rd, Mt Maunganui
, New Zealand","219 Oceanbeach Rd, Tauranga
, New Zealand"
513,,,,,,,,,,,646855,,,
514,,,,,,,,,,,1908782,,,
515,,,,,,,,,,,1223124,,,
516,168310,9429040186276,03 Nov 1972,Removed,NZ Limited Company,Yes,,Not specified,Showing 2 of 3 directors,httpsapp.companiesoffice.govt.nzco168310,168310,,"2nd Floor Tasman Energy Building, 281 Queen Street, Richmond, Nelson
, New Zealand","2nd Floor Tasman Energy Building, 281 Queen Street, Richmond, Nelson
, New Zealand"
517,,,,,,,,,,,1789615,,,
518,,,,,,,,,,,4254719,,,
519,,,,,,,,,,,2121210,,,
520,,,,,,,,,,,198860,,,
521,1196520,9429036579105,19 Mar 2002,Removed,NZ Limited Company,No,,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1196520,1196520,,"40 Collie Street, Hillpark, Manurewa, Auckland
, New Zealand","40 Collie Street, Hillpark, Manurewa, Auckland
, New Zealand"
522,,,,,,,,,,,1469066,,,
523,,,,,,,,,,,10584,,,
524,,,,,,,,,,,551334,,,
525,,,,,,,,,,,6540455,,,
526,90173,9429040518657,15 Feb 1974,Removed,NZ Limited Company,No,,Not specified,,httpsapp.companiesoffice.govt.nzco90173,90173,,"C/o Official Assignee, 2nd Floor Lorne Towers, Lorne Street, Auckland 1
, New Zealand",
527,,,,,,,,,,,2186599,,,
528,,,,,,,,,,,6871253,,,
529,,,,,,,,,,,2231077,,,
530,,,,,,,,,,,9448,,,
531,102595,9429040423180,17 Mar 1978,Removed,NZ Limited Company,No,,Not specified,,httpsapp.companiesoffice.govt.nzco102595,102595,,"3 Kahika Rd, Beach Haven, Auckland
, New Zealand",
532,,,,,,,,,,,2153009,,,
533,,,,,,,,,,,36132,,,
534,,,,,,,,,,,1008936,,,
535,,,,,,,,,,,1593065,,,
536,1490003,9429035499176,04 Mar 2004,Removed,NZ Limited Company,Yes,,No,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1490003,1490003,,"BW Miller Dean Ltd, Level 9, 94 Dixon Street, Te Aro, Wellington, 6011
, New Zealand","BW Miller Dean Ltd, Level 9, 94 Dixon Street, Te Aro, Wellington, 6011
, New Zealand"
537,,,,,,,,,,,107690,,,
538,,,,,,,,,,,1173601,,,
539,,,,,,,,,,,6016848,,,
540,,,,,,,,,,,113582,,,
541,964579,9429037560720,05 Jul 1999,Removed,NZ Limited Company,No,,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco964579,964579,,"A Mcd Ltd, 7 Earn Place, Melrose, Wellington
, New Zealand","A Mcd Ltd, 7 Earn Place, Melrose, Wellington
, New Zealand"
542,,,,,,,,,,,1986430,,,
543,,,,,,,,,,,525725,,,
544,,,,,,,,,,,351963,,,
545,4621944,9429030080065,29 Aug 2013,Removed,NZ Limited Company,No,,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco4621944,4621944,,"1/55 Sainsbury Road, St Lukes, Auckland, 1025
, New Zealand","1/55 Sainsbury Road, St Lukes, Auckland, 1025
, New Zealand"
546,,,,,,,,,,,1174012,,,
547,,,,,,,,,,,847020,,,
548,,,,,,,,,,,803934,,,
549,,,,,,,,,,,196894,,,
550,1147967,9429036849147,05 Jul 2001,Removed,NZ Limited Company,Yes,,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1147967,1147967,,"2 Wye Street, Hamilton
, New Zealand","2 Wye Street, Hamilton
, New Zealand"
551,,,,,,,,,,,1426967,,,
552,,,,,,,,,,,1349129,,,
553,,,,,,,,,,,7277437,,,
554,,,,,,,,,,,1514358,,,
555,5883286,9429042171669,03 Feb 2016,Removed,NZ Limited Company,Yes,,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco5883286,5883286,,"MALCOLM WEBSTER LIMITED, 214 Devonport Road, Tauranga, 3110
, New Zealand","MALCOLM WEBSTER LIMITED, 214 Devonport Road, Tauranga, 3110
, New Zealand"
556,,,,,,,,,,,89262,,,
557,,,,,,,,,,,1898771,,,
558,,,,,,,,,,,122383,,,
559,,,,,,,,,,,104392,,,
560,923408,9429037771324,09 Sep 1998,Removed,NZ Limited Company,Yes,,No,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco923408,923408,,"VGA Chartered Accountants Limited, Unit G12, 23 Edwin Street, Mt Eden, Auckland, 1024
, New Zealand","VGA Chartered Accountants Limited, Unit G12, 23 Edwin Street, Mt Eden, Auckland, 1024
, New Zealand"
561,,,,,,,,,,,1488848,,,
562,,,,,,,,,,,6466959,,,
563,,,,,,,,,,,463885,,,
564,,,,,,,,,,,146858,,,
565,949485,9429037642419,16 Mar 1999,Removed,NZ Limited Company,Yes,,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco949485,949485,,"C/-noble & Lee Limited, Chartered Accountants, 51 Arawa Street, Matamata
, New Zealand","C/-noble & Lee Limited, Chartered Accountants, 51 Arawa Street, Matamata
, New Zealand"
566,,,,,,,,,,,6356352,,,
567,,,,,,,,,,,31250,,,
568,,,,,,,,,,,341011,,,
569,,,,,,,,,,,2165432,,,
570,435442,9429039321626,09 Aug 1989,Removed,NZ Limited Company,No,,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco435442,435442,,"Stretton & Co., Town Gate Building,, 44 Heu Heu Street,, Taupo.
, New Zealand","Stretton & Co., Town Gate Building,, 44 Heu Heu Street,, Taupo.
, New Zealand"
571,,,,,,,,,,,8628828,,,
572,,,,,,,,,,,193331,,,
573,,,,,,,,,,,1449165,,,
574,,,,,,,,,,,107189,,,
575,318637,9429039691453,19 Sep 1986,Removed,NZ Limited Company,Yes,,No,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco318637,318637,,"Pretty Accounting, 181 Bridge Street, Nelson, 7010
, New Zealand","232 Otake Road, Rd 1, Taupo, 3377
, New Zealand"
576,,,,,,,,,,,978895,,,
577,,,,,,,,,,,83137,,,
578,,,,,,,,,,,821505,,,
579,,,,,,,,,,,5624128,,,
580,126311,9429031953023,20 Sep 1960,Removed,NZ Limited Company,No,,Not specified,,httpsapp.companiesoffice.govt.nzco126311,126311,,"Messrs Wilkinson Wilberfoss, Bnz House 129 Hereford Street, P O Box 768, Christchurch
, New Zealand",
581,,,,,,,,,,,1161673,,,
582,,,,,,,,,,,918953,,,
583,,,,,,,,,,,39353,,,
584,,,,,,,,,,,18538,,,
585,1828142,9429034054291,29 Jun 2006,Removed,NZ Limited Company,Yes,,No,Showing 2 of 3 directors,httpsapp.companiesoffice.govt.nzco1828142,1828142,,"10 Twomey Drive, Pukekohe, Auckland, 2120
, New Zealand","10 Twomey Drive, Pukekohe, Auckland, 2120
, New Zealand"
586,,,,,,,,,,,3798136,,,
587,,,,,,,,,,,1973573,,,
588,,,,,,,,,,,7196833,,,
589,,,,,,,,,,,8181384,,,
590,84305,9429040558226,07 Jun 1972,Removed,NZ Limited Company,No,,Not specified,,httpsapp.companiesoffice.govt.nzco84305,84305,,"Suite 1, 33 Mokoia Rd, Birkenhead, Auckland
, New Zealand",
591,,,,,,,,,,,287429,,,
592,,,,,,,,,,,842181,,,
593,,,,,,,,,,,175298,,,
594,,,,,,,,,,,1489446,,,
595,87708,9429040535111,25 Jun 1973,Removed,NZ Limited Company,No,,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco87708,87708,,"79 Ranfurly Road, Epsom
, New Zealand","79 Ranfurly Road, Epsom
, New Zealand"
596,,,,,,,,,,,2162220,,,
597,,,,,,,,,,,161250,,,
598,,,,,,,,,,,141014,,,
599,,,,,,,,,,,3329207,,,
600,1505050,9429035436294,20 Apr 2004,Removed,NZ Limited Company,No,,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1505050,1505050,,"Unit F 402 Titirangi Road, Titirangi Village, Auckland
, New Zealand","Unit F 402 Titirangi Road, Titirangi Village, Auckland
, New Zealand"
601,,,,,,,,,,,1538209,,,
602,,,,,,,,,,,2333451,,,
603,,,,,,,,,,,815393,,,
604,,,,,,,,,,,1875832,,,
605,1237823,9429036340804,25 Sep 2002,Removed,NZ Limited Company,No,,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1237823,1237823,,"C/-d Boyes, 15 Antimony Crescent, Cromwell
, New Zealand","C/-d Boyes, 15 Antimony Crescent, Cromwell
, New Zealand"
606,,,,,,,,,,,865640,,,
607,,,,,,,,,,,874954,,,
608,,,,,,,,,,,4680139,,,
609,,,,,,,,,,,667579,,,
610,1640372,9429034736272,26 May 2005,Removed,NZ Limited Company,No,,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1640372,1640372,,"41 Homebush Road, Wellington
, New Zealand","41 Homebush Road, Wellington
, New Zealand"
611,,,,,,,,,,,8164066,,,
612,,,,,,,,,,,1270099,,,
613,,,,,,,,,,,91221,,,
614,,,,,,,,,,,861472,,,
615,556968,9429038950124,10 Aug 1992,Removed,NZ Limited Company,No,,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco556968,556968,,"100 Burnett Street, Ashburton
, New Zealand",
616,,,,,,,,,,,1633337,,,
617,,,,,,,,,,,1013486,,,
618,157464,9429040252292,16 Jul 1975,Removed,NZ Limited Company,No,,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco157464,157464,,"22 Russell St, Invercargil
, New Zealand","22 Russell St, Invercargil
, New Zealand"
619,,,,,,,,,,,3713539,,,
620,,,,,,,,,,,81248,,,
621,,,,,,,,,,,20495,,,
622,,,,,,,,,,,2073213,,,
623,558195,9429038945434,02 Oct 1992,Removed,NZ Limited Company,Yes,,Not specified,Showing 2 of 3 directors,httpsapp.companiesoffice.govt.nzco558195,558195,,"Staples Rodway (hb) Limited, Chartered Accountants, 205 Hastings Street South, Hastings
, New Zealand","Staples Rodway (hb) Limited, Chartered Accountants, 205 Hastings Street South, Hastings
, New Zealand"
624,,,,,,,,,,,2427488,,,
625,,,,,,,,,,,488687,,,
626,,,,,,,,,,,164807,,,
627,,,,,,,,,,,40435,,,
628,79008,9429040592367,27 Apr 1970,Removed,NZ Limited Company,No,,Not specified,,httpsapp.companiesoffice.govt.nzco79008,79008,,"National Mutual Building, Rathbone Street, Whangarei
, New Zealand",
629,,,,,,,,,,,2103797,,,
630,,,,,,,,,,,2199141,,,
631,,,,,,,,,,,150987,,,
632,,,,,,,,,,,2125472,,,
633,1932357,9429033458489,02 May 2007,Removed,NZ Limited Company,Yes,,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1932357,1932357,,"6 Blake Street, Rangiora
, New Zealand","6 Blake Street, Rangiora
, New Zealand"
634,,,,,,,,,,,126155,,,
635,,,,,,,,,,,100936,,,
636,,,,,,,,,,,319842,,,
637,,,,,,,,,,,77194,,,
638,2354350,9429031798662,30 Oct 2009,Removed,NZ Limited Company,No,,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco2354350,2354350,,"Level 1, Stewart Dawsons Corner, 2 Willis Street, Wellington
, New Zealand","Level 1, Stewart Dawsons Corner, 2 Willis Street, Wellington
, New Zealand"
639,,,,,,,,,,,1295754,,,
640,,,,,,,,,,,845836,,,
641,,,,,,,,,,,189765,,,
642,,,,,,,,,,,1549617,,,
643,197862,9429040047867,06 Oct 1978,Removed,NZ Limited Company,No,,Not specified,,httpsapp.companiesoffice.govt.nzco197862,197862,,"130 Main Road, Kumeu
, New Zealand",
644,,,,,,,,,,,2515809,,,
645,,,,,,,,,,,10227,,,
646,,,,,,,,,,,1232564,,,
647,,,,,,,,,,,1488981,,,
648,1198972,9429036563814,25 Mar 2002,Removed,NZ Limited Company,Yes,,No,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1198972,1198972,,"11 Phoebe Meikle Place, Torbay Heights, Auckland
, New Zealand","11 Phoebe Meikle Place, Torbay Heights, Auckland
, New Zealand"
649,,,,,,,,,,,118097,,,
650,,,,,,,,,,,7049057,,,
651,,,,,,,,,,,446486,,,
652,,,,,,,,,,,55763,,,
653,1729639,9429034427323,23 Nov 2005,Removed,NZ Limited Company,No,,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1729639,1729639,,"25 Te Hapua Road, Rd 1, Otaki, 5581
, New Zealand","35 Te Hapua Road, Rd 1, Otaki, 5581
, New Zealand"
654,,,,,,,,,,,91090,,,
655,,,,,,,,,,,1815585,,,
656,,,,,,,,,,,108178,,,
657,,,,,,,,,,,1445900,,,
658,915090,9429037812607,16 Jul 1998,Removed,NZ Limited Company,No,,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco915090,915090,,"6 Winston Street, Crofton Downs, Wellington
, New Zealand","6 Winston Street, Crofton Downs, Wellington
, New Zealand"
659,,,,,,,,,,,5808767,,,
660,,,,,,,,,,,1283125,,,
661,,,,,,,,,,,438121,,,
662,,,,,,,,,,,33607,,,
663,195961,9429040062907,27 Feb 1976,Removed,NZ Limited Company,No,,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco195961,195961,,"1140 Victoria Street,, Hamilton.
, New Zealand","1140 Victoria Street,, Hamilton.
, New Zealand"
664,,,,,,,,,,,8662566,,,
665,,,,,,,,,,,683940,,,
666,,,,,,,,,,,1740479,,,
667,,,,,,,,,,,831492,,,
668,191001,9429040096506,14 Jul 1970,Removed,NZ Limited Company,No,,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco191001,191001,,"240 Strand, Whakatane
, New Zealand",
669,,,,,,,,,,,3903340,,,
670,,,,,,,,,,,1087771,,,
671,,,,,,,,,,,85701,,,
672,,,,,,,,,,,6225961,,,
673,691710,9429038432811,11 Aug 1995,Removed,NZ Limited Company,No,,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco691710,691710,,"Armstrong Sinkinson & Associates Ltd, 40 Taharoto Road, Takapuna, Auckland, 0622
, New Zealand","21 Terrace Ave, Morrinsville, 3300
, New Zealand"
674,,,,,,,,,,,683939,,,
675,,,,,,,,,,,940555,,,
676,,,,,,,,,,,1705353,,,
677,,,,,,,,,,,1983887,,,
678,2183826,9429032509649,20 Nov 2008,Removed,NZ Limited Company,No,,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco2183826,2183826,,"59 Kirkcaldy Street, Dunedin 9012
, New Zealand","59 Kirkcaldy Street, Dunedin 9012
, New Zealand"
679,,,,,,,,,,,1517557,,,
680,,,,,,,,,,,1148114,,,
681,,,,,,,,,,,4272038,,,
682,,,,,,,,,,,206902,,,
683,1200845,9429036553235,08 Apr 2002,Removed,NZ Limited Company,Yes,,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1200845,1200845,,"C/- Malcolm Webster Limited, 53 Fraser Street, Tauranga
, New Zealand","C/- Malcolm Webster Limited, 53 Fraser Street, Tauranga
, New Zealand"
684,,,,,,,,,,,192303,,,
685,,,,,,,,,,,1596727,,,
686,,,,,,,,,,,1108645,,,
687,,,,,,,,,,,1429687,,,
688,5981847,9429042335184,06 May 2016,Removed,NZ Limited Company,No,,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco5981847,5981847,,"Amit Sami, 92 Friedlanders Road, Manurewa, Auckland, 2102
, New Zealand","Amit Sami, 92 Friedlanders Road, Manurewa, Auckland, 2102
, New Zealand"
689,,,,,,,,,,,451820,,,
690,,,,,,,,,,,3577571,,,
691,,,,,,,,,,,1888803,,,
692,115644,9429032070057,22 Oct 1982,Removed,NZ Limited Company,No,,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco115644,115644,,"160 Gt South Rd, Manurewa
, New Zealand",
693,,,,,,,,,,,1251776,,,
694,,,,,,,,,,,4885419,,,
695,,,,,,,,,,,1773211,,,
696,,,,,,,,,,,1875148,,,
697,586735,9429038853715,16 Apr 1993,Removed,NZ Limited Company,No,,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco586735,586735,,"66 Wyndham Street, Auckland
, New Zealand","66 Wyndham Street, Auckland
, New Zealand"
698,,,,,,,,,,,1899956,,,
699,,,,,,,,,,,825016,,,
700,,,,,,,,,,,1631081,,,
701,,,,,,,,,,,4658144,,,
