,Company number:,NZBN:,Incorporation Date:,Company Status:,Entity type:,Constitution filed:,Ultimate holding company,Directors,Company record link:,company_id,address.Registered office address,address.Registered Office,address.Address for service,FRA Reporting Month:,Country of Origin:,address.Principal place of business in NZ,address.Address of person authorised to accept service in NZ,Receiver:,Organisation:,Phone:,Email:,Appointed:,Brief description of propertyin receivership:,Reports,address.Type of entity,Status:,Reports:,ACN Number:
501,7017493,9429047007321,05 Sep 2018,Removed,NZ Limited Company,No,PRIME TECHNOLOGIES LIMITED,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco7017493,7017493,,"Harts Cartered Accountants, 325 Ti Rakau Drive, Burswood, Auckland, 2013
, New Zealand","Prime Tech, Flat 3, 135 Cryers Road, East Tamaki, Auckland, 2013
, New Zealand",,,,,,,,,,,,,,,
502,1790720,9429034229484,03 Apr 2006,Removed,NZ Limited Company,Yes,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1790720,1790720,,"C/-koller & Hassall Limited, 267 High Street, Rangiora
, New Zealand","45 West Belt, Rangiora
, New Zealand",,,,,,,,,,,,,,,
503,3977178,9429030536845,13 Sep 2012,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco3977178,3977178,,"164 Strickland Street, Sydenham, Christchurch, 8023
, New Zealand","164 Strickland Street, Sydenham, Christchurch, 8023
, New Zealand",,,,,,,,,,,,,,,
504,3328271,9429031168106,28 Mar 2011,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco3328271,3328271,,"29 Glenross Drive, Wattle Downs, Manukau, 2103
, New Zealand","29 Glenross Drive, Wattle Downs, Manukau, 2103
, New Zealand",,,,,,,,,,,,,,,
505,1636597,9429034758663,23 May 2005,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1636597,1636597,,"Hintons Limited Chartered Accountants, 20 Oxford Street, Richmond, Nelson
, New Zealand","Hintons Limited Chartered Accountants, 20 Oxford Street, Richmond, Nelson
, New Zealand",,,,,,,,,,,,,,,
506,1808029,9429034154991,26 Apr 2006,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1808029,1808029,,"Level 15, Swanson House, 12-26 Swanson Stret, Auckland, 1010
, New Zealand","Level 15, Swanson House, 12-26 Swanson Stret, Auckland, 1010
, New Zealand",,,,,,,,,,,,,,,
507,1016987,9429037355654,21 Feb 2000,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1016987,1016987,,"105 Remuera Road, Remuera, Auckland
, New Zealand","105 Remuera Road, Remuera, Auckland
, New Zealand",,,,,,,,,,,,,,,
508,863047,9429038060472,08 Jul 1997,Removed,NZ Limited Company,Yes,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco863047,863047,,"Unit F, 6/43 Omega Str, North Harbour, Industrial Estate, Auckland
, New Zealand","4/9 Milford Road, Milford, Auckland 9
, New Zealand",,,,,,,,,,,,,,,
509,145478,9429040315393,01 Jul 1957,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco145478,145478,,"C/o Pedofsky Weaver & Ibbotson, 69 Tarbert St, Alexandra
, New Zealand",,,,,,,,,,,,,,,,
510,1171922,9429036717583,12 Nov 2001,Removed,NZ Limited Company,Yes,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1171922,1171922,,"Leech & Partners Limited, 248 East Street, Ashburton
, New Zealand","Leech & Partners Limited, 248 East Street, Ashburton
, New Zealand",,,,,,,,,,,,,,,
511,1595538,9429034984406,01 Feb 2005,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1595538,1595538,,"Level 1, 50 Bloomfield Terrace, Lower Hutt
, New Zealand","Level 1, 50 Bloomfield Terrace, Lower Hutt
, New Zealand",,,,,,,,,,,,,,,
512,1164451,9429036757503,24 Sep 2001,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1164451,1164451,,"C/- Mr T M Mcgrath, 19 Clarence Street, Ponsonby, Auckland
, New Zealand","Same As The Registered Office
, New Zealand",,,,,,,,,,,,,,,
513,1897017,9429033680606,20 Dec 2006,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1897017,1897017,,"3 Sheffield Place, Howick, Auckland
, New Zealand","3 Sheffield Place, Howick, Auckland
, New Zealand",,,,,,,,,,,,,,,
514,5968210,9429042309857,21 Apr 2016,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco5968210,5968210,,"DAVID BURR & CO, 70 Arrow Street, Washington Valley, Nelson, 7010
, New Zealand","DAVID BURR & CO, 70 Arrow Street, Washington Valley, Nelson, 7010
, New Zealand",,,,,,,,,,,,,,,
515,2142860,9429032694154,27 Jun 2008,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco2142860,2142860,,"Deloitte, 50 Hazeldean Road, Addington, Christchurch, 8024
, New Zealand","Deloitte, 50 Hazeldean Road, Addington, Christchurch, 8024
, New Zealand",,,,,,,,,,,,,,,
516,1720078,9429034456682,28 Nov 2005,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1720078,1720078,,"881a Norfolk Road, R D 1, Carterton 5791
, New Zealand","881a Norfolk Road, R D 1, Carterton 5791
, New Zealand",,,,,,,,,,,,,,,
517,3691655,9429030841628,21 Dec 2011,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco3691655,3691655,,"CORTECH ACCOUNTING & TAXATION LIMITED, 22 Riverhills Avenue, Pakuranga Heights, Manukau, 2010
, New Zealand","CORTECH ACCOUNTING & TAXATION LIMITED, 22 Riverhills Avenue, Pakuranga Heights, Manukau, 2010
, New Zealand",,,,,,,,,,,,,,,
518,1700293,9429034524121,03 Oct 2005,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1700293,1700293,,"7th Floor, Southern Cross Building, 59 High Street, Auckland, 1010
, New Zealand","7th Floor, Southern Cross Building, 59 High Street, Auckland, 1010
, New Zealand",,,,,,,,,,,,,,,
519,3203952,9429031298001,29 Nov 2010,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco3203952,3203952,,"132 Sheffield Road, Rd 2, Helensville, 0875
, New Zealand","43a Waimarie Street, Saint Heliers, Auckland, 1071
, New Zealand",,,,,,,,,,,,,,,
520,155402,9429040263991,02 Sep 1957,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco155402,155402,,"C/o Mr I G Elder, 72 Main St, Gore
, New Zealand",,,,,,,,,,,,,,,,
521,186415,9429040121550,19 May 1964,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco186415,186415,,"G Ryan & Mitchell, Duke St West Box 5, Cambridge
, New Zealand",,,,,,,,,,,,,,,,
522,809758,9429038314353,16 May 1996,Removed,NZ Limited Company,Yes,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco809758,809758,,"Goldsmith Fox P K F, 236 Armagh Street, Christchurch
, New Zealand","Goldsmith Fox P K F, 236 Armagh Street, Christchurch
, New Zealand",,,,,,,,,,,,,,,
523,4644546,9429030064447,18 Sep 2013,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco4644546,4644546,,"G.M Moore, 18 Don Street, Oamaru North, Otago, 9400
, New Zealand","G.M Moore, 18 Don Street, Oamaru North, Otago, 9400
, New Zealand",,,,,,,,,,,,,,,
524,5108861,9429041178355,07 Apr 2014,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco5108861,5108861,,"32 Skelligs Drive, Flat Bush, Auckland, 2016
, New Zealand","32 Skelligs Drive, Flat Bush, Auckland, 2016
, New Zealand",March,,,,,,,,,,,,,,
525,1508375,9429035420675,26 Apr 2004,Removed,NZ Limited Company,Yes,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1508375,1508375,,"222 Dairy Flat Highway, Albany, Auckland, 0632
, New Zealand","222 Dairy Flat Highway, Albany, Auckland, 0632
, New Zealand",,,,,,,,,,,,,,,
526,1193952,9429036593651,07 Mar 2002,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1193952,1193952,,"Indepth Forensic Limited, 26e Liverpool Street, Hamilton
, New Zealand","Indepth Forensic Limited, 26e Liverpool Street, Hamilton
, New Zealand",,,,,,,,,,,,,,,
527,1848293,9429033960678,07 Aug 2006,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1848293,1848293,,"24 Edelweiss Grove, Upper Hutt
, New Zealand","24 Edelweiss Grove, Upper Hutt
, New Zealand",,,,,,,,,,,,,,,
528,618048,9429038740077,19 Jan 1994,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco618048,618048,,"2/393 Richardson Road, Mount Roskill, Auckland
, New Zealand","2/393 Richardson Road, Mount Roskill, Auckland
, New Zealand",,,,,,,,,,,,,,,
529,1306282,9429035972761,27 May 2003,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1306282,1306282,,"11a Anzac Avenue, Whakatane
, New Zealand","11a Anzac Avenue, Whakatane
, New Zealand",,,,,,,,,,,,,,,
530,4128379,9429030430235,28 Nov 2012,Removed,NZ Limited Company,No,RAVA ENTERPRISES LIMITED,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco4128379,4128379,,"439 Ararimu Valley Road, Waimauku Rd2, Auckland, 0882
, New Zealand","439 Ararimu Valley Road, Waimauku Rd2, Auckland, 0882
, New Zealand",,,,,,,,,,,,,,,
531,878019,9429037987312,10 Oct 1997,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco878019,878019,,"6 Kemble Close, Mangere
, New Zealand","6 Kemble Close, Mangere
, New Zealand",,,,,,,,,,,,,,,
532,6144210,9429043397853,28 Oct 2016,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco6144210,6144210,,"Mr C Kakau, 33 Kaituna Street, Waitangirua, Porirua, 5024
, New Zealand","C Kakau, 33 Kaituna Street, Waitangirua, Porirua, 5024
, New Zealand",,,,,,,,,,,,,,,
533,3178509,9429031331920,26 Oct 2010,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco3178509,3178509,,"140 Matai Road, Raumati Beach, Paraparaumu, 5032
, New Zealand","140 Matai Road, Raumati Beach, Paraparaumu, 5032
, New Zealand",,,,,,,,,,,,,,,
534,6892815,9429046889447,06 Jul 2018,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco6892815,6892815,,"150 Mokoia Road, Chatswood, Auckland, 0626
, New Zealand","150 Mokoia Road, Chatswood, Auckland, 0626
, New Zealand",,,,,,,,,,,,,,,
535,923383,9429037773236,14 Sep 1998,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco923383,923383,,"Level 1, 1 Princes Street, Auckland, 1010
, New Zealand","Level 1, 1 Princes Street, Auckland, 1010
, New Zealand",,,,,,,,,,,,,,,
536,2367790,9429031750639,24 Nov 2009,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco2367790,2367790,,"C/- 33 Putaitai Street, Stoke, Nelson, 7011
, New Zealand","C/- 33 Putaitai Street, Stoke, Nelson, 7011
, New Zealand",,,,,,,,,,,,,,,
537,5886894,9429042182245,08 Apr 2016,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco5886894,5886894,,"Flat 4, 27 Clivedon Place, Redwood, Christchurch, 8051
, New Zealand","Flat 4, 27 Clivedon Place, Redwood, Christchurch, 8051
, New Zealand",,,,,,,,,,,,,,,
538,3032185,9429031454766,19 Jul 2010,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco3032185,3032185,,"45 Parrs Cross Road, Henderson, Waitakere, 0612
, New Zealand","45 Parrs Cross Road, Henderson, Waitakere, 0612
, New Zealand",,,,,,,,,,,,,,,
539,2077736,9429032972672,07 Jan 2008,Removed,NZ Limited Company,No,No,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco2077736,2077736,,"Suite 10a, Level 10, 17 Albert St, Auckland Cbd
, New Zealand","Suite 10a, Level 10, 17 Albert St, Auckland Cbd
, New Zealand",,,,,,,,,,,,,,,
540,1428139,9429035703143,13 Nov 2003,Removed,NZ Limited Company,Yes,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1428139,1428139,,"Prior Blackburn Limited, Chartered Accountants, 67 Seddon Road, Hamilton
, New Zealand","Prior Blackburn Limited, Chartered Accountants, 67 Seddon Road, Hamilton
, New Zealand",,,,,,,,,,,,,,,
541,1533149,9429035293293,07 Jul 2004,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1533149,1533149,,"Hfk Limited, Level 1, 567 Wairakei Road, Christchurch
, New Zealand","48 Litchfield Street, Blenheim, Marlborough
, New Zealand",,,,,,,,,,,,,,,
542,127875,9429031938952,19 Jun 1964,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco127875,127875,,"145 Clarence Rd, Riccarton, Christchurch
, New Zealand",,,,,,,,,,,,,,,,
543,14814,9429040922027,03 Feb 1955,Removed,NZ Limited Company,No,Not specified,Showing 2 of 3 directors,httpsapp.companiesoffice.govt.nzco14814,14814,,"Udc Tower, 113 - 119 The Terrace, Wellington
, New Zealand",,,,,,,,,,,,,,,,
544,7852996,9429047831148,16 Dec 2019,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco7852996,7852996,,"73 Mackworth Street, Woolston, Christchurch, 8062
, New Zealand","73 Mackworth Street, Woolston, Christchurch, 8062
, New Zealand",,,,,,,,,,,,,,,
545,155916,9429040263120,25 Oct 1963,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco155916,155916,,"Messrs Deloitte Touche Tohmatsu, 481 Moray Place, Dunedin
, New Zealand","-
, New Zealand",,,,,,,,,,,,,,,
546,5523085,9429041527597,04 Dec 2014,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco5523085,5523085,,"M Evans, Level 2, 3 Arawa Street, Grafton, Auckland, 1023
, New Zealand","M Evans, 542 Burnside Road, Rd 3, Kaukapakapa, 0873
, New Zealand",,,,,,,,,,,,,,,
547,1903500,9429033640778,09 Feb 2007,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1903500,1903500,,"7 Denarius Lane,glendene, Auckland
, New Zealand","7 Denarius Lane,glendene, Auckland
, New Zealand",,,,,,,,,,,,,,,
548,4438799,9429030231795,13 May 2013,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco4438799,4438799,,"Macey Kwek, Company Accountant, 76 Fielding Road, Rd 1, Drury, 2577
, New Zealand","Macey Kwek, Company Accountant, 76 Fielding Road, Rd 1, Drury, 2577
, New Zealand",,,,,,,,,,,,,,,
549,1959264,9429033287577,23 Jul 2007,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1959264,1959264,,"5/131 Mt. Wellington Highway, Mt. Wellington, Auckland
, New Zealand","5/131 Mt. Wellington Highway, Mt. Wellington, Auckland
, New Zealand",,,,,,,,,,,,,,,
550,3349675,9429031144308,19 Apr 2011,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco3349675,3349675,,"Vdental, 19 Lynbrooke Avenue, Blockhouse Bay, Auckland, 0600
, New Zealand","Vdental, 19 Lynbrooke Avenue, Blockhouse Bay, Auckland, 0600
, New Zealand",March,,,,,,,,,,,,,,
551,1563619,9429035145738,04 Oct 2004,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1563619,1563619,,"C/-kelso Chartered Accountants, Unit L, 101 Apollo Drive, Albany, Auckland
, New Zealand","C/-kelso Chartered Accountants, Unit L, 101 Apollo Drive, Albany, Auckland
, New Zealand",,,,,,,,,,,,,,,
552,48989,9429040730240,29 Jun 1951,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco48989,48989,,"Kpmg Peat Marwick, Level 11, Kpmg Centre, 9 Princes Street, Auckland
, New Zealand",,,,,,,,,,,,,,,,
553,1498554,9429031779180,16 Apr 2004,Removed,NZ Limited Company,No,Not specified,Showing 2 of 3 directors,httpsapp.companiesoffice.govt.nzco1498554,1498554,,"25b Battersea St, Christchurch
, New Zealand","25b Battersea St, Christchurch
, New Zealand",,,,,,,,,,,,,,,
554,6392823,9429046301628,16 Aug 2017,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco6392823,6392823,,"63a Girrahween Drive, Totara Vale, Auckland, 0629
, New Zealand","63a Girrahween Drive, Totara Vale, Auckland, 0629
, New Zealand",,,,,,,,,,,,,,,
555,2140886,9429032703825,10 Jun 2008,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco2140886,2140886,,"58 Stratford Road, Manurewa, Auckland, 2105
, New Zealand","58 Stratford Road, Manurewa, Auckland, 2105
, New Zealand",,,,,,,,,,,,,,,
556,2167233,9429032588491,09 Sep 2008,Removed,NZ Limited Company,Yes,Not specified,Showing 2 of 3 directors,httpsapp.companiesoffice.govt.nzco2167233,2167233,,"209 King Street, Pukekohe
, New Zealand","209 King Street, Pukekohe
, New Zealand",,,,,,,,,,,,,,,
557,1806569,9429034161692,11 May 2006,Removed,NZ Limited Company,Yes,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1806569,1806569,,"Coombe Smith, Level 1, 851 Victoria Street, Hamilton Central, Hamilton, 3204
, New Zealand","Coombe Smith, Level 1, 851 Victoria Street, Hamilton Central, Hamilton, 3204
, New Zealand",,,,,,,,,,,,,,,
558,685397,9429038453939,18 Jul 1995,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco685397,685397,,"Arts Centre, Room 201, Chemistry Building, 1 Hereford Street, Christchurch
, New Zealand","Arts Centre, Room 201, Chemistry Building, 1 Hereford Street, Christchurch
, New Zealand",,,,,,,,,,,,,,,
559,1484426,9429035531265,24 Feb 2004,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1484426,1484426,,"46a Rosewarne St, Christchurch
, New Zealand","46a Rosewarne St, Christchurch
, New Zealand",,,,,,,,,,,,,,,
560,1251232,9429036264391,04 Nov 2002,Removed,NZ Limited Company,Yes,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1251232,1251232,,"4 Kestrel Place, Woolston, Christchurch
, New Zealand","4 Kestrel Place, Woolston, Christchurch
, New Zealand",,,,,,,,,,,,,,,
561,68067,9429040654867,16 Mar 1965,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco68067,68067,,"C/o M/s Farrell Green & Co, Auckland Savings Bank Bldg, Broadway, Papakura
, New Zealand",,,,,,,,,,,,,,,,
562,833964,9429038201196,19 Nov 1996,Removed,NZ Limited Company,Yes,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco833964,833964,,"40 Rothesay Bay Road, Rothesay Bay, Auckland
, New Zealand","40 Rothesay Bay Rd, Rothesay Bay, Auckland
, New Zealand",,,,,,,,,,,,,,,
563,3548013,9429030949539,06 Oct 2011,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco3548013,3548013,,"29 Pohutukawa Road, Beachlands, Auckland, 2018
, New Zealand","29 Pohutukawa Road, Beachlands, Auckland, 2018
, New Zealand",,,,,,,,,,,,,,,
564,6106468,9429042569510,14 Sep 2016,Removed,NZ Limited Company,No,No,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco6106468,6106468,,"190 Kaiwaitau Road, Rd 8, Mahia, 4198
, New Zealand","190 Kaiwaitau Road, Rd 8, Mahia, 4198
, New Zealand",,,,,,,,,,,,,,,
565,1015903,9429037360191,13 Mar 2000,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1015903,1015903,,"Nair & Associates Ltd., 102 Balmoral Road, Mt.eden, Auckland
, New Zealand","15 A Dromorne Road, Remuera, Auckland
, New Zealand",,,,,,,,,,,,,,,
566,6033808,9429042427001,29 Jun 2016,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco6033808,6033808,,"Chef 2U Limited, 52 Te Moana Road, Waikanae Beach, Waikanae, 5036
, New Zealand","Chef 2U Limited, 52 Te Moana Road, Waikanae Beach, Waikanae, 5036
, New Zealand",,,,,,,,,,,,,,,
567,1221629,9429036433391,26 Jun 2002,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1221629,1221629,,"179 Wodlands Park Road, Woodlands Park, Auckland
, New Zealand","179 Woodlands Park Road, Woodlands Park
, New Zealand",,,,,,,,,,,,,,,
568,1273391,9429036143719,10 Feb 2003,Removed,NZ Limited Company,Yes,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1273391,1273391,,"102 Captain Springs Road, Onehunga, Auckland
, New Zealand","102 Captain Springs Road, Onehunga, Auckland
, New Zealand",,,,,,,,,,,,,,,
569,2169625,9429032576481,04 Sep 2008,Removed,NZ Limited Company,No,No,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco2169625,2169625,,"O'Halloran North Shore Limited, Suite 1d, 43 Omega Street, Rosedale, Auckland, 0632
, New Zealand","O'Halloran North Shore Limited, Suite 1d, 43 Omega Street, Rosedale, Auckland, 0632
, New Zealand",,,,,,,,,,,,,,,
570,3839876,9429030657717,22 May 2012,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco3839876,3839876,,"17 Bernard Street, Papatoetoe, Auckland, 2025
, New Zealand","17 Bernard Street, Papatoetoe, Auckland, 2025
, New Zealand",,,,,,,,,,,,,,,
571,1065980,9429037148669,07 Sep 2000,Removed,NZ Limited Company,Yes,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1065980,1065980,,"Dods & Smith Ltd, Chartered Accountants, 35 May Street, Mt Maunganui
, New Zealand","Dods & Smith Ltd, Chartered Accountants, 35 May Street, Mt Maunganui
, New Zealand",,,,,,,,,,,,,,,
572,2150974,9429032660326,16 Jul 2008,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco2150974,2150974,,"Spicer & Associates Limited, 30 Queen Street, Levin
, New Zealand","Spicer & Associates Limited, 30 Queen Street, Levin
, New Zealand",,,,,,,,,,,,,,,
573,3252987,9429031236010,02 Feb 2011,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco3252987,3252987,,"6 Derg Place, East Tamaki, Manukau, 2013
, New Zealand","6 Derg Place, East Tamaki, Manukau, 2013
, New Zealand",,,,,,,,,,,,,,,
574,2114637,9429032818291,02 Apr 2008,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco2114637,2114637,,"36 Mulvaney Crescent, Henderson Auckland
, New Zealand","36 Mulvaney Crescent, Henderson Auckland
, New Zealand",,,,,,,,,,,,,,,
575,5782469,9429041937211,20 Aug 2015,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco5782469,5782469,,"216a Kepa Road, Mission Bay, Auckland, 1071
, New Zealand","216a Kepa Road, Mission Bay, Auckland, 1071
, New Zealand",,,,,,,,,,,,,,,
576,1481552,9429035547358,05 Feb 2004,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1481552,1481552,,"28avenue Road, Otahuhu, Auckland
, New Zealand","28avenueroad, Otahuhu, Auckland
, New Zealand",,,,,,,,,,,,,,,
577,1041546,9429037231606,16 Jun 2000,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1041546,1041546,,"1 Maxwell Line, Palmerston North
, New Zealand","1 Maxwell Line, Palmerston North
, New Zealand",,,,,,,,,,,,,,,
578,2227440,9429032313598,03 Apr 2009,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco2227440,2227440,,"Unit 4 /16 Bernard Street, Addington, Christchurch
, New Zealand","Unit 4 /16 Bernard Street, Addington, Christchurch
, New Zealand",,,,,,,,,,,,,,,
579,1873195,9429033827438,11 Oct 2006,Removed,NZ Limited Company,No,No,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1873195,1873195,,"10 Dignan Street, Point Chevalier, Auckland, 1022
, New Zealand","10 Dignan Street, Point Chevalier, Auckland, 1022
, New Zealand",,,,,,,,,,,,,,,
580,4405663,9429030259928,16 Apr 2013,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco4405663,4405663,,"161 Cashel Street, Christchurch Central, Christchurch 8011
, New Zealand","161 Cashel Street, Christchurch Central, Christchurch 8011
, New Zealand",,,,,,,,,,,,,,,
581,197950,9429040046402,15 Nov 1978,Removed,NZ Limited Company,Yes,Not specified,Showing 2 of 4 directors,httpsapp.companiesoffice.govt.nzco197950,197950,,"Candy Diprose & Partners, 20 Arawa Street, Matamata
, New Zealand","Candy Diprose & Partners, 20 Arawa Street, Matamata
, New Zealand",,,,,,,,,,,,,,,
582,1849682,9429033953663,14 Aug 2006,Removed,NZ Limited Company,Yes,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1849682,1849682,,"45 Tuiglen Place, Rd 3, Whangarei, 0173
, New Zealand","45 Tuiglen Place, Rd 3, Whangarei, 0173
, New Zealand",,,,,,,,,,,,,,,
583,1391880,9429035786115,08 Oct 2003,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1391880,1391880,,"28 Harold Crescent, Rotorua
, New Zealand","28 Harold Crescent, Rotorua
, New Zealand",,,,,,,,,,,,,,,
584,3743007,9429030764583,05 Mar 2012,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco3743007,3743007,,"6 Derg Place, East Tamaki, Auckland, 2013
, New Zealand","6 Derg Place, East Tamaki, Auckland, 2013
, New Zealand",,,,,,,,,,,,,,,
