,Company number:,NZBN:,Incorporation Date:,Company Status:,Entity type:,Constitution filed:,Ultimate holding company,Directors,Company record link:,company_id,address.Registered office address,address.Registered Office,address.Address for service,Receiver:,Organisation:,Phone:,Email:,Appointed:,Brief description of propertyin receivership:,Reports,FRA Reporting Month:,Country of Origin:,address.Principal place of business in NZ,address.Address of person authorised to accept service in NZ,ACN Number:
485,2147240,9429032674798,01 Jul 2008,Removed,NZ Limited Company,Yes,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco2147240,2147240,,"80 Owhiro Bay Parade, Owhiro Bay, Wellington
, New Zealand","80 Owhiro Bay Parade, Owhiro Bay, Wellington
, New Zealand",,,,,,,,,,,,
486,1849547,9429033956855,07 Aug 2006,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1849547,1849547,,"100 Redwood Ave, Redwood, Wellington
, New Zealand","100 Redwood Ave, Redwood, Wellington
, New Zealand",,,,,,,,,,,,
487,4007598,9429030516090,08 Oct 2012,Removed,NZ Limited Company,No,No,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco4007598,4007598,,"24 Auld Street, Torbay, Auckland, 0630
, New Zealand","24 Auld Street, Torbay, Auckland, 0630
, New Zealand",,,,,,,,,,,,
488,51781,9429040719405,08 Oct 1954,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco51781,51781,,"10 Maheke St, St Heliers, Auckland
, New Zealand","10 Maheke St, St Heliers, Auckland
, New Zealand",,,,,,,,,,,,
489,5638168,9429041659540,18 Mar 2015,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco5638168,5638168,,"Hazel Hape, 22 Turner Street, Kaeo, 0479
, New Zealand","Hazel Hape, 22 Turner Street, Kaeo, 0479
, New Zealand",,,,,,,,,,,,
490,118966,9429032015034,11 Apr 1962,Removed,NZ Limited Company,Yes,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco118966,118966,,"Peters Doig & Macmillan, 59 High Street, Blenheim
, New Zealand","Peters Doig & Macmillan, 59 High Street, Blenheim
, New Zealand",,,,,,,,,,,,
491,153853,9429040269856,05 Feb 1975,Removed,NZ Limited Company,Yes,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco153853,153853,,"129 Tainui Street, Greymouth
, New Zealand","149 Coulson Road, Paroa, Greymouth
, New Zealand",,,,,,,,,,,,
492,124670,9429031970914,14 Dec 1955,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco124670,124670,,"Co Allott Reeves & Co, 120 St Asaph St, Christchurch
, New Zealand",,,,,,,,,,,,,
493,151194,9429040284729,26 Mar 1929,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco151194,151194,,"1 Peel St, Gisborne
, New Zealand",,,,,,,,,,,,,
494,1014480,9429037369880,15 Feb 2000,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1014480,1014480,,"Level 2, Pwc Building, 36 Munroe Street
, New Zealand","Level 2, Pwc Building, 36 Munroe Street
, New Zealand",,,,,,,,,,,,
495,1962699,9429033263878,29 Jun 2007,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1962699,1962699,,"482 Cashmere Road, Westmorland, Christchurch, 8025
, New Zealand","482 Cashmere Road, Westmorland, Christchurch, 8025
, New Zealand",,,,,,,,,,,,
496,130414,9429031911214,29 Mar 1968,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco130414,130414,,"C/o Ashton Wheelans & Hegan, 190 Williams St, Kaiapoi
, New Zealand",,,,,,,,,,,,,
497,2186163,9429032499445,23 Dec 2008,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco2186163,2186163,,"Offices Of Hayes Knight, 470 Parnell Road, Parnell, Auckland 1052
, New Zealand","Offices Of Hayes Knight, 470 Parnell Road, Parnell, Auckland 1052
, New Zealand",,,,,,,,,,,,
498,1673921,9429034618226,02 Aug 2005,Removed,NZ Limited Company,Yes,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1673921,1673921,,"Dodd Zone Accounting Ltd, 51a Russell Street, Alexandra, 9320
, New Zealand","Dodd Zone Accounting Ltd, 51a Russell Street, Alexandra, 9320
, New Zealand",,,,,,,,,,,,
499,194994,9429040074054,22 Jan 1975,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco194994,194994,,"C/o R H He Pine & Co, 4 Horomatangi St, Taupo
, New Zealand",,,,,,,,,,,,,
500,1320742,9429035949244,04 Jun 2003,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1320742,1320742,,"5 Shastri Tce, Khandallah, Wellington
, New Zealand","5 Shastri Tce, Khandallah, Wellington
, New Zealand",,,,,,,,,,,,
501,1209117,9429036504541,07 May 2002,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1209117,1209117,,"Level 5, 50 Anzac Avenue, Auckland Central, Auckland, 1010
, New Zealand","Level 5, 50 Anzac Avenue, Auckland Central, Auckland, 1010
, New Zealand",,,,,,,,,,,,
502,16555,9429040913629,17 Aug 1964,Removed,NZ Limited Company,Yes,Not specified,Showing 2 of 3 directors,httpsapp.companiesoffice.govt.nzco16555,16555,,"Offices Of Ian G Donald, 12 Victoria Avenue, Palmerston North
, New Zealand","The Offices Of Ian Gdonald, 12 Victoria Avenue, Palmerston North
, New Zealand",,,,,,,,,,,,
503,198497,9429040046808,24 Aug 1979,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco198497,198497,,"Shop 12, Whangaparaoa Shopping Mall, Whangaparaoa
, New Zealand","Shop 12, Whangaparaoa Shopping Mall, Whangaparaoa
, New Zealand",,,,,,,,,,,,
504,145303,9429040315249,04 Oct 1956,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco145303,145303,,"Shand Thomson Mactavish & Co, 102-104 Clyde St, Balclutha
, New Zealand",,,,,,,,,,,,,
505,2121445,9429032783759,06 May 2008,Removed,NZ Limited Company,Yes,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco2121445,2121445,,"Iles Casey, 1081 Hinemoa Street, Rotorua
, New Zealand","Iles Casey, 1081 Hinemoa Street, Rotorua
, New Zealand",,,,,,,,,,,,
506,2108956,9429032848830,25 Mar 2008,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco2108956,2108956,,"3b 10 Park Ave, Lower Hutt
, New Zealand","3b 10 Park Ave, Lower Hutt
, New Zealand",,,,,,,,,,,,
507,924080,9429037769567,09 Sep 1998,Removed,NZ Limited Company,Yes,Not specified,Showing 2 of 3 directors,httpsapp.companiesoffice.govt.nzco924080,924080,,"C/-bizfitness Limited, 44 Oxford Street, Richmond, Nelson
, New Zealand","C/-bizfitness Limited, 44 Oxford Street, Richmond, Nelson
, New Zealand",,,,,,,,,,,,
508,2339049,9429031837507,09 Oct 2009,Removed,NZ Limited Company,No,No,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco2339049,2339049,,"Matthew Underwood Limited, 22 Panama Street, Wellington Central, Wellington, 6011
, New Zealand","Matthew Underwood Limited, 22 Panama Street, Wellington Central, Wellington, 6011
, New Zealand",,,,,,,,,,,,
509,2087624,9429032936841,24 Jan 2008,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco2087624,2087624,,"412 Lake Road, Takapuna, Auckland
, New Zealand","412 Lake Road, Takapuna, Auckland
, New Zealand",,,,,,,,,,,,
510,2322938,9429031919463,18 Sep 2009,Removed,NZ Limited Company,Yes,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco2322938,2322938,,"73 Temple Crescent, Timaru
, New Zealand","73 Temple Crescent, Timaru
, New Zealand",,,,,,,,,,,,
511,870299,9429038026058,22 Aug 1997,Removed,NZ Limited Company,Yes,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco870299,870299,,"C/- Official Assignee, Second Floor, Asb Building, 500 Victoria Street, Hamilton
, New Zealand","C/- Official Assignee, Second Floor, Asb Building, 500 Victoria Street, Hamilton
, New Zealand",,,,,,,,,,,,
512,81949,9429040577357,08 Jul 1971,Removed,NZ Limited Company,Yes,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco81949,81949,,"Grant Thornton, 97-101 Hobson Street, Auckland
, New Zealand","Grant Thornton, 97-101 Hobson Street, Auckland
, New Zealand",,,,,,,,December,,,,
513,973255,9429037512088,06 Aug 1999,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco973255,973255,,"342 Gt. South Road, Papatoetoe, Auckland
, New Zealand","342 Gt. South Road, Papatoetoe, Auckland
, New Zealand",,,,,,,,,,,,
514,1273820,9429036140978,11 Feb 2003,Removed,NZ Limited Company,Yes,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1273820,1273820,,"Withers Tsang & Co Limited, 24-26 Pollen Street, Ponsonby, Auckland
, New Zealand","Withers Tsang & Co Limited, 24-26 Pollen Street, Ponsonby, Auckland
, New Zealand",,,,,,,,,,,,
515,2394051,9429031687669,29 Jan 2010,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco2394051,2394051,,"15 Matuku Place, Papatoetoe, Auckland
, New Zealand","15 Matuku Place, Papatoetoe, Auckland
, New Zealand",,,,,,,,,,,,
516,5557965,9429041571354,24 Feb 2015,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco5557965,5557965,,"13 Buckle Street, Mount Cook, Wellington, 6011
, New Zealand","13 Buckle Street, Mount Cook, Wellington, 6011
, New Zealand",,,,,,,,,,,,
517,1732399,9429034421123,22 Nov 2005,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1732399,1732399,,"L1, 61-63 St Lukes Road, (anz Bank Building), St Lukes, Auckland
, New Zealand","L1, 61-63 St Lukes Road, (anz Bank Building), St Lukes, Auckland
, New Zealand",,,,,,,,,,,,
518,7488120,9429047471610,24 May 2019,Removed,NZ Limited Company,Yes,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco7488120,7488120,,"FOCUS CHARTERED ACCOUNTANTS LIMITED, 31 Richardson Street, Whakatane, Whakatane, 3120
, New Zealand","FOCUS CHARTERED ACCOUNTANTS LIMITED, 31 Richardson Street, Whakatane, Whakatane, 3120
, New Zealand",,,,,,,,,,,,
519,1026741,9429037304102,28 Mar 2000,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1026741,1026741,,"25 Commodore Parry Road, Milford
, New Zealand","25 Commodore Parry Road, Milford
, New Zealand",,,,,,,,,,,,
520,1827144,9429034068335,13 Jun 2006,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1827144,1827144,,"Level 1, John Sullivan House, 62 Tristram Street, Hamilton
, New Zealand","Level 1, John Sullivan House, 62 Tristram Street, Hamilton
, New Zealand",,,,,,,,,,,,
521,682380,9429038461392,30 Jun 1995,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco682380,682380,,"Nigel C Ferguson, 1st Floor, 4 Leslie Hills Drive, Riccarton, Christchurch
, New Zealand","Same As Registered Office
, New Zealand",,,,,,,,,,,,
522,2182660,9429032514483,17 Oct 2008,Removed,NZ Limited Company,Yes,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco2182660,2182660,,"Whk Nelson, A Division Of Whk (Nz) Ltd, 72 Trafalgar Street, Nelson, 7010
, New Zealand","Whk Nelson, A Division Of Whk (Nz) Ltd, 72 Trafalgar Street, Nelson, 7010
, New Zealand",,,,,,,,,,,,
523,189103,9429040106120,05 Mar 1968,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco189103,189103,,"Wagstaffs Bldg, Cameron Rd Tauranga
, New Zealand",,,,,,,,,,,,,
524,1439101,9429035681090,04 Nov 2003,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1439101,1439101,,"C/-accountants On London Limited, 3 London Street, Hamilton 3204
, New Zealand","C/-accountants On London Limited, 3 London Street, Hamilton 3204
, New Zealand",,,,,,,,,,,,
525,1222904,9429036424863,09 Aug 2002,Removed,NZ Limited Company,Yes,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1222904,1222904,,"17 Moore Crescent, Rd 2, Whitianga, 3592
, New Zealand","17 Moore Crescent, Rd 2, Whitianga, 3592
, New Zealand",,,,,,,,,,,,
526,105742,9429040395449,01 Jun 1979,Removed,NZ Limited Company,Yes,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco105742,105742,,"33 Ruamoana Place, Omokoroa, Tauranga
, New Zealand","33 Ruamoana Place, Omokoroa, Tauranga
, New Zealand",,,,,,,,,,,,
527,6654033,9429046553362,18 Jan 2018,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco6654033,6654033,,"Pinnacle International Group, 1a 6 Viaduct Harbour Ave, Auckland Central, Auckland, 1010
, New Zealand","Pinnacle International Group, 1a 6 Viaduct Harbour Ave, Auckland Central, Auckland, 1010
, New Zealand",,,,,,,,,,,,
528,1594203,9429034991817,21 Jan 2005,Removed,NZ Limited Company,Yes,No,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1594203,1594203,,"Telfer Chartered Accountants Limited, Level 1, 3 Cobham Road, Kerikeri, 0230
, New Zealand","Mike Preece, 71 Oromahoe Road, Opua, Opua, 0200
, New Zealand",,,,,,,,,,,,
529,25151,9429040870137,19 Jul 1971,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco25151,25151,,"5 Ngatitoa St, Porirua
, New Zealand",,,,,,,,,,,,,
530,1688631,9429034562055,07 Sep 2005,Removed,NZ Limited Company,Yes,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1688631,1688631,,"Jones Accounting Services Limited, 7 Cabernet Crescent, Westgate, Auckland, 0614
, New Zealand","Jones Accounting Services Limited, 7 Cabernet Crescent, Westgate, Auckland, 0614
, New Zealand",,,,,,,,,,,,
531,167592,9429040193007,08 Jun 1965,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco167592,167592,,"266 Hardy St, Nelson
, New Zealand","-
, New Zealand",,,,,,,,,,,,
532,856835,9429038089510,04 Jun 1997,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco856835,856835,,"188 Quay Street, Auckland, 1010
, New Zealand","188 Quay Street, Auckland, 1010
, New Zealand",,,,,,,,,,,,
533,5969088,9429042311126,02 May 2016,Removed,NZ Limited Company,Yes,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco5969088,5969088,,"148 Durham Street, Tauranga, Tauranga, 3110
, New Zealand","148 Durham Street, Tauranga, Tauranga, 3110
, New Zealand",,,,,,,,,,,,
534,8491686,9429050887408,10 Oct 2022,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco8491686,8491686,,"9b Osprey Drive, Welcome Bay, Tauranga, 3112
, New Zealand","9b Osprey Drive, Welcome Bay, Tauranga, 3112
, New Zealand",,,,,,,,,,,,
535,1217954,9429036453801,10 Jun 2002,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1217954,1217954,,"23 Brighton Road, Waihi Beach
, New Zealand","23 Brighton Road, Waihi Beach
, New Zealand",,,,,,,,,,,,
536,671668,9429038498787,11 Mar 1996,Removed,NZ Limited Company,No,Not specified,Showing 2 of 3 directors,httpsapp.companiesoffice.govt.nzco671668,671668,,"17 Oxford Street, Tawa
, New Zealand","2 Commerce Crescent, Porirua
, New Zealand",,,,,,,,,,,,
537,24024,9429040877990,26 Aug 1970,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco24024,24024,,"11 Waimarama Rd, Upper Hutt
, New Zealand",,,,,,,,,,,,,
538,1199633,9429036560684,17 Apr 2002,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1199633,1199633,,"17 Hall Street, Pukekohe
, New Zealand","17 Hall Street, Pukekohe
, New Zealand",,,,,,,,,,,,
539,1017572,9429037353261,23 Feb 2000,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1017572,1017572,,"149a Otonga Road, Rotorua
, New Zealand","149a Otonga Road, Rotorua
, New Zealand",,,,,,,,,,,,
540,5689691,9429041724323,28 Apr 2015,Removed,NZ Limited Company,No,No,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco5689691,5689691,,"13b Bancroft Crescent, Glendene, Auckland, 0602
, New Zealand","13b Bancroft Crescent, Glendene, Auckland, 0602
, New Zealand",,,,,,,,,,,,
541,76374,9429040609768,03 Apr 1969,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco76374,76374,,"C/o Mead & Stark, 56 Melmore Tce, Cromwell
, New Zealand",,,,,,,,,,,,,
542,1468504,9429035618454,10 Dec 2003,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1468504,1468504,,"110 School Road, Te Horo
, New Zealand","19 Orissa Crescent, Broadmeadows, Wellington
, New Zealand",,,,,,,,,,,,
543,127092,9429031947046,25 Sep 1962,Removed,NZ Limited Company,Yes,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco127092,127092,,"Deloitte, 151 Cambridge Terrace, Christchurch Central, Christchurch, 8013
, New Zealand","Deloitte, 151 Cambridge Terrace, Christchurch Central, Christchurch, 8013
, New Zealand",,,,,,,,,,,,
544,10937,9429040941288,10 Oct 1957,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco10937,10937,,"53-55 Manchester St, Feilding
, New Zealand","53-55 Manchester Street, Feilding
, New Zealand",,,,,,,,,,,,
545,4618919,9429030082656,28 Aug 2013,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco4618919,4618919,,"BAY ACCOUNTING & FINANCIAL SERVICES LIMITED, 2 Orange Lane, Bethlehem, Tauranga, 3110
, New Zealand","BAY ACCOUNTING & FINANCIAL SERVICES LIMITED, 2 Orange Lane, Bethlehem, Tauranga, 3110
, New Zealand",,,,,,,,,,,,
546,187359,9429040116730,31 Aug 1965,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco187359,187359,,"M Green, Arawa St South, Matamata
, New Zealand",,,,,,,,,,,,,
547,1846385,9429033971797,21 Aug 2006,Removed,NZ Limited Company,Yes,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1846385,1846385,,"Waiheke Unlimited Limited, 10 Ocean View Road, Oneroa, Waiheke Island, 1081
, New Zealand","Harrop & Hargrave Limited, Suite 1, 2 Belgium Street, Ostend, Waiheke Island, 1081
, New Zealand",,,,,,,,,,,,
548,1958057,9429033295176,25 Jun 2007,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1958057,1958057,,"128 Gray Avenue, Papatoetoe, Auckland, 2024
, New Zealand","B Boyce-Bacon, 128 Gray Avenue, Papatoetoe, Auckland, 2024
, New Zealand",,,,,,,,,,,,
549,62922,9429040678337,19 Apr 1962,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco62922,62922,,"1st Floor, 24 Manukau Road, Epsom, Auckland
, New Zealand","At The Offices Of R P L Accountants Ltd, 1st Floor, 24 Manukau Road, Epsom Auckland,
, New Zealand",,,,,,,,,,,,
550,1511112,9429035406877,31 May 2004,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1511112,1511112,,"Wilde Services, Station Village, Cnr Old Hutt And Railway Ave, Lower Hutt
, New Zealand","14 Holdsworth Ave, Trentham, Upper Hutt
, New Zealand",,,,,,,,,,,,
551,1937450,9429033427027,27 Apr 2007,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1937450,1937450,,"124c Galloway Street, Hm East, Hamilton
, New Zealand","124c Galloway Street, Hm East, Hamilton
, New Zealand",,,,,,,,,,,,
552,1607878,9429034909683,16 Mar 2005,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1607878,1607878,,"31 Overdale Drive, Christchurch
, New Zealand","31 Overdale Drive, Christchurch
, New Zealand",,,,,,,,,,,,
553,6797494,9429046707475,09 Apr 2018,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco6797494,6797494,,"Level 1, 547 Te Atatu Road, Te Atatu Peninsula, Auckland, 0610
, New Zealand","Level 1, 547 Te Atatu Road, Te Atatu Peninsula, Auckland, 0610
, New Zealand",,,,,,,,,,,,
554,80511,9429040583143,10 Nov 1970,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco80511,80511,,"Co Clark & Murdoch, 8 Gordon Rd, Otahuhu, Auckland 6
, New Zealand",,,,,,,,,,,,,
555,5525805,9429041529980,05 Dec 2014,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco5525805,5525805,,"Hughie Bishop, 114 Homedale Street, Pukehangi, Rotorua, 3015
, New Zealand","Hughie Bishop, 114 Homedale Street, Pukehangi, Rotorua, 3015
, New Zealand",,,,,,,,,,,,
556,154410,9429040267937,23 Apr 1934,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco154410,154410,,"Messrs Ernst & Young, 142 Spey Street, Invercargill
, New Zealand","-
, New Zealand",,,,,,,,,,,,
557,200096,9429040032498,30 Jul 1981,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco200096,200096,,"Baker Reid & Kytola, 178 The Strand, Whakatane
, New Zealand",,,,,,,,,,,,,
558,2192326,9429032471151,17 Dec 2008,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco2192326,2192326,,"9 St Heliers Crescent, Aranui, Christchurch, 8061
, New Zealand","9 St Heliers Crescent, Aranui, Christchurch, 8061
, New Zealand",,,,,,,,,,,,
559,1171028,9429036723072,30 Oct 2001,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1171028,1171028,,"79a Arthur Crescent, Taupo
, New Zealand","79a Arthur Crescent, Taupo
, New Zealand",,,,,,,,,,,,
560,882931,9429037967956,07 Nov 1997,Removed,NZ Limited Company,Yes,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco882931,882931,,"C/-marsden Robinson Chow Ltd., Level 2, Chamber Of Commerce Bldg., 100 Mayoral Drive, Auckland
, New Zealand","C/-marsden Robinson Chow Ltd., Level 2, Chamber Of Commerce Bldg., 100 Mayoral Drive, Auckland
, New Zealand",,,,,,,,March,,,,
561,1018866,9429037346096,02 Mar 2000,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1018866,1018866,,"680 Remuera Road, Remuera, Auckland
, New Zealand","680 Remuera Road, Remuera, Auckland
, New Zealand",,,,,,,,,,,,
562,2322359,9429031921015,14 Sep 2009,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco2322359,2322359,,"1 Florence Avenue, Orewa
, New Zealand","1 Florence Avenue, Orewa
, New Zealand",,,,,,,,,,,,
563,7132694,9429047140349,19 Nov 2018,Removed,NZ Limited Company,No,No,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco7132694,7132694,,"55 Totara Road, Te Atatu Peninsula, Auckland, 0610
, New Zealand","55 Totara Road, Te Atatu Peninsula, Auckland, 0610
, New Zealand",,,,,,,,,,,,
564,927219,9429037753849,25 Sep 1998,Removed,NZ Limited Company,Yes,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco927219,927219,,"7 Michaels Avenue, Ellerslie, Auckland, 1051
, New Zealand","7 Michaels Avenue, Ellerslie, Auckland, 1051
, New Zealand",,,,,,,,,,,,
565,1855672,9429033922713,16 Aug 2006,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1855672,1855672,,"249 Grandview Road, Western Heights, Hamilton, 3200
, New Zealand","249 Grandview Road, Western Heights, Hamilton, 3200
, New Zealand",,,,,,,,,,,,
566,6079788,9429042504542,08 Aug 2016,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco6079788,6079788,,"344 Great South Road, Papatoetoe, Auckland, 0000
, New Zealand","344 Great South Road, Papatoetoe, Auckland, 0000
, New Zealand",,,,,,,,,,,,
567,4835079,9429041021583,06 Dec 2013,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco4835079,4835079,,"17 Rugby Street, Merivale, Christchurch, 8014
, New Zealand","17 Rugby Street, Merivale, Christchurch, 8014
, New Zealand",,,,,,,,,,,,
568,8551808,9429051009267,08 Dec 2022,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco8551808,8551808,,"371 Chapel Road, East Tamaki, Flat Bush, Auckland, 2016
, New Zealand","371 Chapel Road, East Tamaki, Flat Bush, Auckland, 2016
, New Zealand",,,,,,,,,,,,
569,150222,9429040293332,30 Jul 1979,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco150222,150222,,"Kirk Barclay & Co, 14 Tarbert St, Alexandra
, New Zealand","-
, New Zealand",,,,,,,,,,,,
570,532659,9429039027498,10 Dec 1991,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco532659,532659,,"DRK Chartered Accountants Ltd, 6 Queen St, Waiuku, 2123
, New Zealand","103 Kitchener Road, Waiuku, 2123
, New Zealand",,,,,,,,,,,,
571,5067707,9429041156827,25 Mar 2014,Removed,NZ Limited Company,No,No,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco5067707,5067707,,"147 Lower Dent Street, Whangarei, 0110
, New Zealand","7 Rishworth Place, Tikipunga, Whangarei, 0112
, New Zealand",,,,,,,,,,,,
572,948450,9429037645199,11 Mar 1999,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco948450,948450,,"159 Karori Road, Karori, Wellington
, New Zealand","159 Karori Road, Karori, Wellington
, New Zealand",,,,,,,,,,,,
