,Company number:,NZBN:,Incorporation Date:,Company Status:,Entity type:,Constitution filed:,Ultimate holding company,Directors,Company record link:,company_id,address.Registered office address,address.Registered Office,address.Address for service,Receiver:,Organisation:,Phone:,Email:,Appointed:,Brief description of propertyin receivership:,Reports,FRA Reporting Month:
475,2272426,9429032178548,29 Jun 2009,Removed,NZ Limited Company,Yes,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco2272426,2272426,,"289 Somme Parade, Aramoho, Wanganui, 4500
, New Zealand","289 Somme Parade, Aramoho, Wanganui, 4500
, New Zealand",,,,,,,,
476,1435000,9429035687146,30 Oct 2003,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1435000,1435000,,"11 Beach Road, Reotahi, Rd 4, Whangarei
, New Zealand","11 Beach Rd, Reotahi, Rd 4, Whangarei
, New Zealand",,,,,,,,
477,131104,9429031904018,01 Apr 1969,Removed,NZ Limited Company,Yes,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco131104,131104,,"Anderson & Associates (canterbury) Ltd, 29 High Street, Rangiora, 7440
, New Zealand","Anderson & Associates (canterbury) Ltd, 29 High Street, Rangiora, 7440
, New Zealand",,,,,,,,
478,1617017,9429034854037,29 Mar 2005,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1617017,1617017,,"305-307 Jackson Street, Petone
, New Zealand","305-307 Jackson Street, Petone
, New Zealand",,,,,,,,
479,1183294,9429036656813,14 Jan 2002,Removed,NZ Limited Company,Yes,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1183294,1183294,,"Brown Pennell, Chartered Accountants, 70 Albert Park Drive, Te Awamutu
, New Zealand","Brown Pennell, Chartered Accountants, 70 Albert Park Drive, Te Awamutu
, New Zealand",,,,,,,,
480,977762,9429037490621,06 Sep 1999,Removed,NZ Limited Company,Yes,Not specified,Showing 2 of 3 directors,httpsapp.companiesoffice.govt.nzco977762,977762,,"S I Atkins & Associates, Chartered Accountants, 33 Manchester Street, Feilding
, New Zealand","S I Atkins & Associates, Chartered Accountants, 33 Manchester Street, Feilding
, New Zealand",,,,,,,,
481,3170985,9429031343572,19 Oct 2010,Removed,NZ Limited Company,No,No,Showing 2 of 3 directors,httpsapp.companiesoffice.govt.nzco3170985,3170985,,"Maude & Miller, Level 7, Bnz Tower, 14 Hartham Place North, Porirua, 5022
, New Zealand","Maude & Miller, Level 7, Bnz Tower, 14 Hartham Place North, Porirua, 5022
, New Zealand",,,,,,,,
482,198544,9429040046198,19 Sep 1979,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco198544,198544,,"C/o Markham & Ptnrs, 850 Victoria St, Box 9444, Hamilton
, New Zealand",,,,,,,,,
483,14205,9429040923826,27 Feb 1962,Removed,NZ Limited Company,No,Not specified,Showing 2 of 3 directors,httpsapp.companiesoffice.govt.nzco14205,14205,,"2nd Floor, 22-24 Garrett Street, Wellington
, New Zealand",,,,,,,,,
484,5985,9429040961583,09 Feb 1949,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco5985,5985,,"3rd Floor, 85 The Terrace, Wellington
, New Zealand","3rd Floor, 85 The Terrace, Wellington
, New Zealand",,,,,,,,
485,2167331,9429032587760,28 Aug 2008,Removed,NZ Limited Company,Yes,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco2167331,2167331,,"188 Quay Street, Auckland, 1010
, New Zealand","188 Quay Street, Auckland, 1010
, New Zealand",,,,,,,,
486,2513864,9429031498234,24 Jun 2010,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco2513864,2513864,,"132 Coal Creek Road, Rd 1, Roxburgh
, New Zealand","132 Coal Creek Road, Rd 1, Roxburgh
, New Zealand",,,,,,,,
487,57367,9429040697857,04 Sep 1958,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco57367,57367,,"Ling & Adams, Aa Mutual Bldg, Edsel & Catherine Sts, Henderson
, New Zealand",,,,,,,,,
488,199542,9429040037622,15 Dec 1980,Removed,NZ Limited Company,No,Not specified,Showing 2 of 3 directors,httpsapp.companiesoffice.govt.nzco199542,199542,,"56 Panapa Drive, St Johns, Auckland
, New Zealand",,,,,,,,,
489,2373377,9429031737432,03 Dec 2009,Removed,NZ Limited Company,Yes,No,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco2373377,2373377,,"Deans & Associates Limited, 62 Mana Esplanade, Paremata, Porirua, 5026
, New Zealand","Deans & Associates Limited, 62 Mana Esplanade, Paremata, Porirua, 5026
, New Zealand",,,,,,,,
490,73147,9429040629216,08 Aug 1967,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco73147,73147,,"Vinegar Hill Rd, Whangarei
, New Zealand",,,,,,,,,
491,2202012,9429032426427,15 Jan 2009,Removed,NZ Limited Company,Yes,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco2202012,2202012,,"C/- M Collections, 7/60 Parton Road, Papamoa East, Tauranga, 3118
, New Zealand","C/- M Collections, 7/60 Parton Road, Papamoa East, Tauranga, 3118
, New Zealand",,,,,,,,
492,653670,9429038582059,14 Jul 1995,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco653670,653670,,"C/-horton Price Limited, Level 5, 64 Khyber Pass Road, Grafton, Auckland
, New Zealand","C/-horton Price Limited, Level 5, 64 Khyber Pass Road, Grafton, Auckland
, New Zealand",,,,,,,,
493,99246,9429040452791,12 Oct 1976,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco99246,99246,,"Main Highway, Te Puru, Thames
, New Zealand",,,,,,,,,
494,4341618,9429030320642,06 Mar 2013,Removed,NZ Limited Company,Yes,SKILLING  RUTLAND HOLDINGS LIMITED,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco4341618,4341618,,"Biz Angels NZ Limited, 97 The Strand, First Floor, Whakatane, 3120
, New Zealand","Biz Angels NZ Limited, 97 The Strand, First Floor, Whakatane, 3120
, New Zealand",,,,,,,,
495,122203,9429031988780,07 Jul 1944,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco122203,122203,,"260 Cashel St, Christchurch
, New Zealand",,,,,,,,,
496,1451496,9429035657040,05 Dec 2003,Removed,NZ Limited Company,Yes,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1451496,1451496,,"C/-paul Jackson & Associates Ltd., Chartered Accountants, Level 2, 3, Margot Str, Newmarket, Auckland
, New Zealand","C/-paul Jackson & Associates Ltd., Chartered Accountants, Level 2, 3, Margot Str, Newmarket, Auckland
, New Zealand",,,,,,,,
497,30433,9429040841427,16 Dec 1974,Removed,NZ Limited Company,Yes,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco30433,30433,,"23b Operiana Street, Ngongotaha
, New Zealand","23b Operiana Street, Ngongotaha
, New Zealand",,,,,,,,
498,64656,9429040669151,17 May 1963,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco64656,64656,,"11 Drake St, Howick
, New Zealand","11 Drake St, Howick
, New Zealand",,,,,,,,
499,183262,9429040131092,19 Jul 1960,Removed,NZ Limited Company,Yes,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco183262,183262,,"Offices Of Sharon Marryatt, 154 Carruth Road, Papatoetoe, Auckland
, New Zealand","Offices Of Sharon Marrryatt, 154 Carruth Road, Papatoetoe, Auckland
, New Zealand",,,,,,,,
500,485270,9429039174604,18 Sep 1990,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco485270,485270,,"Travers Rd, Rd2, Te Kauwhata
, New Zealand",,,,,,,,,
501,1615460,9429034862667,29 Mar 2005,Removed,NZ Limited Company,Yes,ELITE MEDIA LIMITED,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1615460,1615460,,"Tim Fleming Associates Limited, Level 2, 24 Augustus Terrace, Parnell, Auckland, 1052
, New Zealand","Tim Fleming Associates Limited, Level 2, 24 Augustus Terrace, Parnell, Auckland, 1052
, New Zealand",,,,,,,,
502,5492061,9429041476352,30 Oct 2014,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco5492061,5492061,,"YIP ASSOCIATES LTD, 1a Lady Ruby Drive, East Tamaki, Auckland, 2013
, New Zealand","YIP ASSOCIATES LTD, 1a Lady Ruby Drive, East Tamaki, Auckland, 2013
, New Zealand",,,,,,,,
503,1909192,9429033608778,09 Feb 2007,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1909192,1909192,,"39 Killybegs Drive, Pinehill, Auckland
, New Zealand","39 Killybegs Drive, Pinehill, Auckland
, New Zealand",,,,,,,,
504,88154,9429040531328,02 Aug 1973,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco88154,88154,,"65 Seymour Street Blenheim
, New Zealand","65 Seymour Street Blenheim
, New Zealand",,,,,,,,
505,4025539,9429030503847,21 Sep 2012,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco4025539,4025539,,"10 Jonathan Place, Sunnynook, Auckland, 0620
, New Zealand","10 Jonathan Place, Sunnynook, Auckland, 0620
, New Zealand",,,,,,,,
506,23864,9429040877983,13 Jul 1970,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco23864,23864,,"23 Kent Cres, Palmerston Nth
, New Zealand",,,,,,,,,
507,6006662,9429042375319,26 May 2016,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco6006662,6006662,,"1a Maich Road, Manurewa, Auckland, 2102
, New Zealand","1a Maich Road, Manurewa, Auckland, 2102
, New Zealand",,,,,,,,
508,52710,9429040714677,12 Jul 1955,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco52710,52710,,"C/o Kirk Barclay, 8th Floor Westpac Tower, 120 Albert St, Auckland
, New Zealand",,,,,,,,,
509,2466418,9429031563345,26 Apr 2010,Removed,NZ Limited Company,Yes,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco2466418,2466418,,"PwC, Pwc Centre, 10 Waterloo Quay, Wellington, 6011
, New Zealand","PwC, Pwc Centre, 10 Waterloo Quay, Wellington, 6011
, New Zealand",,,,,,,,
510,40987,9429040752891,10 Nov 1904,Removed,NZ Limited Company,Yes,"Kirin Holdings Company, Limited",Showing 2 of 3 directors,httpsapp.companiesoffice.govt.nzco40987,40987,,"27 Napier Street, Freemans Bay, Auckland, 1011
, New Zealand","27 Napier Street, Freemans Bay, Auckland, 1011
, New Zealand",,,,,,,,September
511,6824033,9429046751300,08 May 2018,Removed,NZ Limited Company,No,No,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco6824033,6824033,,"MSL Ltd, 47 Corinth Grove, Papamoa Beach, Papamoa, 3118
, New Zealand","MSL Ltd, 47 Corinth Grove, Papamoa Beach, Papamoa, 3118
, New Zealand",,,,,,,,
512,521575,9429039063724,26 Aug 1991,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco521575,521575,,"5 Homestead Place, Hamilton
, New Zealand","5 Homestead Place, Hamilton
, New Zealand",,,,,,,,
513,1228661,9429036392773,25 Jul 2002,Removed,NZ Limited Company,Yes,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1228661,1228661,,"Anderson & Associates (canterbury) Ltd, 29 High Street, Rangiora, 7440
, New Zealand","Anderson & Associates (canterbury) Ltd, 29 High Street, Rangiora, 7440
, New Zealand",,,,,,,,
514,1884709,9429033755250,10 Nov 2006,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1884709,1884709,,"23 Peter Street, Duneidn
, New Zealand","23 Peter Street, Dunedin
, New Zealand",,,,,,,,
515,280401,9429039819611,31 Jul 1985,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco280401,280401,,"C/ Odlins And Mcgrath, Chartered Accountants, 60 Queens Drive, Lower Hutt
, New Zealand",,,,,,,,,
516,186289,9429040123066,04 Mar 1964,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco186289,186289,,"C/- Official Assignee,, 16-20 Clarence Street,, Hamilton.
, New Zealand",,,,,,,,,
517,157931,9429040250212,14 May 1979,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco157931,157931,,"C/o M/s Broad Christie & Co, Alpine Chambers, Athol St, Queenstown
, New Zealand",,,,,,,,,
518,92160,9429040503417,13 Aug 1974,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco92160,92160,,"C/o Ling & Adams, 7-10 Peacocks Bldg, Catherine St, Henderson
, New Zealand",,,,,,,,,
519,123268,9429031983334,19 Apr 1950,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco123268,123268,,"C/- Ager Riley And Cocks, Chartered Accountants, 84 Gloucester Street, Christchurch
, New Zealand","C/- Ager Riley And Cocks, Chartered Accountants, 84 Gloucester Street, Christchurch
, New Zealand",,,,,,,,
520,302428,9429039743961,02 May 1986,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco302428,302428,,"Gilligan And Co, 7 Rata Street, New Lynn, Auckland
, New Zealand","-
, New Zealand",,,,,,,,
521,2477715,9429031547611,05 May 2010,Removed,NZ Limited Company,No,No,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco2477715,2477715,,"Level 13, 175 Queen Street, Auckland Central, Auckland, 1010
, New Zealand","Level 13, 175 Queen Street, Auckland Central, Auckland, 1010
, New Zealand","GILBERT, John Michael",C  C STRATEGIC LTD,64 9 3767506,,05 Oct 2016,All present and after acquired property of the company.,"Notice of End of Receivership 
      						
      							
      								Filed
    							
    							
							
							 31 May 2017",
522,1022360,9429037325336,04 Apr 2000,Removed,NZ Limited Company,Yes,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1022360,1022360,,"C/- Withers Tsang & Co Limited, 24-26 Pollen Street, Ponsonby, Auckland
, New Zealand","Same As Registered Office Address
, New Zealand",,,,,,,,
523,1496200,9429031818193,24 Mar 2004,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1496200,1496200,,"5 Sainsbury Road, Mount Albert, Auckland
, New Zealand","5 Sainsbury Road, Mount Albert, Auckland
, New Zealand",,,,,,,,
524,1125870,9429036957682,24 Apr 2001,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1125870,1125870,,"1st Floor Ufs House, 3 Montgomery Square, Nelson
, New Zealand","54 George Harvey Road, Rd1, Upper Moutere, Nelson
, New Zealand",,,,,,,,
525,10112,9429040942162,26 Sep 1956,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco10112,10112,,"11 Watt Street, Wanganui
, New Zealand","11 Watt Street, Wanganui
, New Zealand",,,,,,,,
526,678193,9429038476563,26 May 1995,Removed,NZ Limited Company,Yes,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco678193,678193,,"Level 6, 5 Short Street, Newmarket, Auckland, 1049
, New Zealand","Level 6, 5 Short Street, Newmarket, Auckland, 1049
, New Zealand",,,,,,,,
527,667412,9429038518461,17 Feb 1995,Removed,NZ Limited Company,Yes,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco667412,667412,,"Pricewaterhousecoopers, Level 8, 188 Quay Street, Auckland
, New Zealand","Pricewaterhousecoopers, Level 8, 188 Quay Street, Auckland
, New Zealand",,,,,,,,
528,16425,9429040915821,13 Jul 1964,Removed,NZ Limited Company,Yes,No,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco16425,16425,,"Mci & Associates, Chartered Accountants, 6 Gordon Street, Dannevirke, Dannevirke, 4930
, New Zealand","Mci & Associates, Chartered Accountants, 6 Gordon Street, Dannevirke, Dannevirke, 4930
, New Zealand",,,,,,,,
529,73709,9429040622842,22 Nov 1967,Removed,NZ Limited Company,No,No,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco73709,73709,,"52 Beresford Street, Bayswater, Auckland, 0622
, New Zealand","52 Beresford Street, Bayswater, Auckland, 0622
, New Zealand",,,,,,,,
530,93639,9429040494852,21 Feb 1975,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco93639,93639,,"C/- Spencer Milliken & Hynds, Hunts Building, 178 Great South Road, Manurewa, Auckland
, New Zealand","C/- Spencer Milliken & Hynds, Hunts Building, 178 Great South Road, Manurewa, Auckland
, New Zealand",,,,,,,,
531,161082,9429040234373,21 Jul 1961,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco161082,161082,,"C/- Arthur Young, Chartered Accountants, 45 Marine Parade, Napier
, New Zealand","-
, New Zealand",,,,,,,,
532,1877337,9429033801629,20 Oct 2006,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1877337,1877337,,"23a 13th Ave,, Tauranga
, New Zealand","P.o.box 6061, Brookfield, Tauranga
, New Zealand",,,,,,,,
533,22523,9429040885698,12 Aug 1969,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco22523,22523,,"C-o Horwath & Horwath, 623 Main Street, Palmerston North
, New Zealand",,,,,,,,,
534,3840336,9429030657472,21 May 2012,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco3840336,3840336,,"M.J.MOWAT, Level 1 285 Lincoln Road, Addington, Christchurch, 8014
, New Zealand","M.J.MOWAT, Level 1 285 Lincoln Road, Addington, Christchurch, 8014
, New Zealand",,,,,,,,
535,554635,9429038957499,17 Jul 1992,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco554635,554635,,"Unit 160, Peninsula Club,, 441 Whangaparaoa Road,, Stanmore Bay,, Whangaparaoa 0932
, New Zealand","Unit 160,, Peninsula Club,, 441 Whangaparaoa Road,, Hibiscus Coast.
, New Zealand",,,,,,,,
536,3480871,9429031011020,28 Jul 2011,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco3480871,3480871,,"NAIR & CHEN CHARTERED ACCOUNTANTS LTD., 280 Great South Road, Greenlane, Auckland, 1051
, New Zealand","Directors, Flat 3, 295 Ti Rakau Drive, Burswood, Auckland, 2013
, New Zealand",,,,,,,,
537,1709608,9429034493632,27 Oct 2005,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1709608,1709608,,"7 Tennyson Street, Northcote Point, Auckland
, New Zealand","7 Tennyson Street, Northcote Point, Auckland
, New Zealand",,,,,,,,
538,6611473,9429046518613,15 Dec 2017,Removed,NZ Limited Company,No,No,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco6611473,6611473,,"Suite 36, 59 Sackville Street, Grey Lynn, Auckland, 1021
, New Zealand","Suite 36, 59 Sackville Street, Grey Lynn, Auckland, 1021
, New Zealand",,,,,,,,
539,190041,9429040103693,25 Jul 1962,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco190041,190041,,"178 Buffalo Beach Road,, Whitianga.
, New Zealand",,,,,,,,,
540,172306,9429040163499,26 Jun 1974,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco172306,172306,,"10 Young St, New Plymouth
, New Zealand",,,,,,,,,
541,155400,9429040263670,15 Aug 1957,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco155400,155400,,"Messrs Macdonald & Associates, 16 Main Street, Gore
, New Zealand","-
, New Zealand",,,,,,,,
542,6227049,9429045951572,02 Mar 2017,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco6227049,6227049,,"40 Rautara Street, Orakei, Auckland, 1071
, New Zealand","40 Rautara Street, Orakei, Auckland, 1071
, New Zealand",,,,,,,,
543,5452621,9429041404133,16 Sep 2014,Removed,NZ Limited Company,No,No,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco5452621,5452621,,"Peat Johnson Murray Limited, 642 Great South Road, Ellerslie, Auckland, 1051
, New Zealand","Peat Johnson Murray Limited, 642 Great South Road, Ellerslie, Auckland, 1051
, New Zealand",,,,,,,,
544,373637,9429039512406,27 Nov 1987,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco373637,373637,,"29 Woodside Avenue, Northcote, Auckland
, New Zealand",,,,,,,,,
545,2052725,9429033043845,09 Nov 2007,Removed,NZ Limited Company,Yes,No,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco2052725,2052725,,"330 Broadway Avenue, Palmerston North, 4414
, New Zealand","330 Broadway Avenue, Palmerston North, 4414
, New Zealand",,,,,,,,
546,2369134,9429031747387,26 Nov 2009,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco2369134,2369134,,"8g, 11 Mount Street, Auckland City
, New Zealand","8g, 11 Mount Street, Auckland City
, New Zealand",,,,,,,,
547,1920552,9429033533988,20 Mar 2007,Removed,NZ Limited Company,Yes,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1920552,1920552,,"C/o Hwi Ltd, Level 3, 139 Carlton Gore, Rd, Newmarket, Auckland
, New Zealand","C/o Hwi Ltd, Level 3, 139 Carlton Gore, Rd, Newmarket, Auckland
, New Zealand",,,,,,,,
548,8238418,9429049889840,07 Oct 2021,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco8238418,8238418,,"Lesley's Bookkeeping Services, 59 Morvern Crescent, Tokoroa, South Waikato, 3420
, New Zealand","Lesley's Bookkeeping Services, 59 Morvern Crescent, Tokoroa, South Waikato, 3420
, New Zealand",,,,,,,,
549,2328410,9429031886376,12 Oct 2009,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco2328410,2328410,,"3 Sudbury Court, Hamilton
, New Zealand","Horsham Downs Shopping Centre, Hamilton
, New Zealand",,,,,,,,
550,954077,9429037616632,01 Apr 1999,Removed,NZ Limited Company,Yes,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco954077,954077,,"Gunson Mclean, Chartered Accountants, Level 1, 51 Okara Drive, Whangarei, 0110
, New Zealand","Gunson Mclean, Chartered Accountants, Vinery Lane, Whangarei
, New Zealand",,,,,,,,
551,59793,9429040690001,09 Jun 1960,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco59793,59793,,"Augustus House, 15 Augustus Terrace, Parnell, Auckland 1 Box 3744
, New Zealand",,,,,,,,,
552,147275,9429040308463,24 Feb 1967,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco147275,147275,,"109 Gordon Rd, Mosgiel
, New Zealand",,,,,,,,,
553,5067301,9429041183267,08 Apr 2014,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco5067301,5067301,,"188a Simeon Street, Spreydon, Christchurch, 8024
, New Zealand","188a Simeon Street, Spreydon, Christchurch, 8024
, New Zealand",,,,,,,,
554,8030143,9429048366731,26 Jun 2020,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco8030143,8030143,,"76 Popes Road, Takanini, Takanini, 2105
, New Zealand","76 Popes Road, Takanini, Takanini, 2105
, New Zealand",,,,,,,,
555,1235873,9429036352319,16 Sep 2002,Removed,NZ Limited Company,Yes,No,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1235873,1235873,,"74 Kaimanawa Street, Taupo, 3330
, New Zealand","74 Kaimanawa Street, Taupo, 3330
, New Zealand",,,,,,,,
556,2213949,9429032373752,25 Feb 2009,Removed,NZ Limited Company,No,No,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco2213949,2213949,,"Coombe Smith (PN) LImited, 168 Broadway Avenue, Palmerston North, New Zealand, 4440
, New Zealand","Coombe Smith (PN) LImited, 168 Broadway Avenue, Palmerston North, New Zealand, 4440
, New Zealand",,,,,,,,
557,1965145,9429033250410,08 Aug 2007,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1965145,1965145,,"87b Oceanbeach Road, Mount Maunganui, Tauranga, 3116
, New Zealand","87b Oceanbeach Road, Mount Maunganui, Tauranga, 3116
, New Zealand",,,,,,,,
558,8552488,9429051011499,09 Dec 2022,Removed,NZ Limited Company,No,No,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco8552488,8552488,,"23 Sunnybrae Road, Hillcrest, Auckland, 0627
, New Zealand","23 Sunnybrae Road, Hillcrest, Auckland, 0627
, New Zealand",,,,,,,,
559,45477,9429040740577,17 May 1946,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco45477,45477,,"Wharf Road, Port Albert
, New Zealand",,,,,,,,,
560,126519,9429031951548,27 Mar 1961,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco126519,126519,,"10 Church Sq, Christchurch
, New Zealand",,,,,,,,,
561,124561,9429031970464,04 Aug 1955,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco124561,124561,,"207a Manchester St, Christchurch
, New Zealand",,,,,,,,,
562,160024,9429040239460,25 Mar 1955,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco160024,160024,,"Dent Robertson & Partners, Chartered Accountants, Cnr Queen & Warren Streets, Hastings
, New Zealand","-
, New Zealand",,,,,,,,
563,75622,9429040613949,25 Nov 1968,Removed,NZ Limited Company,No,No,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco75622,75622,,"217 King Street, Pukekohe, 2120
, New Zealand","217 King Street, Pukekohe, 2120
, New Zealand",,,,,,,,
564,1904343,9429033639239,01 Feb 2007,Removed,NZ Limited Company,Yes,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1904343,1904343,,"12 Buckingham Street, Balaclava, Dunedin, 9011
, New Zealand","12 Buckingham Street, Balaclava, Dunedin, 9011
, New Zealand",,,,,,,,
565,1264123,9429036197446,19 Dec 2002,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1264123,1264123,,"9 Kelvin Rd, Maraenui, Napier
, New Zealand","22 Richmond Rd, Maraenui, Napier
, New Zealand",,,,,,,,
566,3360010,9429031131339,21 Apr 2011,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco3360010,3360010,,"221 Harewood Road, Bishopdale, Christchurch, 8053
, New Zealand","221 Harewood Road, Bishopdale, Christchurch, 8053
, New Zealand",,,,,,,,
