,Company number:,NZBN:,Incorporation Date:,Company Status:,Entity type:,Constitution filed:,Ultimate holding company,Company record link:,company_id,address.Registered office address,address.Registered Office,address.Address for service,Directors,address.Type of entity,Country of Origin:,FRA Reporting Month:,address.Principal place of business in NZ,address.Address of person authorised to accept service in NZ,Receiver:,Organisation:,Phone:,Email:,Appointed:,Vacated:,Brief description of propertyin receivership:,Reports,Status:,Liquidator:
457,1194254,9429036591916,06 Mar 2002,Removed,NZ Limited Company,Yes,Not specified,httpsapp.companiesoffice.govt.nzco1194254,1194254,,"1a 129 Onewa Road, Northcote, Auckland
, New Zealand","1a 129 Onewa Road, Northcote, Auckland
, New Zealand",Showing 2 of 2 directors,,,,,,,,,,,,,,,
458,95513,9429040477978,28 Aug 1975,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco95513,95513,,"167 Viponds Road, Whangaparaoa
, New Zealand",,,,,,,,,,,,,,,,,
459,183942,9429040129815,29 Mar 1961,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco183942,183942,,"54 Wake Street, Hamilton
, New Zealand",,,,,,,,,,,,,,,,,
460,713028,9429038370182,23 Feb 1996,Removed,NZ Limited Company,Yes,No,httpsapp.companiesoffice.govt.nzco713028,713028,,"32 Botanical Road, Tauranga South, Tauranga, 3112
, New Zealand","32 Botanical Road, Tauranga South, Tauranga, 3112
, New Zealand",Showing 1 of 1 directors,,,,,,,,,,,,,,,
461,1332387,9429035931225,12 Jun 2003,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco1332387,1332387,,"Ingham Mora, 9 Prince Ave, Mt. Maunganui
, New Zealand","Ingham Mora, 9 Prince Ave, Mt. Maunganui
, New Zealand",Showing 1 of 1 directors,,,,,,,,,,,,,,,
462,1631080,9429034781258,15 Jun 2005,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco1631080,1631080,,"133 Pilkington Road, Panmure, Auckland
, New Zealand","133 Pilkington Road, Panmure, Auckland
, New Zealand",Showing 1 of 1 directors,,,,,,,,,,,,,,,
463,1588570,9429035024019,15 Dec 2004,Removed,NZ Limited Company,Yes,Not specified,httpsapp.companiesoffice.govt.nzco1588570,1588570,,"61 Contour Ave, Pyes Pa, Tauranga
, New Zealand","61 Contour Ave, Pyes Pa, Tauranga
, New Zealand",Showing 2 of 2 directors,,,,,,,,,,,,,,,
464,801964,9429038353703,27 Mar 1996,Removed,NZ Limited Company,No,No,httpsapp.companiesoffice.govt.nzco801964,801964,,"28 Ribbonwood Crescent, Manukau Heights, Auckland
, New Zealand","28 Ribbonwood Crescent, Manukau Heights, Auckland
, New Zealand",Showing 2 of 2 directors,,,,,,,,,,,,,,,
465,4744101,9429030003729,30 Oct 2013,Removed,NZ Limited Company,No,No,httpsapp.companiesoffice.govt.nzco4744101,4744101,,"Unit 12, 7 Wastney Road, Alfriston, Auckland, 2105
, New Zealand","Unit 12, 7 Wastney Road, Alfriston, Auckland, 2105
, New Zealand",Showing 1 of 1 directors,,,,,,,,,,,,,,,
466,1830542,9429034042397,15 Jun 2006,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco1830542,1830542,,"59 A Gordon Street, Avalon, Lower Hutt
, New Zealand","59a Gordon Street, Avalon, Lower Hutt
, New Zealand",Showing 1 of 1 directors,,,,,,,,,,,,,,,
467,6214128,9429045917677,15 Feb 2017,Removed,NZ Limited Company,No,No,httpsapp.companiesoffice.govt.nzco6214128,6214128,,"Robina Hawkins, 47 Leefield Street, Blenheim, Blenheim, 7201
, New Zealand","Robina Hawkins, 47 Leefield Street, Blenheim, Blenheim, 7201
, New Zealand",Showing 1 of 1 directors,,,,,,,,,,,,,,,
468,99092,9429040452210,22 Sep 1976,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco99092,99092,,"12 Barkes Place, Mt Roskill
, New Zealand",,,,,,,,,,,,,,,,,
469,80558,9429040582535,16 Nov 1970,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco80558,80558,,"18 City View Tce, Birkenhead, Auckland
, New Zealand",,,,,,,,,,,,,,,,,
470,1577048,9429035079651,13 Dec 2004,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco1577048,1577048,,"53a Waiteti Road, Ngongotaha
, New Zealand","53a Waiteti Road, Ngongotaha
, New Zealand",Showing 1 of 1 directors,,,,,,,,,,,,,,,
471,192096,9429040090795,07 Feb 1972,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco192096,192096,,"1st Floor, Mccallum Spurdle & Bright, 4 Lake Road, Rotorua
, New Zealand",,,,,,,,,,,,,,,,,
472,1247730,9429036283736,14 Oct 2002,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco1247730,1247730,,"6 Gerwyn Pl, Pakuranga, Auckland
, New Zealand","6 Gerwyn Pl, Pakuranga, Auckland
, New Zealand",Showing 1 of 1 directors,,,,,,,,,,,,,,,
473,1538518,9429035265085,16 Aug 2004,Removed,NZ Limited Company,No,No,httpsapp.companiesoffice.govt.nzco1538518,1538518,,"108 Rockfield Road, Penrose, Auckland
, New Zealand","108 Rockfield Road, Penrose, Auckland
, New Zealand",Showing 1 of 1 directors,,,,,,,,,,,,,,,
474,80181,9429040586281,25 Sep 1970,Removed,NZ Limited Company,Yes,Not specified,httpsapp.companiesoffice.govt.nzco80181,80181,,"18 The Esplanade, Eastern Beach
, New Zealand","18 The Esplanade, Eastern Beach
, New Zealand",Showing 2 of 2 directors,,,,,,,,,,,,,,,
475,4730159,9429030011243,07 Nov 2013,Removed,NZ Limited Company,No,No,httpsapp.companiesoffice.govt.nzco4730159,4730159,,"Level 1, 162 Victoria Street West, Auckland 1010
, New Zealand","Level 1, 162 Victoria Street West, Auckland 1010
, New Zealand",Showing 1 of 1 directors,,,,,,,,,,,,,,,
476,1984768,9429033137896,14 Sep 2007,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco1984768,1984768,,"18 Rosewarne Crescent, Glendene, Waitakere 0602, Auckland
, New Zealand","18 Rosewarne Crescent, Glendene, Waitakere 0602, Auckland
, New Zealand",Showing 2 of 2 directors,,,,,,,,,,,,,,,
477,1057134,9429037169800,08 Aug 2000,Removed,NZ Limited Company,No,No,httpsapp.companiesoffice.govt.nzco1057134,1057134,,"11 Park Avenue, Takapuna, Auckland, 0622
, New Zealand","11 Park Avenue, Takapuna, Auckland, 0622
, New Zealand",Showing 1 of 1 directors,,,,,,,,,,,,,,,
478,86391,9429040547701,22 Feb 1973,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco86391,86391,,"203 Jervois Rd, Herne Bay, Auckland
, New Zealand",,,,,,,,,,,,,,,,,
479,1148342,9429036848447,27 Jul 2001,Removed,NZ Limited Company,Yes,Not specified,httpsapp.companiesoffice.govt.nzco1148342,1148342,,"Pricewaterhousecoopers, Level 8, 188 Quay Street, Auckland
, New Zealand","Pricewaterhousecoopers, Level 8, 188 Quay Street, Auckland
, New Zealand",Showing 2 of 4 directors,,,June,,,"NOONE, MAURICE",PRICEWATERHOUSECOOPERS AUCKLAND,64 9 3558000,,22 Dec 2008,29 Sep 2017,"All the assets, property and undertakings of the company.","Notice of End of Receivership 
      						
      							
      								Filed
    							
    							
							
							 22 Dec 2017",,
480,1132855,9429036931118,08 May 2001,Removed,NZ Limited Company,Yes,Not specified,httpsapp.companiesoffice.govt.nzco1132855,1132855,,"519b Kamo Rd, Kamo, Whangarei
, New Zealand","16 Albany Road, R D 1, Ruakaka
, New Zealand",Showing 2 of 2 directors,,,,,,,,,,,,,,,
481,3289509,9429031202770,28 Feb 2011,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco3289509,3289509,,"IF I CAN DREAM LTD trading as BE SMART ACCOUNTING, 278a King Edward Street, South Dunedin, 9012
, New Zealand","IF I CAN DREAM LTD trading as BE SMART ACCOUNTING, 278a King Edward Street, South Dunedin, 9012
, New Zealand",Showing 1 of 1 directors,,,,,,,,,,,,,,,
482,5748892,9429041856376,20 Jul 2015,Removed,NZ Limited Company,No,No,httpsapp.companiesoffice.govt.nzco5748892,5748892,,"30 Mcintyre Road, Mangere Bridge, Auckland, 2022
, New Zealand","30 Mcintyre Road, Mangere Bridge, Auckland, 2022
, New Zealand",Showing 1 of 1 directors,,,,,,,,,,,,,,,
483,157406,9429040251998,06 Dec 1974,Removed,NZ Limited Company,Yes,No,httpsapp.companiesoffice.govt.nzco157406,157406,,"Findex, 173 Spey Street, Invercargill, 9810
, New Zealand","Findex, 173 Spey Street, Invercargill, 9810
, New Zealand",Showing 1 of 1 directors,,,,,,,,,,,,,,,
484,2092394,9429032915303,18 Feb 2008,Removed,NZ Limited Company,Yes,No,httpsapp.companiesoffice.govt.nzco2092394,2092394,,"Hammond & Moir, Chartered Accountants, 13 Alexandra Street, Te Awamutu
, New Zealand","Hammond & Moir, Chartered Accountants, 13 Alexandra Street, Te Awamutu
, New Zealand",Showing 1 of 1 directors,,,,,,,,,,,,,,,
485,6176787,9429045837807,24 Nov 2016,Removed,NZ Limited Company,No,No,httpsapp.companiesoffice.govt.nzco6176787,6176787,,"Allan Taurerewa, 13 Lewis Avenue, Aramoho, Whanganui, 4500
, New Zealand","Allan Taurerewa, 13 Lewis Avenue, Aramoho, Whanganui, 4500
, New Zealand",Showing 1 of 1 directors,,,,,,,,,,,,,,,
486,85688,9429040551661,13 Nov 1972,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco85688,85688,,"Ling Adams & Ballard, Level 2, Cnr Gt North Rd & Trading Pl, Henderson
, New Zealand",,,,,,,,,,,,,,,,,
487,4883819,9429041055311,11 Feb 2014,Removed,NZ Limited Company,No,No,httpsapp.companiesoffice.govt.nzco4883819,4883819,,"1a Cochran Road, Oratia, Auckland, 0604
, New Zealand","1a Cochran Road, Oratia, Auckland, 0604
, New Zealand",Showing 1 of 1 directors,,,,,,,,,,,,,,,
488,8127809,9429048667944,30 Sep 2020,Removed,NZ Limited Company,No,No,httpsapp.companiesoffice.govt.nzco8127809,8127809,,"3 Farnborough Crescent, Mangere, Auckland, 2022
, New Zealand","3 Farnborough Crescent, Mangere, Auckland, 2022
, New Zealand",Showing 1 of 1 directors,,,,,,,,,,,,,,,
489,138704,9429040359878,06 Dec 1977,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco138704,138704,,"C/o Messrs W C Prosser & Son, 7 Durham St, Rangiora
, New Zealand",,Showing 1 of 1 directors,,,,,,,,,,,,,,,
490,1847884,9429033962313,27 Jul 2006,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco1847884,1847884,,"Unit 39, 643 Frankton Road, Queenstown, 9300
, New Zealand","Unit 39, 643 Frankton Road, Queenstown, 9300
, New Zealand",Showing 1 of 1 directors,,,,,,,,,,,,,,,
491,1494254,9429035473527,14 Apr 2004,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco1494254,1494254,,"30 Churchill Ave, Wairoa, Hawkes Bay 4192
, New Zealand","30 Churchill Ave, Wairoa, Hawkes Bay 4192
, New Zealand",Showing 2 of 2 directors,,,,,,,,,,,,,,,
492,1008936,9429037398729,17 Jan 2000,Removed,NZ Limited Company,Yes,No,httpsapp.companiesoffice.govt.nzco1008936,1008936,,"Withers Tsang & Co Ltd, 24-26 Pollen Street, Ponsonby, Auckland
, New Zealand","Withers Tsang & Co Ltd, 24-26 Pollen Street, Ponsonby, Auckland
, New Zealand",Showing 2 of 2 directors,,,,,,,,,,,,,,,
493,1946936,9429033372518,25 May 2007,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco1946936,1946936,,"Small Business Accounting, 281 Gloucester Street, Taradale, Napier
, New Zealand","Small Business Accounting, 281 Gloucester Street, Taradale, Napier
, New Zealand",Showing 2 of 2 directors,,,,,,,,,,,,,,,
494,349668,9429039590329,11 Aug 1987,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco349668,349668,,"59 Victory Rd, Laingholm, Auckland
, New Zealand",,,,,,,,,,,,,,,,,
495,6272067,9429046093417,26 Apr 2017,Removed,NZ Limited Company,Yes,No,httpsapp.companiesoffice.govt.nzco6272067,6272067,,"PAUL PEARCE LIMITED, 268 Broadway Avenue, Palmerston North, Palmerston North, 4414
, New Zealand","PAUL PEARCE LIMITED, 268 Broadway Avenue, Palmerston North, Palmerston North, 4414
, New Zealand",Showing 1 of 1 directors,,,,,,,,,,,,,,,
496,376062,9429039502698,13 Jan 1988,Removed,NZ Limited Company,No,No,httpsapp.companiesoffice.govt.nzco376062,376062,,"64 Beaver Road, Rd 2, Pukekohe, 2677
, New Zealand","64 Beaver Road, Rd 2, Pukekohe, 2677
, New Zealand",Showing 1 of 1 directors,,,,,,,,,,,,,,,
497,2203855,9429032418484,20 Jan 2009,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco2203855,2203855,,"3 Whetstone Road, Richmond Park, Manukau
, New Zealand","3 Whetstone Road, Richmond Park, Manukau
, New Zealand",Showing 2 of 2 directors,,,,,,,,,,,,,,,
498,1468033,9429035622185,11 Dec 2003,Removed,NZ Limited Company,Yes,No,httpsapp.companiesoffice.govt.nzco1468033,1468033,,"20 Hawke Drive, Haruru, Haruru, 0204
, New Zealand","20 Hawke Drive, Haruru, Haruru, 0204
, New Zealand",Showing 2 of 2 directors,,,,,,,,,,,,,,,
499,1942122,9429033398792,31 May 2007,Removed,NZ Limited Company,No,No,httpsapp.companiesoffice.govt.nzco1942122,1942122,,"Sba Papakura, 275 Great South Road, Papakura, 2110
, New Zealand","Sba Papakura, 275 Great South Road, Papakura, 2110
, New Zealand",Showing 2 of 2 directors,,,,,,,,,,,,,,,
500,1179314,9429036677122,17 Dec 2001,Removed,NZ Limited Company,Yes,Not specified,httpsapp.companiesoffice.govt.nzco1179314,1179314,,"C/- Peters Doig Limited, 59 High Street, Blenheim
, New Zealand","C/- Peters Doig Limited, 59 High Street, Blenheim
, New Zealand",Showing 2 of 2 directors,,,,,,,,,,,,,,,
501,7976156,9429048152778,18 May 2020,Removed,NZ Limited Company,No,No,httpsapp.companiesoffice.govt.nzco7976156,7976156,,"99 West Belt, Rangiora, Rangiora, 7400
, New Zealand","99 West Belt, Rangiora, Rangiora, 7400
, New Zealand",Showing 1 of 1 directors,,,,,,,,,,,,,,,
502,890895,9429037930622,19 Jan 1998,Removed,NZ Limited Company,Yes,Not specified,httpsapp.companiesoffice.govt.nzco890895,890895,,"62 Boakes Road, Mt. Wellington, Auckland
, New Zealand","62 Boakes Road, Mt Wellington, Auckland
, New Zealand",Showing 1 of 1 directors,,,,,,,,,,,,,,,
503,525725,9429039049544,17 Oct 1991,Removed,NZ Limited Company,Yes,Not specified,httpsapp.companiesoffice.govt.nzco525725,525725,,"Rodewald Hart & Associates Limited, Cnr Jocelyn & Queen Streets, Te Puke
, New Zealand","Rodewald Hart & Associates Limited, Cnr Jocelyn & Queen Streets, Te Puke
, New Zealand",Showing 2 of 2 directors,,,,,,,,,,,,,,,
504,282247,9429039814418,10 Sep 1985,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco282247,282247,,"16 Elliott Street, Papakura
, New Zealand",,Showing 2 of 2 directors,,,,,,,,,,,,,,,
505,7186574,9429047195196,11 Jan 2019,Removed,NZ Limited Company,No,No,httpsapp.companiesoffice.govt.nzco7186574,7186574,,"21 Oban Road, Westmere, Auckland, 1022
, New Zealand","21 Oban Road, Westmere, Auckland, 1022
, New Zealand",Showing 1 of 1 directors,,,,,,,,,,,,,,,
506,659525,9429038556289,05 Dec 1994,Removed,NZ Limited Company,Yes,No,httpsapp.companiesoffice.govt.nzco659525,659525,,"Synergy Accountants Limited, 15 George Street, Whakatane, Whakatane, 3120
, New Zealand","Synergy Accountants Limited, 15 George Street, Whakatane, Whakatane, 3120
, New Zealand",Showing 1 of 1 directors,,,,,,,,,,,,,,,
507,1755346,9429034357828,11 Jan 2006,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco1755346,1755346,,"79 Cambridge Terrace, Christchurch
, New Zealand","79 Cambridge Terrace, Christchurch
, New Zealand",Showing 1 of 1 directors,,,,,,,,,,,,,,,
508,8188776,9429049338980,21 May 2021,Removed,NZ Limited Company,No,No,httpsapp.companiesoffice.govt.nzco8188776,8188776,,"145 Chesney St, Invercargil, 9812
, New Zealand","145 Chesney St, Invercargil, 9812
, New Zealand",Showing 1 of 1 directors,,,,,,,,,,,,,,,
509,7598059,9429047564282,12 Jul 2019,Removed,NZ Limited Company,No,No,httpsapp.companiesoffice.govt.nzco7598059,7598059,,"62 Sheriff Place, Randwick Park, Auckland, 2105
, New Zealand","62 Sheriff Place, Randwick Park, Auckland, 2105
, New Zealand",Showing 2 of 2 directors,,,,,,,,,,,,,,,
510,110043,9429032156614,28 Nov 1980,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco110043,110043,,"35 Follett Street, Marton
, New Zealand","35 Follett Street, Marton
, New Zealand",Showing 2 of 2 directors,,,,,,,,,,,,,,,
511,73231,9429040627632,25 Aug 1967,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco73231,73231,,"Lester Mckinstry & Co, Dalgety Buildings, 41 Albert St, Auckland
, New Zealand",,,,,,,,,,,,,,,,,
512,8982109,9429051700720,01 Nov 2023,Removed,NZ Limited Company,No,No,httpsapp.companiesoffice.govt.nzco8982109,8982109,,"28 Appleby Crescent, Burnside, Christchurch, 8053
, New Zealand","28 Appleby Crescent, Burnside, Christchurch, 8053
, New Zealand",Showing 1 of 1 directors,,,,,,,,,,,,,,,
513,3163105,9429031351690,13 Oct 2010,Removed,NZ Limited Company,Yes,Not specified,httpsapp.companiesoffice.govt.nzco3163105,3163105,,"Cathedral Junction, Unit 3, 102-121 Worcester Street, Christchurch, 8011
, New Zealand","Cathedral Junction, Unit 3, 102-121 Worcester Street, Christchurch, 8011
, New Zealand",Showing 1 of 1 directors,,,,,,,,,,,,,,,
514,1426967,9429035707493,22 Oct 2003,Removed,NZ Limited Company,Yes,No,httpsapp.companiesoffice.govt.nzco1426967,1426967,,"Building D, 42 Tawa Drive Office Park, Albany, Auckland, 0752
, New Zealand","Building D, 42 Tawa Drive Office Park, Albany, Auckland, 0752
, New Zealand",Showing 2 of 2 directors,,,,,,,,,,,,,,,
515,1012068,9429037381691,04 Feb 2000,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco1012068,1012068,,"Shed 23, Unit 7, Princes Wharf, 137 Quay Street, Auckland
, New Zealand","1 Whitworth Road, Mt Eden, Auckland
, New Zealand",Showing 2 of 2 directors,,,,,,,,,,,,,,,
516,104587,9429040402086,06 Dec 1978,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco104587,104587,,"2a Wymondley Rd, Otara
, New Zealand",,,,,,,,,,,,,,,,,
517,2142942,9429032691856,07 Jul 2008,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco2142942,2142942,,"25 Quail Drive, Albany, Auckland, 0632
, New Zealand","25 Quail Drive, Albany, Auckland, 0632
, New Zealand",Showing 2 of 2 directors,,,,,,,,,,,,,,,
518,1575285,9429035089544,17 Nov 2004,Removed,NZ Limited Company,Yes,Not specified,httpsapp.companiesoffice.govt.nzco1575285,1575285,,"Lewthwaite & Assocaites Limited, 165 Ferry Road, Christchurch
, New Zealand","Lewthwaite & Assocaites Limited, 165 Ferry Road, Christchurch
, New Zealand",Showing 1 of 1 directors,,,,,,,,,,,,,,,
519,1138560,9429036899586,17 May 2001,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco1138560,1138560,,"512 Blenhein Rd, Christchurch
, New Zealand","512 Blenheim Rd, Christchurch
, New Zealand",Showing 1 of 1 directors,,,,,,,,,,,,,,,
520,817910,9429038276477,24 Jul 1996,Removed,NZ Limited Company,Yes,Not specified,httpsapp.companiesoffice.govt.nzco817910,817910,,"11 Union Street, Auckland
, New Zealand","11 Union Street, Auckland
, New Zealand",Showing 2 of 2 directors,,,,,,,,,,,,,,,
521,5489282,9429041467428,23 Oct 2014,Removed,NZ Limited Company,No,No,httpsapp.companiesoffice.govt.nzco5489282,5489282,,"Lvl 10, Bdo Tower, 19 Como Street, Takapuna, Auckland, 0622
, New Zealand","Lvl 10, Bdo Tower, 19 Como Street, Takapuna, Auckland, 0622
, New Zealand",Showing 2 of 2 directors,,,,,,,,,,,,,,,
522,106893,9429040382944,25 Oct 1979,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco106893,106893,,"188 Glamorgan Drive, Torbay, Auckland
, New Zealand",,,,,,,,,,,,,,,,,
523,1731062,9429034423165,22 Nov 2005,Removed,NZ Limited Company,Yes,Not specified,httpsapp.companiesoffice.govt.nzco1731062,1731062,,"12 Northvale Place, Pukekohe, Pukekohe, 2120
, New Zealand","12 Northvale Place, Pukekohe, Pukekohe, 2120
, New Zealand",Showing 2 of 2 directors,,,,,,,,,,,,,,,
524,1225605,9429036409624,12 Jul 2002,Removed,NZ Limited Company,Yes,Not specified,httpsapp.companiesoffice.govt.nzco1225605,1225605,,"17 Hall Street, Pukekohe
, New Zealand","17 Hall Street, Pukekohe
, New Zealand",Showing 1 of 1 directors,,,,,,,,,,,,,,,
525,1580683,9429035059837,25 Nov 2004,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco1580683,1580683,,"4th Floor, The Gilmore Brown Ltd Business Centre, 30-34 Rathbone Street, Whangarei
, New Zealand","4th Floor, The Gilmore Brown Ltd Business Centre, 30-34 Rathbone Street, Whangarei
, New Zealand",Showing 1 of 1 directors,,,,,,,,,,,,,,,
526,1258425,9429036231317,20 Nov 2002,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco1258425,1258425,,"6 Gerwyn Pl, Pakuranga, Auckland
, New Zealand","6 Gerwyn Pl, Pakuranga, Auckland
, New Zealand",Showing 1 of 1 directors,,,,,,,,,,,,,,,
527,112674,9429032117288,29 Oct 1981,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco112674,112674,,"Abacus House, 13 Rust Avenue, Whangarei
, New Zealand",,Showing 2 of 2 directors,,,,,,,,,,,,,,,
528,8710206,9429051258412,17 Apr 2023,Removed,NZ Limited Company,No,No,httpsapp.companiesoffice.govt.nzco8710206,8710206,,"39 Hinemoa Street, Spreydon, Christchurch, 8024
, New Zealand","39 Hinemoa Street, Spreydon, Christchurch, 8024
, New Zealand",Showing 2 of 3 directors,,,,,,,,,,,,,,,
529,365258,9429039539137,21 Sep 1987,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco365258,365258,,"Mile Rd, R D, Bombay
, New Zealand","Mile Rd, R D, Bombay
, New Zealand",Showing 2 of 2 directors,,,,,,,,,,,,,,,
530,1539606,9429035257929,10 Aug 2004,Removed,NZ Limited Company,Yes,Not specified,httpsapp.companiesoffice.govt.nzco1539606,1539606,,"1 Stembridge Avenue, Pukekohe
, New Zealand","1 Stembridge Avenue, Pukekohe
, New Zealand",Showing 2 of 2 directors,,,,,,,,,,,,,,,
531,955460,9429037607678,10 May 1999,Removed,NZ Limited Company,Yes,Not specified,httpsapp.companiesoffice.govt.nzco955460,955460,,"7 Pipitea Place, Massey, Auckland
, New Zealand","7 Pipitea Place, Massey, Auckland
, New Zealand",Showing 1 of 1 directors,,,,,,,,,,,,,,,
532,199671,9429040030340,06 Mar 1981,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco199671,199671,,"81 Maxwell Rd, Tauranga
, New Zealand",,,,,,,,,,,,,,,,,
533,1759780,9429034338681,20 Jan 2006,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco1759780,1759780,,"56 Sonia Ave, Remuera, Auckland
, New Zealand","56 Sonia Ave, Remuera, Auckland
, New Zealand",Showing 2 of 2 directors,,,,,,,,,,,,,,,
534,5712027,9429041773758,26 May 2015,Removed,NZ Limited Company,No,No,httpsapp.companiesoffice.govt.nzco5712027,5712027,,"17 Mahoe Avenue, Remuera, Auckland, 1050
, New Zealand","17 Mahoe Avenue, Remuera, Auckland, 1050
, New Zealand",Showing 1 of 1 directors,,,,,,,,,,,,,,,
535,8159270,9429048996464,15 Feb 2021,Removed,NZ Limited Company,No,No,httpsapp.companiesoffice.govt.nzco8159270,8159270,,"VGA CHARTERED ACCOUNTANTS LIMITED, Unit G12 23 Edwin Street, Mt Eden, Auckland, 1024
, New Zealand","VGA CHARTERED ACCOUNTANTS LIMITED, Unit G12 23 Edwin Street, Mt Eden, Auckland, 1024
, New Zealand",Showing 1 of 1 directors,,,,,,,,,,,,,,,
536,1910098,9429033603414,08 Mar 2007,Removed,NZ Limited Company,No,No,httpsapp.companiesoffice.govt.nzco1910098,1910098,,"2 Belfry Place, Manurewa, Auckland
, New Zealand","2 Belfry Place, Manurewa, Auckland
, New Zealand",Showing 1 of 1 directors,,,,,,,,,,,,,,,
537,6105868,9429042566960,13 Sep 2016,Removed,NZ Limited Company,No,No,httpsapp.companiesoffice.govt.nzco6105868,6105868,,"Level 6, 5 Short Street, Newmarket, Auckland, 1049
, New Zealand","Level 6, 5 Short Street, Newmarket, Auckland, 1049
, New Zealand",Showing 2 of 2 directors,,,,,,,,,,,,,,,
538,1611482,9429034887080,22 Mar 2005,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco1611482,1611482,,"7 Dunlop Road, Te Puke
, New Zealand","7 Dunlop Road, Te Puke
, New Zealand",Showing 2 of 2 directors,,,,,,,,,,,,,,,
539,432309,9429039328410,14 Jul 1989,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco432309,432309,,"30 Duke Street, Cambridge
, New Zealand","30 Duke Street, Cambridge
, New Zealand",Showing 2 of 2 directors,,,,,,,,,,,,,,,
540,835922,9429038191985,25 Nov 1996,Removed,NZ Limited Company,Yes,Not specified,httpsapp.companiesoffice.govt.nzco835922,835922,,"14a Alymer Street, Somerfield, Christchurch
, New Zealand","14a Alymer Street, Somerfield, Christchurch
, New Zealand",Showing 1 of 1 directors,,,,,,,,,,,,,,,
541,95915,9429040476315,26 Sep 1975,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco95915,95915,,"361 Massey Rd, Mangere
, New Zealand",,,,,,,,,,,,,,,,,
542,1119108,9429036990511,26 Feb 2001,Removed,NZ Limited Company,Yes,Not specified,httpsapp.companiesoffice.govt.nzco1119108,1119108,,"Southern Business Centre, 55 Wordsworth Street Sydenham, Christchurch,  8023
, New Zealand","Southern Business Centre, 55 Wordsworth Street Sydenham, Christchurch,  8023
, New Zealand",Showing 2 of 2 directors,,,,,,,,,,,,,,,
543,2308656,9429031993784,01 Sep 2009,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco2308656,2308656,,"KPMG, Level 2, 247 Cameron Road, Tauranga, 3110
, New Zealand","KPMG, Level 2, 247 Cameron Road, Tauranga, 3110
, New Zealand",Showing 1 of 1 directors,,,,,,,,,,,,,,,
544,1061313,9429037158842,23 Aug 2000,Removed,NZ Limited Company,Yes,Not specified,httpsapp.companiesoffice.govt.nzco1061313,1061313,,"Hc Partners Limited, 39 George Street, Timaru 7940
, New Zealand","Hc Partners Limited, 39 George Street, Timaru 7910
, New Zealand",Showing 2 of 2 directors,,,,,,,,,,,,,,,
