,Company number:,NZBN:,Incorporation Date:,Company Status:,Entity type:,Constitution filed:,Ultimate holding company,Directors,Company record link:,company_id,address.Registered office address,address.Registered Office,address.Address for service,FRA Reporting Month:,Receiver:,Organisation:,Phone:,Email:,Appointed:,Vacated:,Brief description of propertyin receivership:,Reports
547,1034390,9429037266868,08 May 2000,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1034390,1034390,,"Rear Suite, Level 1, 29 Kings Crescent, Lower Hutt
, New Zealand","Rear Suite, Level 1, 29 Kings Crescent, Lower Hutt
, New Zealand",,,,,,,,,
548,1498630,9429031780285,29 Mar 2004,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1498630,1498630,,"C/- D Brighouse, Richards Road, Rd1, Kamo, Whangarei
, New Zealand","C/- D Brighouse, Richards Road, Rd1, Kamo, Whangarei
, New Zealand",,,,,,,,,
549,162535,9429040226897,06 Dec 1967,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco162535,162535,,"Oldershaw & Co, Marewa House, Kennedy Road, Napier
, New Zealand","-
, New Zealand",,,,,,,,,
550,1712327,9429034486740,18 Oct 2005,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1712327,1712327,,"10 Michael Bosher Way, Manukau, Auckland
, New Zealand","10 Michael Bosher Way, Manukau, Auckland
, New Zealand",,,,,,,,,
551,47871,9429040732077,19 Dec 1949,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco47871,47871,,"Unit 2, Cnr Tennyson & Volcanic Rds, Balmoral
, New Zealand",,,,,,,,,,
552,254635,9429039906144,12 Oct 1984,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco254635,254635,,"230 Great South Rd, Papatoetoe, Auckland
, New Zealand",,,,,,,,,,
553,200198,9429040032955,08 Sep 1981,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco200198,200198,,"C/- Offical Assignee, Second Floor, Asb Building, 500 Victoria Street, Hamilton
, New Zealand","C/- Officiale Assignee, Second Floor, Asb Building, 500 Victoria Street, Hamilton
, New Zealand",,,,,,,,,
554,1547966,9429035219316,20 Aug 2004,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1547966,1547966,,"80 Wishart Road, Helensville
, New Zealand","80 Wishart Road, Helensville
, New Zealand",,,,,,,,,
555,1470743,9429035607588,19 Dec 2003,Removed,NZ Limited Company,Yes,No,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1470743,1470743,,"Nexia Christchurch Limited, Level 4, 123 Victoria Street, Christchurch Central, Christchurch, 8013
, New Zealand","Nexia Christchurch Limited, Level 4, 123 Victoria Street, Christchurch Central, Christchurch, 8013
, New Zealand",,,,,,,,,
556,184340,9429040129594,27 Jul 1961,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco184340,184340,,"C/o Somerville & Smith, 6 Neal Street, Putaruru
, New Zealand","-
, New Zealand",,,,,,,,,
557,406945,9429039409362,14 Oct 1988,Removed,NZ Limited Company,Yes,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco406945,406945,,"Shop 10, 18 Clearwater Cove, Westpark Village, West Harbour, Auckland
, New Zealand","Shop 10, 18 Clearwater Cove, Westpark Village, West Harbour, Auckland
, New Zealand",,,,,,,,,
558,1596266,9429034978924,04 Feb 2005,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1596266,1596266,,"52 Windsor Road, Inglewood, Taranaki, 4386
, New Zealand","52 Windsor Road, Inglewood, Taranaki, 4386
, New Zealand",,,,,,,,,
559,3924359,9429030580954,23 Jul 2012,Removed,NZ Limited Company,Yes,No,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco3924359,3924359,,"MALLOCH MCCLEAN, 101 Don Street, Invercargill, 9810
, New Zealand","MALLOCH MCCLEAN, 101 Don Street, Invercargill, 9810
, New Zealand",,,,,,,,,
560,9203,9429040945736,07 Apr 1955,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco9203,9203,,"C/o Chapman Ross & Co, Chapman House, Main Street, Upper Hutt
, New Zealand",,,,,,,,,,
561,5142987,9429041194256,14 Apr 2014,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco5142987,5142987,,"221-223 Dairy Flat Highway, Albany, North Shore, 0632
, New Zealand","221-223 Dairy Flat Highway, Albany, North Shore, 0632
, New Zealand",,,,,,,,,
562,1882108,9429033769950,23 Nov 2006,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1882108,1882108,,"Econo Built Systems Ltd Building, 152 Great South Road, Takanini, Auckland
, New Zealand","34 Jervois Road, Ponsonby, Auckland
, New Zealand",,,,,,,,,
563,1108545,9429037045500,20 Dec 2000,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1108545,1108545,,"Moore Stephens Markhams Auckland, Level 10, 203 Queen Street, Auckland, 1140
, New Zealand","Moore Stephens Markhams Auckland, Level 10, 203 Queen Street, Auckland, 1140
, New Zealand",,,,,,,,,
564,164424,9429040214115,09 Jul 1974,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco164424,164424,,"The Official Assignees Office, Tennyson Street, Napier
, New Zealand",,,,,,,,,,
565,67999,9429040656915,03 Mar 1965,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco67999,67999,,"60 Mcfadzean Drive, Blockhouse Bay, Auckland
, New Zealand","60 Mcfadzean Drive, Blockhouse Bay, Auckland
, New Zealand",,,,,,,,,
566,1898983,9429033672038,11 Jan 2007,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1898983,1898983,,"93 Cook Street, Howick, Auckland
, New Zealand","93 Cook Street, Auckland
, New Zealand",,,,,,,,,
567,171584,9429040170763,17 Sep 1969,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco171584,171584,,"141 Powderham Street, New Plymouth
, New Zealand","-
, New Zealand",,,,,,,,,
568,1530556,9429035305934,29 Jun 2004,Removed,NZ Limited Company,Yes,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1530556,1530556,,"119 Woodfields Road, Rd 5, Rangiora, 7475
, New Zealand","119 Woodfields Road, Rd 5, Rangiora, 7475
, New Zealand",,,,,,,,,
569,4724080,9429030014367,23 Oct 2013,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco4724080,4724080,,"63 Shortland Street, Wainoni, Christchurch, 8061
, New Zealand","63 Shortland Street, Wainoni, Christchurch, 8061
, New Zealand",,,,,,,,,
570,1549211,9429035213994,25 Aug 2004,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1549211,1549211,,"D G Promotions Limited, Unit 1, 59 Paul Mathews Road, North Harbour, Auckland
, New Zealand","D G Promotions Limited, Unit 1, 59 Paul Mathews Road, North Harbour, Auckland
, New Zealand",,,,,,,,,
571,5754107,9429041863398,24 Jul 2015,Removed,NZ Limited Company,Yes,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco5754107,5754107,,"31b Bauchop Road, Waterloo, Lower Hutt, 5011
, New Zealand","31b Bauchop Road, Waterloo, Lower Hutt, 5011
, New Zealand",,,,,,,,,
572,1348535,9429035883449,11 Jul 2003,Removed,NZ Limited Company,No,No,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1348535,1348535,,"13 Living Stream Road, Albany Heights, North Shore City, 0632
, New Zealand","13 Living Stream Road, Albany Heights, North Shore City, 0632
, New Zealand",,,,,,,,,
573,421900,9429039362780,19 Jan 1989,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco421900,421900,,"C/o Stretton & Co, 44 Heu Heu Street, Taupo
, New Zealand","C/o Stretton & Co, 44 Heu Heu Street, Taupo
, New Zealand",,,,,,,,,
574,2185329,9429032503807,12 Nov 2008,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco2185329,2185329,,"29 Beatty Road, Pukekohe, Auckland 2120
, New Zealand","29 Beatty Road, Pukekohe, Auckland 2120
, New Zealand",,,,,,,,,
575,44014,9429040744827,16 Jul 1937,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco44014,44014,,"3094 Gt Nth Rd, New Lynn, Auckland 7
, New Zealand",,,,,,,,,,
576,74117,9429040621654,06 Mar 1968,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco74117,74117,,"Cnr Wood & East Sts, Papakura, Auckland
, New Zealand","Cnr Wood & East Sts, Papakura, Auckland
, New Zealand",,,,,,,,,
577,103010,9429040415741,16 May 1978,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco103010,103010,,"Lay Dodd & Partners, Prudential Bldg, 9 Manukau Rd, Auckland 3
, New Zealand",,,,,,,,,,
578,1082492,9429037119966,02 Oct 2000,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1082492,1082492,,"537b Haywards Paremata Road, Porirua, Wellington
, New Zealand","537b Haywards Paremata Road, Porirua, Wellington
, New Zealand",,,,,,,,,
579,2436472,9429031621540,13 Apr 2010,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco2436472,2436472,,"C/o Mgi Auckland Ltd, Level 2, 81, Carlton Gore Rd, Newmarket, Auckland, 1023
, New Zealand","C/o Mgi Auckland Ltd, Level 2, 81, Carlton Gore Rd, Newmarket, Auckland, 1023
, New Zealand",,,,,,,,,
580,1973967,9429033199849,03 Sep 2007,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1973967,1973967,,"9 Safari Cres, Johnsonville, Wellington
, New Zealand","9 Safari Cres, Johnsonville, Wellington
, New Zealand",,,,,,,,,
581,2290269,9429032088588,30 Jul 2009,Removed,NZ Limited Company,Yes,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco2290269,2290269,,"104 Triangle Road, Massey, Auckland, 0614
, New Zealand","104 Triangle Road, Massey, Auckland, 0614
, New Zealand",,,,,,,,,
582,149328,9429034064856,12 Jun 1975,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco149328,149328,,"190 Princes St, Dunedin
, New Zealand",,,,,,,,,,
583,1268873,9429036170722,24 Jan 2003,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1268873,1268873,,"299 Birdwood Road, Massey, Auckland
, New Zealand","299 Birdwood Road, Massey, Auckland
, New Zealand",,,,,,,,,
584,1720753,9429034455159,02 Dec 2005,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1720753,1720753,,"Cochrane & Whitehead, 267 Broadway Avenue, Palmerston North
, New Zealand","Cochrane & Whitehead, 267 Broadway Avenue, Palmerston North
, New Zealand",,,,,,,,,
585,79966,9429040587059,24 Feb 1938,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco79966,79966,,"Kipling Hse 145 Manakau Rd, Epsom, Auckland 3
, New Zealand",,,,,,,,,,
586,5094301,9429041168448,31 Mar 2014,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco5094301,5094301,,"Erina L Webber, 11 Roadley Avenue, Sunnyhills, Auckland, 2010
, New Zealand","Erina L Webber, 11 Roadley Avenue, Sunnyhills, Auckland, 2010
, New Zealand",,,,,,,,,
587,1181604,9429036664214,21 Dec 2001,Removed,NZ Limited Company,Yes,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1181604,1181604,,"baldry + sanford limited, 12 Florence Avenue, Orewa, 0931
, New Zealand","baldry + sanford limited, 12 Florence Avenue, Orewa, 0931
, New Zealand",,,,,,,,,
588,5653450,9429041676523,26 Mar 2015,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco5653450,5653450,,"106 Fergusson Street, Feilding, Feilding, 4702
, New Zealand","106 Fergusson Street, Feilding, Feilding, 4702
, New Zealand",,,,,,,,,
589,2047834,9429033050386,12 Nov 2007,Removed,NZ Limited Company,Yes,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco2047834,2047834,,"KPMG Timaru, 24 The Terrace, Timaru, Timaru, 7910
, New Zealand","KPMG Timaru, 24 The Terrace, Timaru, Timaru, 7910
, New Zealand",,,,,,,,,
590,2186498,9429032497762,07 Nov 2008,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco2186498,2186498,,"52 Roberton Rd, Avondale, Auckland
, New Zealand","Victoria Park Market, Auckland
, New Zealand",,,,,,,,,
591,187843,9429040115283,27 Apr 1966,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco187843,187843,,"Reeder Smith & Co, Eruera St, Box 1049, Rotorua
, New Zealand",,,,,,,,,,
592,3528452,9429030967786,31 Aug 2011,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco3528452,3528452,,"27 Mahara Avenue, Birkenhead, Auckland, 0626
, New Zealand","27 Mahara Avenue, Birkenhead, Auckland, 0626
, New Zealand",,,,,,,,,
593,179596,9429040141121,21 Sep 1956,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco179596,179596,,"Touche Ross And Company, 29 Hinemaru Street, Rotorua
, New Zealand","-
, New Zealand",,,,,,,,,
594,77090,9429040607184,22 Jul 1969,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco77090,77090,,"3049 Gt North Rd, Box 15-037, New Lynn, Auckland 7
, New Zealand",,,,,,,,,,
595,209301,9429039988324,03 Oct 1983,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco209301,209301,,"20 Tiverton Road, Blockhouse Bay, Auckland
, New Zealand",,,,,,,,,,
596,77911,9429040599663,25 Nov 1971,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco77911,77911,,"Kaipara Rd, Keri Hill, Papakura
, New Zealand",,,,,,,,,,
597,160103,9429040238067,30 Sep 1955,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco160103,160103,,"C/o Esam Cushing & Co, 120n Karamu Rd Box 941, Hastings
, New Zealand",,,,,,,,,,
598,54832,9429040708560,06 Mar 1957,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco54832,54832,,"10th Flr, National Mutual Bldg, 41 Shortland St, Auckland
, New Zealand",,,,,,,,,,
599,964754,9429037556730,21 Jun 1999,Removed,NZ Limited Company,Yes,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco964754,964754,,"C/- Malcolm Webster Ltd, Chartered Accountants, 53 Fraser St, Tauranga
, New Zealand","C/- Malcolm Webster Ltd, Chartered Accountants, 53 Fraser St, Tauranga
, New Zealand",,,,,,,,,
600,1034002,9429037267407,09 May 2000,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1034002,1034002,,"1/7 Foley Place, Torbay, Auckland
, New Zealand","1/7 Foley Place, Torbay, Auckland
, New Zealand",,,,,,,,,
601,5680549,9429041708477,22 Apr 2015,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco5680549,5680549,,"WALKER ACCOUNTANTS LIMITED, 1/28 Uxbridge Road, Howick, Auckland, 0000
, New Zealand","WALKER ACCOUNTANTS LIMITED, 1/28 Uxbridge Road, Howick, Auckland, 0000
, New Zealand",,,,,,,,,
602,1988387,9429033119090,16 Nov 2007,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1988387,1988387,,"24 Ashridge Rd, Napier
, New Zealand","24 Ashridge Rd, Napier
, New Zealand",,,,,,,,,
603,8288840,9429050212484,13 Jan 2022,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco8288840,8288840,,"Devon Stove, 157a Queen Street, Richmond, Richmond, 7020
, New Zealand","Devon Stove, 157a Queen Street, Richmond, Richmond, 7020
, New Zealand",,,,,,,,,
604,1472139,9429035600404,23 Dec 2003,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1472139,1472139,,"Pricewaterhousecoopers, Level 8, 188 Quay Street, Auckland
, New Zealand","Pricewaterhousecoopers, Level 8, 188 Quay Street, Auckland
, New Zealand",,,,,,,,,
605,115491,9429032070682,06 Oct 1982,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco115491,115491,,"C/- Robertson & Humphries & Co, Corner East & Wood Streets, Papakura
, New Zealand","C/- Robertson & Humphreys & Co, Corner East & Wood Streets, Papakura
, New Zealand",,,,,,,,,
606,1505941,9429035433330,23 Apr 2004,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1505941,1505941,,"155a Hobsonville Road, West Harbour, Auckland 0618
, New Zealand","155a Hobsonville Road, West Harbour, Auckland 0618
, New Zealand",,,,,,,,,
607,6283717,9429046134417,16 May 2017,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco6283717,6283717,,"9 Melody Lane, Hamilton East, Hamilton, 3216
, New Zealand","9 Melody Lane, Hamilton East, Hamilton, 3216
, New Zealand",,,,,,,,,
608,1406300,9429035751816,26 Sep 2003,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1406300,1406300,,"17b Harrow Street, Christchurch
, New Zealand","17b Harrow Street, Christchurch
, New Zealand",,,,,,,,,
609,1445944,9429035668619,11 Nov 2003,Removed,NZ Limited Company,Yes,Not specified,Showing 2 of 3 directors,httpsapp.companiesoffice.govt.nzco1445944,1445944,,"BDO Auckland, Level 8, 120 Albert Street, Auckland, 1010
, New Zealand","BDO Auckland, Level 8, 120 Albert Street, Auckland, 1010
, New Zealand",March,,,,,,,,
610,1494201,9429035473534,17 Mar 2004,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1494201,1494201,,"C/o Hwi Ltd, Level 3, 139 Carlton Gore, Rd, Newmarket, Auckland
, New Zealand","C/o Hwi Ltd, Level 3, 139 Carlton Gore, Rd, Newmarket, Auckland
, New Zealand",,,,,,,,,
611,3277129,9429031212632,21 Feb 2011,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco3277129,3277129,,"KINGHANS  LIMITED, 21st Floor, 191 Queen Street, Auckland, 1010
, New Zealand","KINGHANS  LIMITED, 21st Floor, 191 Queen Street, Auckland, 1010
, New Zealand",,,,,,,,,
612,33051,9429040819181,13 Dec 1976,Removed,NZ Limited Company,Yes,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco33051,33051,,"139 Main Street, Pahiatua, Pahiatua, 4910
, New Zealand","139 Main Street, Pahiatua, Pahiatua, 4910
, New Zealand",,,,,,,,,
613,1773965,9429034281949,06 Mar 2006,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1773965,1773965,,"17 Morriggia Place, Glenfield, Auckland
, New Zealand","17 Morriggia Place, Glenfield, Auckland
, New Zealand",,,,,,,,,
614,1763772,9429034323984,02 Feb 2006,Removed,NZ Limited Company,No,No,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1763772,1763772,,"8 Shearwater Lane, Whitby, Porirua, 5024
, New Zealand","8 Shearwater Lane, Whitby, Porirua, 5024
, New Zealand",,,,,,,,,
615,21311,9429040891132,04 Sep 1968,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco21311,21311,,"Co M E D Postine, Amohia St, Paraparaumu
, New Zealand",,,,,,,,,,
616,1278423,9429036113828,25 Feb 2003,Removed,NZ Limited Company,Yes,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1278423,1278423,,"3/285 Maunganui Road, Mount Maunganui
, New Zealand","8333a State Hwy 27, Tirau
, New Zealand",March,,,,,,,,
617,161165,9429040232492,07 Feb 1962,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco161165,161165,,"Ingram Thompson & Berry, 213e Queen Street, Box 447, Hastings
, New Zealand",,,,,,,,,,
618,43825,9429040745503,19 Sep 1936,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco43825,43825,,"Peat Marwick, 10th Flr National Mutual Ctre, 41 Shortland St, Auckland 1
, New Zealand",,,,,,,,,,
619,177631,9429040144450,18 Dec 1953,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco177631,177631,,"Solomons Point, Parua Bay
, New Zealand",,,,,,,,,,
620,1156819,9429036800995,16 Aug 2001,Removed,NZ Limited Company,Yes,No,Showing 2 of 3 directors,httpsapp.companiesoffice.govt.nzco1156819,1156819,,"Withers Tsang & Co Ltd, 24-26 Pollen Street, Ponsonby, Auckland
, New Zealand","Withers Tsang & Co Ltd, 24-26 Pollen Street, Ponsonby, Auckland
, New Zealand",,,,,,,,,
621,968645,9429037539764,06 Jul 1999,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco968645,968645,,"22 Hororata Rd, Takapuna 0622
, New Zealand","22 Hororata Rd, Takapuna 0622
, New Zealand",,,,,,,,,
622,1004998,9429037419004,06 Dec 1999,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1004998,1004998,,"C/-crichton Horne & Associates Ltd, 109 Cambridge Terrace, Christchurch
, New Zealand","C/-crichton Horne & Associates Ltd, 109 Cambridge Terrace, Christchurch
, New Zealand",,,,,,,,,
623,1536896,9429035274582,19 Jul 2004,Removed,NZ Limited Company,Yes,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1536896,1536896,,"163 Jellicoe Street, Te Puke, 3119
, New Zealand","163 Jellicoe Street, Te Puke, 3119
, New Zealand",,,,,,,,,
624,1273465,9429036143214,07 Feb 2003,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1273465,1273465,,"6a Chelsea Street, Miramar, Wellington, 6022
, New Zealand","6a Chelsea Street, Miramar, Wellington, 6022
, New Zealand",,,,,,,,,
625,1517701,9429035369127,21 May 2004,Removed,NZ Limited Company,Yes,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1517701,1517701,,"C/-gilligan Rowe & Associates Ltd, Level 6/135 Broadway, Newmarket, Auckland
, New Zealand","C/-gilligan Rowe & Associates Ltd, Level 6/135 Broadway, Newmarket, Auckland
, New Zealand",,,,,,,,,
626,74040,9429040624785,16 Feb 1968,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco74040,74040,,"Kirk Barclay, 8th Flr Westpac Twr, 120 Albert St, Auckland
, New Zealand",,,,,,,,,,
627,879359,9429037981341,10 Oct 1997,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco879359,879359,,"Pricewaterhousecoopers, Level 8, 188 Quay Street, Auckland
, New Zealand","Pricewaterhousecoopers, Level 8, 188 Quay Street, Auckland
, New Zealand",,,,,,,,,
628,101676,9429040428437,22 Sep 1977,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco101676,101676,,"C/o Official Assignee, 2nd Fl Lorne Towers, Lorne St, Auckland
, New Zealand",,,,,,,,,,
629,1235505,9429036353828,26 Aug 2002,Removed,NZ Limited Company,Yes,No,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1235505,1235505,,"Flintoffs, 85 Gala Street, Invercargill
, New Zealand","Flintoffs, 85 Gala Street, Invercargill
, New Zealand",,,,,,,,,
630,1153468,9429036819423,13 Aug 2001,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1153468,1153468,,"2 Manston Road, Mangere Central, Auckland
, New Zealand","2 Manston Road, Mangere Central, Auckland
, New Zealand",,,,,,,,,
631,1961873,9429033271361,03 Aug 2007,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1961873,1961873,,"The Office Of Bendall And Cant Limited, 7th Floor, Southern Cross Building, 61 High Street, Auckland
, New Zealand","The Office Of Bendall And Cant Limited, 7th Floor, Southern Cross Building, 61 High Street, Auckland
, New Zealand",,,,,,,,,
632,1032828,9429037273729,04 May 2000,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1032828,1032828,,"C/- Walton Railton & Co Limited, Cnr Eighth Avenue & Cameron Road, Tauranga
, New Zealand","C/- Walton Railton & Co Limited, Cnr Eighth Avenue & Cameron Road, Tauranga
, New Zealand",,,,,,,,,
633,2096652,9429032898385,18 Feb 2008,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco2096652,2096652,,"2 Paihia Road, Onehunga, Auckland, 1061
, New Zealand","2 Paihia Road, Onehunga, Auckland, 1061
, New Zealand",,,,,,,,,
634,1537027,9429035274094,16 Jul 2004,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1537027,1537027,,"2 Foxbury Court, Rototuna North, Hamilton, 3210
, New Zealand","2 Foxbury Court, Rototuna North, Hamilton, 3210
, New Zealand",,,,,,,,,
635,23400,9429040879413,29 Oct 1915,Removed,NZ Limited Company,No,Not specified,Showing 2 of 7 directors,httpsapp.companiesoffice.govt.nzco23400,23400,,"47-51 Fort Street, Auckland
, New Zealand",,,,,,,,,,
636,99184,9429040450476,04 Oct 1976,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco99184,99184,,"1st Floor, 3 Broadway, Newmarket, Auckland
, New Zealand",,,,,,,,,,
637,59043,9429040693163,17 Dec 1959,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco59043,59043,,"29 Beach Rd, Manly, Whangaparoa
, New Zealand",,,,,,,,,,
638,1141738,9429036883066,29 Jun 2001,Removed,NZ Limited Company,Yes,Not specified,Showing 2 of 4 directors,httpsapp.companiesoffice.govt.nzco1141738,1141738,,"5 Maidstone St, Ponsonby, Auckland
, New Zealand","5 Maidstone St, Ponsonby, Auckland
, New Zealand",,,,,,,,,
639,961429,9429037576080,19 May 1999,Removed,NZ Limited Company,Yes,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco961429,961429,,"188 Palmerston Road, Gisborne
, New Zealand","188 Palmerston Road, Gisborne
, New Zealand",,,,,,,,,
