,Company number:,NZBN:,Incorporation Date:,Company Status:,Entity type:,Constitution filed:,Ultimate holding company,Directors,Company record link:,company_id,address.Registered office address,address.Registered Office,address.Address for service,FRA Reporting Month:,Country of Origin:,address.Principal place of business in NZ,address.Address of person authorised to accept service in NZ,Receiver:,Organisation:,Phone:,Email:,Appointed:,Brief description of propertyin receivership:,Reports,Appointed By:
666,182914,9429040131146,25 Mar 1960,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco182914,182914,,"Graham Brown & Co Limited, 45-49 Tirau Street, Putaruru, 3443
, New Zealand","Graham Brown & Co Limited, 45-49 Tirau Street, Putaruru, 3443
, New Zealand",,,,,,,,,,,,
667,1887022,9429033741673,08 Dec 2006,Removed,NZ Limited Company,Yes,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1887022,1887022,,"54 Dignan Street, Point Chevalier, Auckland
, New Zealand","54 Dignan Street, Point Chevalier, Auckland
, New Zealand",,,,,,,,,,,,
668,1602776,9429034939178,14 Mar 2005,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1602776,1602776,,"16 Sheriff Place, Riverlea, Hamilton 3216
, New Zealand","16 Sheriff Place, Riverlea, Hamilton 3216
, New Zealand",,,,,,,,,,,,
669,1712910,9429034482797,14 Oct 2005,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1712910,1712910,,"16 Main Street, Upper Hutt
, New Zealand","16 Main Street, Upper Hutt
, New Zealand",,,,,,,,,,,,
670,6540,9429040959405,26 Jan 1950,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco6540,6540,,"C/o Coopers & Lybrand, Udc Tower, 113-119 The Terrace, Wellington
, New Zealand",,,,,,,,,,,,,
671,157234,9429040255248,15 Oct 1973,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco157234,157234,,"Messrs Cook Adam & Co, 5 Athol Street, Queenstown
, New Zealand","-
, New Zealand",,,,,,,,,,,,
672,200230,9429040029979,21 Sep 1981,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco200230,200230,,"C/o Ward & Harvey, 69 Ellis Street, Frankton, Hamilton
, New Zealand","-
, New Zealand",,,,,,,,,,,,
673,1019574,9429037342500,20 Mar 2000,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1019574,1019574,,"C/-kueglers Limited, 1/181 Great South Road, Takanini
, New Zealand","C/-kueglers Limited, Chartered Accountants, 1/181 Great South Road, Takanini
, New Zealand",,,,,,,,,,,,
674,934455,9429037718046,19 Nov 1998,Removed,NZ Limited Company,No,Not specified,Showing 2 of 4 directors,httpsapp.companiesoffice.govt.nzco934455,934455,,"Denton Donovan, Chartered Accountants, 405 King Street North, Hastings
, New Zealand","Denton Donovan, 405 King Street North, Hastings
, New Zealand",,,,,,,,,,,,
675,1121471,9429036979820,07 Mar 2001,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1121471,1121471,,"22 The Masthead, Whitby
, New Zealand","22 The Masthead, Whitby, Porirua
, New Zealand",,,,,,,,,,,,
676,7115854,9429047167957,03 Dec 2018,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco7115854,7115854,,"Clayton Marino, 8 Cory Jane Grove, Riverstone Terraces, Upper Hutt, 5018
, New Zealand","Clayton Marino, 8 Cory Jane Grove, Riverstone Terraces, Upper Hutt, 5018
, New Zealand",,,,,,,,,,,,
677,3899356,9429030610477,28 Jun 2012,Removed,NZ Limited Company,No,No,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco3899356,3899356,,"21 Balfour Road, Parnell, Auckland, 1052
, New Zealand","21 Balfour Road, Parnell, Auckland, 1052
, New Zealand",,,,,,,,,,,,
678,143118,9429040324081,26 Mar 1914,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco143118,143118,,"C/o Mitson Bell & Co, Osb Building, 106 George St, Dunedin
, New Zealand",,,,,,,,,,,,,
679,56723,9429040700960,01 Apr 1958,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco56723,56723,,"Nz Insurance Building, 507 Lake Rd, Takapuna
, New Zealand",,,,,,,,,,,,,
680,866964,9429038039065,01 Aug 1997,Removed,NZ Limited Company,No,No,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco866964,866964,,"123 Nayland Street, Sumner, Christchurch, 8081
, New Zealand","123 Nayland Street, Sumner, Christchurch, 8081
, New Zealand",,,,,,,,,,,,
681,3564533,9429030936553,29 Sep 2011,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco3564533,3564533,,"16/135 Newton Road, Eden Terrace, Auckland, 1010
, New Zealand","16/135 Newton Road, Eden Terrace, Auckland, 1010
, New Zealand",,,,,,,,,,,,
682,62635,9429040678962,27 Feb 1962,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco62635,62635,,"87 Grafton Road, Auckland
, New Zealand",,,,,,,,,,,,,
683,2238992,9429032272727,05 May 2009,Removed,NZ Limited Company,Yes,No,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco2238992,2238992,,"8 James Drive, Rd 1, Lyttelton, 8971
, New Zealand","8 James Drive, Rd 1, Lyttelton, 8971
, New Zealand",,,,,,,,,,,,
684,31534,9429040835587,03 Oct 1975,Removed,NZ Limited Company,Yes,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco31534,31534,,"223 Victoria Ave, Palmerston North
, New Zealand","W R F Mills Chartered Accountant, 223 Victoria Avenue, Palmerston North
, New Zealand",,,,,,,,,,,,
685,5386982,9429041321881,14 Jul 2014,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco5386982,5386982,,"Suite A, 72 Wellesley Street, Auckland Central, Auckland, 1010
, New Zealand","Suite A, 72 Wellesley Street, Auckland Central, Auckland, 1010
, New Zealand",,,,,,,,,,,,
686,3689037,9429030845992,17 Jan 2012,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco3689037,3689037,,"15/36 Growers Lane, Mangere East, Auckland, 2024
, New Zealand","15/36 Growers Lane, Mangere East, Auckland, 2024
, New Zealand",,,,,,,,,,,,
687,3916505,9429030589490,06 Aug 2012,Removed,NZ Limited Company,Yes,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco3916505,3916505,,"MGI Plus More (Auckland) Limited, Level 5, 32-34 Mahuhu Crescent, Auckland Central, Auckland, 1010
, New Zealand","MGI Plus More (Auckland) Limited, Level 5, 32-34 Mahuhu Crescent, Auckland Central, Auckland, 1010
, New Zealand",,,,,,,,,,,,
688,1678087,9429034605493,30 Aug 2005,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1678087,1678087,,"Mcgregor Bailey, 2 Crummer Road, Ponsonby, Auckland
, New Zealand","Mcgregor Bailey, 2 Crummer Road, Ponsonby, Auckland
, New Zealand",,,,,,,,,,,,
689,5450907,9429041409947,12 Sep 2014,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco5450907,5450907,,"John Smith, Level 33, Anz Centre, 23-29 Albert Street, Auckland, 1010
, New Zealand","3 Arawa Street, Grafton, Auckland, 1023
, New Zealand",,,,,,,,,,,,
690,843229,9429038157530,20 Feb 1997,Removed,NZ Limited Company,Yes,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco843229,843229,,"Hogan & Webb, Chartered Accountants, 12 Wilson Street, Cambridge
, New Zealand","Hogan & Webb, Chartered Accountants, 12 Wilson Street, Cambridge
, New Zealand",,,,,,,,,,,,
691,56052,9429040701837,31 Oct 1957,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco56052,56052,,"Whk Gosling Chapman, Level 6, Whk Gosling Chapman Tower, 51-53 Shortland Street, Auckland 1010
, New Zealand","Whk Gosling Chapman, Level 6, Whk Gosling Chapman Tower, 51-53 Shortland Street, Auckland 1010
, New Zealand",,,,,,,,,,,,
692,174245,9429040151786,22 Jul 1932,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco174245,174245,,"69 Nixon St, Hamilton
, New Zealand","-
, New Zealand",,,,,,,,,,,,
693,124769,9429031967914,23 Apr 1956,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco124769,124769,,"2 Pablo Place, Christchurch
, New Zealand",,,,,,,,,,,,,
694,89915,9429040520278,21 Dec 1973,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco89915,89915,,"31 Arabi Street, Sandringham, Auckland
, New Zealand",,,,,,,,,,,,,
695,168255,9429040185835,27 Apr 1972,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco168255,168255,,"188-192 Armagh Street, Christchurch
, New Zealand",,,,,,,,,,,,,
696,117410,9429032033427,20 May 1983,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco117410,117410,,"21 Edinburgh St, Te Papapa
, New Zealand",,,,,,,,,,,,,
697,7004994,9429046995834,03 Sep 2018,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco7004994,7004994,,"Lisbon Pereira, 1015/135, Hobson Street, Auckland, 1010
, New Zealand","Lisbon Pereira, 1015/135, Hobson Street, Auckland, 1010
, New Zealand",,,,,,,,,,,,
698,6834055,9429046766809,14 May 2018,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco6834055,6834055,,"33 Corlett Street, Utuhina, Rotorua, 3015
, New Zealand","33 Corlett Street, Utuhina, Rotorua, 3015
, New Zealand",,,,,,,,,,,,
699,1206765,9429036518005,13 May 2002,Removed,NZ Limited Company,Yes,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1206765,1206765,,"Erskine-shaw Accountants Ltd, 148 Amohau Street, Rotorua
, New Zealand","Erskine-shaw Accountants Ltd, 148 Amohau Street, Rotorua
, New Zealand",,,,,,,,,,,,
700,110734,9429032147247,12 Mar 1981,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco110734,110734,,"64 Glengarry Rd, Glen Eden, Auckland
, New Zealand",,,,,,,,,,,,,
701,930285,9429037740146,20 Oct 1998,Removed,NZ Limited Company,Yes,No,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco930285,930285,,"Johnston O'shea Limited, 1a Douglas Street, Whangarei, 0112
, New Zealand","Johnston O'shea Limited, 1a Douglas Street, Whangarei, 0112
, New Zealand",,,,,,,,,,,,
702,180419,9429040137018,24 Jun 1957,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco180419,180419,,"Miro St, Manunui
, New Zealand",,,,,,,,,,,,,
703,7113733,9429047127739,26 Nov 2018,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco7113733,7113733,,"1225 East Coast Road, Rd 4, Auckland, 0794
, New Zealand","1225 East Coast Road, Rd 4, Auckland, 0794
, New Zealand",,,,,,,,,,,,
704,186197,9429040124674,10 Dec 1963,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco186197,186197,,"C/o Stubbs Dougherty & Co, Hikurangi House, Miriama St Box 364, Taumarunui
, New Zealand",,,,,,,,,,,,,
705,7740676,9429047703568,25 Sep 2019,Removed,NZ Limited Company,No,Asia Food Retail Group Pte Limited,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco7740676,7740676,,"Pakuranga Plaza Limited, 10 Aylesbury Street, Pakuranga, Auckland, 2010
, New Zealand","Pakuranga Plaza Limited, 10 Aylesbury Street, Pakuranga, Auckland, 2010
, New Zealand",March,,,,,,,,,,,
706,147664,9429040302980,18 Mar 1969,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco147664,147664,,"70 Vogel St, Dunedin
, New Zealand",,,,,,,,,,,,,
707,2097707,9429032893441,20 Feb 2008,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco2097707,2097707,,"53 Campbell Road, Mount Manganui, 3116
, New Zealand","53 Campbell Road, Mount Manganui, 3116
, New Zealand",,,,,,,,,,,,
708,1250690,9429036267972,24 Oct 2002,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1250690,1250690,,"1268 Arawa Street, Rotorua
, New Zealand","1268 Arawa Street, Rotorua
, New Zealand",,,,,,,,,,,,
709,1192796,9429036601752,04 Mar 2002,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1192796,1192796,,"31 Hackett Street, Whanganui East, Whanganui, 4500
, New Zealand","31 Hackett Street, Whanganui East, Whanganui, 4500
, New Zealand",,,,,,,,,,,,
710,1280743,9429036100187,18 Mar 2003,Removed,NZ Limited Company,Yes,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1280743,1280743,,"20 Chester Road, Tawa, Wellington 6006
, New Zealand","20 Chester Road, Tawa, Wellington 6006
, New Zealand",,,,,,,,,,,,
711,1214797,9429036472666,27 May 2002,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1214797,1214797,,"197 Ponsonby Road, Ponsonby, Auckland
, New Zealand","197 Ponsonby Road, Ponsonby, Auckland
, New Zealand",,,,,,,,,,,,
712,1853719,9429033934297,14 Aug 2006,Removed,NZ Limited Company,Yes,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1853719,1853719,,"C/-paul Jackson & Associates Ltd, Chartered Accountants, Level 2, 3, Margot Str, Newmarket, Auckland
, New Zealand","C/-paul Jackson & Associates Ltd, Chartered Accountants, Level 2, 3, Margot Str, Newmarket, Auckland
, New Zealand",,,,,,,,,,,,
713,2136917,9429032722017,30 May 2008,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco2136917,2136917,,"10 Schrule Place, Rototuna, Hamilton
, New Zealand","10 Schrule Place, Rototuna, Hamilton
, New Zealand",,,,,,,,,,,,
714,110891,9429032144802,27 Mar 1981,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco110891,110891,,"75 Larnoch Rd, Henderson
, New Zealand",,,,,,,,,,,,,
715,6340159,9429046245779,17 Jul 2017,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco6340159,6340159,,"Logan Williams, 352 Wai-iti Road, Glenwood, Timaru, 7910
, New Zealand","Logan Williams, 352 Wai-iti Road, Glenwood, Timaru, 7910
, New Zealand",,,,,,,,,,,,
716,186429,9429040122908,28 May 1964,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco186429,186429,,"Co Southwick Curtis & Co, 29 Hinemaru St Box 1346, Rotorua
, New Zealand",,,,,,,,,,,,,
717,62405,9429040678955,05 Dec 1961,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco62405,62405,,"21 Andromeda Crescent, East Tamaki, Auckland
, New Zealand",,,,,,,,,,,,,
718,193645,9429040081823,11 Sep 1973,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco193645,193645,,"11th Floor, 85 Alexandra Street, Hamilton
, New Zealand","11th Floor, 85 Alexandra Street, Hamilton
, New Zealand",,,,,,,,,,,,
719,160407,9429040235943,16 Jul 1957,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco160407,160407,,"Borrie Collinge Hooker & Co, Chartered Accountants, 106 W Lyndon Road, Hastings
, New Zealand","-
, New Zealand",,,,,,,,,,,,
720,27258,9429040858715,21 Feb 1973,Removed,NZ Limited Company,Yes,Not specified,Showing 2 of 4 directors,httpsapp.companiesoffice.govt.nzco27258,27258,,"Level 6, 45 Knights Road, Lower Hutt
, New Zealand","Level 6, 45 Knights Road, Lower Hutt
, New Zealand",,,,,,,,,,,,
721,3810596,9429030677715,17 May 2012,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco3810596,3810596,,"69 Warren Crescent, Hillmorton, Christchurch, 8025
, New Zealand","69 Warren Crescent, Hillmorton, Christchurch, 8025
, New Zealand",,,,,,,,,,,,
722,1248076,9429036281077,01 Nov 2002,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1248076,1248076,,"10 Robinson Crescent, West Brook, Palmerston North
, New Zealand","10 Robinson Crescent, West Brook, Palmerston North
, New Zealand",,,,,,,,,,,,
723,1160277,9429036781409,06 Sep 2001,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1160277,1160277,,"1 Station Road, Kamo, Whangarei 0101
, New Zealand","1 Station Road, Kamo, Whangarei 0101
, New Zealand",,,,,,,,,,,,
724,114149,9429032100389,07 May 1982,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco114149,114149,,"572 Te Atatu Rd, Te Atatu, North Auckland
, New Zealand",,,,,,,,,,,,,
725,1606555,9429034917435,28 Feb 2005,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1606555,1606555,,"54e Carlisle Street, Greerton, Tauranga
, New Zealand","54 E Carlisle Street, Greerton, Tauranga
, New Zealand",,,,,,,,,,,,
726,67764,9429040655758,18 Dec 1964,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco67764,67764,,"8 Gordon Rd, Otahuhu
, New Zealand",,,,,,,,,,,,,
727,1937263,9429033429403,27 Apr 2007,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1937263,1937263,,"20 Selwyn Road, Epsom, Auckland
, New Zealand","20 Selwyn Road, Epsom, Auckland
, New Zealand",,,,,,,,,,,,
728,1904712,9429033634272,25 Jan 2007,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1904712,1904712,,"BDO Northland Limited, 49 John Street, Whangarei, Whangarei, 0110
, New Zealand","BDO Northland Limited, 49 John Street, Whangarei, Whangarei, 0110
, New Zealand",,,,,,,,,,,,
729,6181408,9429045847110,02 Dec 2016,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco6181408,6181408,,"5e Rosebank Road, Avondale, Auckland, 1026
, New Zealand","5e Rosebank Road, Avondale, Auckland, 1026
, New Zealand",,,,,,,,,,,,
730,109886,9429032156935,12 Nov 1980,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco109886,109886,,"Jones Crawford Syers, Chartered Accountants, 127 Bank St, Whangarei
, New Zealand",,,,,,,,,,,,,
731,72829,9429040628356,13 Jun 1967,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco72829,72829,,"Sumpter & Baughen, 1st Flr 4 Vinery Lane, Whangarei
, New Zealand",,,,,,,,,,,,,
732,177300,9429040144405,09 Jun 1953,Removed,NZ Limited Company,Yes,No,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco177300,177300,,"Osborne's, Chartered Accountants, Tuhoro Street, Otorohanga
, New Zealand","Osborne'S Chartered Accountants, Tuhoro Street, Otorohanga
, New Zealand",,,,,,,,,,,,
733,6020427,9429042401704,14 Jun 2016,Removed,NZ Limited Company,Yes,No,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco6020427,6020427,,"20 Limerick Place, Dannemora, Auckland, 2016
, New Zealand","20 Limerick Place, Dannemora, Auckland, 2016
, New Zealand",,,,,,,,,,,,
734,1130838,9429036941186,06 Apr 2001,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1130838,1130838,,"83a, Kimpton Road, Papatoetoe, Auckland
, New Zealand","16 Lobelia Rise, Manukau Heights, Auckland
, New Zealand",,,,,,,,,,,,
735,8052136,9429048443494,13 Jul 2020,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco8052136,8052136,,"146 Puriri Valley Road, Rd 1, Thames, 3578
, New Zealand","146 Puriri Valley Road, Rd 1, Thames, 3578
, New Zealand",,,,,,,,,,,,
736,2128662,9429032755008,09 May 2008,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco2128662,2128662,,"103 Grange Road, Mount Eden, Auckland, 1024
, New Zealand","103 Grange Road, Mount Eden, Auckland, 1024
, New Zealand",,,,,,,,,,,,
737,2109444,9429032845266,19 Mar 2008,Removed,NZ Limited Company,No,No,Showing 2 of 3 directors,httpsapp.companiesoffice.govt.nzco2109444,2109444,,"15 Windoma Circle, Manukau, Auckland, 2025
, New Zealand","15 Windoma Circle, Manukau, Auckland, 2025
, New Zealand",,,,,,,,,,,,
738,102057,9429040422657,21 Nov 1977,Removed,NZ Limited Company,Yes,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco102057,102057,,"48 Venus Place, Howick, Auckland
, New Zealand","48 Venus Place, Howick, Auckland
, New Zealand",,,,,,,,,,,,
739,4462719,9429030203433,05 Jun 2013,Removed,NZ Limited Company,No,Not specified,Showing 2 of 3 directors,httpsapp.companiesoffice.govt.nzco4462719,4462719,,"11 Sandringham Road, Mount Eden, Auckland, 1024
, New Zealand","11 Sandringham Road, Mount Eden, Auckland, 1024
, New Zealand",,,,,,,,,,,,
740,10749,9429040941455,31 Jul 1957,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco10749,10749,,"C/o Barr Burgess & Stewart, National Bank Bldg, Featherston St, Wellington
, New Zealand",,,,,,,,,,,,,
741,6314649,9429046197979,21 Jun 2017,Removed,NZ Unlimited Company,Yes,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco6314649,6314649,,"85 St Marys Road, Saint Marys Bay, Auckland, 1011
, New Zealand","85 St Marys Road, Saint Marys Bay, Auckland, 1011
, New Zealand",,,,,,,,,,,,
742,51892,9429040719436,05 Nov 1954,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco51892,51892,,"Button Shoosmith & Lynch, Normanby Road, Paeroa
, New Zealand",,,,,,,,,,,,,
743,127382,9429031944571,14 Jun 1963,Removed,NZ Limited Company,Yes,Not specified,Showing 2 of 3 directors,httpsapp.companiesoffice.govt.nzco127382,127382,,"Co Allott Reeves & Co, 192 Manchester Street, Christchurch
, New Zealand","Same As Registered Office
, New Zealand",,,,,,,,,,,,
744,98839,9429040453903,19 Aug 1976,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco98839,98839,,"153 King St, Pukekohe
, New Zealand",,,,,,,,,,,,,
745,1541233,9429035250142,04 Aug 2004,Removed,NZ Limited Company,Yes,No,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1541233,1541233,,"Rau Accounting Services Ltd, Suite 4a Selwyn Centre, 182 Great South Road, Papakura, Auckland, 2110
, New Zealand","Suite 4a Selwyn Centre, 182 Great South Road, Papakura, Auckland, 2110
, New Zealand",,,,,,,,,,,,
746,1638529,9429034747087,27 May 2005,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1638529,1638529,,"1504 B, 363 Queen Street,, Auckland 1010
, New Zealand","1504 B, 363 Queen Street,, Auckland 1010
, New Zealand",,,,,,,,,,,,
747,904548,9429037864576,08 May 1998,Removed,NZ Limited Company,Yes,No,Showing 2 of 3 directors,httpsapp.companiesoffice.govt.nzco904548,904548,,"Miller Gale Winter, Level 1, 4 Hazeldean Road, Addington, Christchurch, 8024
, New Zealand","Miller Gale Winter, Level 1, 4 Hazeldean Road, Addington, Christchurch, 8024
, New Zealand",March,,,,,,,,,,,
748,654527,9429038578908,18 Nov 1994,Removed,NZ Limited Company,Yes,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco654527,654527,,"11 Debron Ave, Remuera, Auckland 1050
, New Zealand","11 Debron Ave, Remuera, Auckland 1050
, New Zealand",,,,,,,,,,,,
749,1908770,9429033609324,09 Feb 2007,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1908770,1908770,,"Adam Tafau, Flat 4, 22 Waratah Street, Birkenhead, Auckland, 0626
, New Zealand","Adam Tafau, Flat 4, 22 Waratah Street, Birkenhead, Auckland, 0626
, New Zealand",,,,,,,,,,,,
750,100506,9429040435534,06 Apr 1977,Removed,NZ Limited Company,Yes,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco100506,100506,,"C/- Alliott Thompson Francis Ltd, Ground, Floor, Merck Sharp Dohme Bldg, 109, Carlotn Gore Rd, Newmarket
, New Zealand","C/- Alliott Thompson Francis Ltd, Ground, Floor, Merck Sharp Dohme Bldg, 109, Carlotn Gore Rd, Newmarket
, New Zealand",,,,,,,,,,,,
751,2135320,9429032729504,30 May 2008,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco2135320,2135320,,"416 Muhunoa East Road, Rd 20, Levin, 5570
, New Zealand","416 Muhunoa East Road, Rd 20, Levin, 5570
, New Zealand",,,,,,,,,,,,
752,1263291,9429036203338,11 Dec 2002,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1263291,1263291,,"270 Onehunga Mall, Onehunga, Auckland
, New Zealand","270 Onehunga Mall, Onehunga, Auckland
, New Zealand",,,,,,,,,,,,
753,1144255,9429036868384,14 Jun 2001,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1144255,1144255,,"Lock & Partners Limited, 1/171 Hobson Street, Auckland, 1010
, New Zealand","Lock & Partners Limited, 1/171 Hobson Street, Auckland, 1010
, New Zealand",,,,,"HORROCKS, ROY",MCDONALD VAGUE,64 9 3030506,insolmvp.co.nz,31 Jan 2013,"Under the powers contained in a General Security Agreement dated the 29th day of July 2008, property defined in clause 8.1 of the Loan Agreement and General Security Deed.","Notice of End of Receivership 
      						
      							
      								Filed
    							
    							
							
							 21 May 2013",
754,8183823,9429049287684,04 May 2021,Removed,NZ Limited Company,No,No,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco8183823,8183823,,"DAVIDSON LEGAL LIMITED, 17 Allen Street, Christchurch Central, Christchurch, 8011
, New Zealand","DAVIDSON LEGAL LIMITED, 17 Allen Street, Christchurch Central, Christchurch, 8011
, New Zealand",,,,,,,,,,,,
755,6976054,9429046960719,13 Aug 2018,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco6976054,6976054,,"Qian Wang, 4a Coronation Road, Glenfield, Auckland, 0627
, New Zealand","Qian Wang, 4a Coronation Road, Glenfield, Auckland, 0627
, New Zealand",,,,,,,,,,,,
